n	price	totsp	livesp	kitsp	dist	metrdist	walk	brick	floor	code
1205	129	80	48	10	12.7	7	1	0	1	5
1206	170	80	53	9	8	3	1	0	1	1
1207	115	80	45	10	13.5	10	0	0	1	6
1208	81	59	42	6	12	10	1	1	1	1
1209	105	75	45	10	13	10	0	0	1	5
1210	94	64	45	6	12.5	12	1	0	1	2
1211	170	77	52	7	3	15	1	1	1	1
1212	127	74	53	8	11	10	1	1	1	8
1213	140	76	44	11	13.5	10	0	0	1	1
1214	145	75	45	10	7	15	1	0	1	4
1215	98	75	50	8	11.5	5	0	0	1	6
1216	113	69	47	8	17	3	1	0	1	4
1217	130	83	50	9	6.5	10	1	0	1	5
1218	113	78	47	10	12	10	1	0	1	5
1219	162	78	48	11	6.5	1	1	1	1	2
1220	100	64	41	7	12	5	1	0	1	7
1221	160	86	56	9	6	2	1	0	1	6
1222	135	80	51	13	13.5	5	0	0	1	1
1223	95	62	43	7	12	7	1	0	1	5
1224	86	56	34	7	7.5	10	0	0	0	8
1225	118	68	49	11	7.5	7	1	0	0	8
1226	93	65	39	8	12.5	7	0	0	1	2
1227	150	78	44	10	14.5	15	1	0	1	3
1228	145	82	47	10	14.5	15	1	0	1	3
1229	85	55	40	6	12.5	7	1	1	0	8
1230	139	86	51	10	10.5	7	0	0	1	7
1231	114	93	51	12	10	7	1	0	0	6
1232	101	66	39	8	17	10	1	0	1	2
1233	98	64	43	7	17	5	0	0	1	2
1234	153	66	43	9	5	10	1	1	1	4
1235	119	77	40	10	12.7	5	0	0	1	5
1236	130	82	37	12	6	10	1	0	1	6
1237	79	58	41	6	12.5	5	0	0	0	3
1238	127	92	50	11	6.5	10	1	0	1	5
1239	142	77	44	10	7	10	0	0	1	4
1240	127	65	43	7	9	5	0	0	1	4
1241	190	85	53	12	12	3	1	0	0	5
1242	160	79	54	9	7	3	1	0	1	4
1243	86	58	43	6	17	5	1	0	1	4
1244	99	62	45	6	13.5	10	1	0	1	6
1245	73	54	35	5	10.5	3	1	1	0	7
1246	138	77	45	11	10.5	10	1	0	1	7
1247	115	77	45	7	9	15	1	0	0	4
1248	103	67	43	9	15.5	7	1	0	1	1
1249	107	75	44	10	12.7	10	1	0	1	5
1250	110	78	48	14	12	10	1	0	1	5
1251	109	67	45	11	13.5	5	0	0	1	1
1252	120	77	48	8	12	15	1	1	1	8
1253	94	64	45	6	17	15	1	0	1	2
1254	117	78	45	11	13	10	0	0	1	5
1255	125	77	51	8	6	3	1	1	1	6
1256	92	63	38	8	12	10	0	0	1	7
1257	93	57	43	5	12.5	15	1	1	1	3
1258	103	78	54	11	12	15	1	1	0	5
1259	150	92	69	8	4.5	10	1	1	1	8
1260	95	63	39	8	12	10	1	0	1	7
1261	135	76	45	10	6	7	0	0	1	6
1262	120	78	43	12	14.5	15	0	0	1	3
1263	125	79	56	8	7.5	10	1	1	1	8
1264	77	51	34	6	7	7	1	0	1	5
1265	89	64	45	6	12.5	15	1	0	1	2
1266	108	80	48	8	12	10	0	0	1	7
1267	96	60	43	6	13.5	10	1	0	1	6
1268	110	74	53	8	11	15	1	1	0	8
1269	129	79	47	8	10.5	15	1	0	1	7
1270	85	69	48	6	12	10	0	0	1	7
1271	96	60	45	6	10.5	15	1	0	1	3
1272	122	79	48	10	12.7	12	1	0	1	5
1273	200	90	60	10	12	10	1	1	1	7
1274	104	80	45	13	13	5	0	0	1	5
1275	145	96	56	9	11	15	1	1	0	8
1276	120	74	53	8	10.5	10	1	1	1	7
1277	196	78	46	10	14.5	5	1	0	1	3
1278	135	75	43	11	12.7	15	1	0	1	5
1279	141	74	43	10	15.5	10	0	0	1	1
1280	96	60	45	6	12	5	0	0	1	7
1281	100	75	45	10	13.5	5	1	0	0	1
1282	82	55	36	6	10	7	1	0	0	6
1283	198	110	59	13	14.5	10	1	0	1	3
1284	108	78	47	10	12	3	1	0	0	5
1285	83	50	34	6	15.5	5	0	0	1	1
1286	131	78	46	10	17	5	1	0	1	2
1287	145	84	53	19	15.5	15	1	0	1	1
1288	107	56	32	5	7.5	7	1	1	0	3
1289	88	60	44	6	12	10	0	0	0	7
1290	104	77	45	10	12.7	15	1	0	0	5
1291	160	93	59	6	12.5	15	1	1	1	8
1292	89	60	38	6	13.5	7	1	0	1	6
1293	171	96	50	18	7	5	1	0	1	4
1294	84	60	45	6	13.5	7	0	0	1	6
1295	138	79	47	10	7	10	1	0	1	4
1296	70	58	41	6	14.5	10	0	1	1	3
1297	165	78	54	8	9	10	1	1	1	3
1298	130	65	44	9	9	5	1	0	1	4
1299	139	74	52	9	10.5	7	1	0	1	7
1300	140	81	55	8	9	7	0	1	0	3
1301	91	60	44	6	14.5	7	1	0	1	2
1302	83	60	38	9	12	10	1	0	0	5
1303	85	57	39	6	11.5	7	1	0	0	6
1304	175	112	78	16	7	10	1	1	1	4
1305	80	68	42	8	13.5	7	1	0	0	6
1306	85	58	40	5	14.5	10	0	1	1	2
1307	135	72	43	9	10.5	15	1	0	0	3
1308	197	101	60	15	7	7	0	1	1	4
1309	99	57	42	6	6.5	7	1	1	1	5
1310	165	65	45	9	9	10	1	1	1	3
1311	87	58	44	5	10.5	5	1	0	1	7
1312	105	54	34	6	3.5	7	1	0	1	7
1313	115	75	47	8	6.5	15	1	1	0	2
1314	140	77	46	10	8	10	1	0	1	1
1315	104	67	43	11	12	15	1	0	1	7
1316	143	85	52	9	5	8	1	1	1	4
1317	142	77	44	10	7	10	0	0	1	4
1318	130	78	53	9	3.5	10	1	1	1	7
1319	160	75	47	10	9	10	1	1	0	3
1320	115	80	54	12	12.7	5	0	0	1	5
1321	145	76	51	8	3	5	1	1	0	1
1322	317	135	70	20	9	2	1	0	1	3
1323	84	74	41	12	7	3	1	0	1	5
1324	124	96	52	10	13.5	5	1	0	1	1
1325	130	56	42	7	14.5	3	1	1	1	3
1326	135	65	38	8	7.5	10	1	1	1	3
1327	85	55	35	6	12	10	1	0	1	8
1328	103	64	45	7	13.5	15	1	0	1	1
1329	85	60	40	7	12	5	0	0	1	7
1330	160	72	50	9	7.5	5	0	1	1	8
1331	350	90	62	12	10.5	5	0	0	1	3
1332	101	55	38	6	7	10	1	0	0	4
1333	143	82	45	10	12	10	1	0	1	5
1334	80	51	34	6	13.5	15	0	0	1	1
1335	123	75	45	10	12.7	10	1	0	1	5
1336	215	67	42	9	7.5	3	1	1	1	3
1337	140	80	45	13	13.5	5	0	0	1	1
1338	90	59	45	6	12	5	0	0	0	8
1339	72	64	43	7	6	7	1	0	1	6
1340	130	78	53	13	3.5	10	1	1	1	7
1341	125	75	46	10	14.5	7	0	0	1	3
1342	115	74	48	11	13	15	1	0	1	5
1343	71	49	34	6	10	10	1	0	1	6
1344	85	60	43	6	12	5	1	1	1	7
1345	150	80	53	8	9	3	1	1	1	4
1346	180	71	47	7	7.5	10	1	1	1	3
1347	130	109	51	16	13.5	10	0	1	1	6
1348	180	83	58	10	3	10	1	1	1	1
1349	97	64	45	7	13.5	10	1	0	1	1
1350	107	75	45	9	13	15	1	0	1	5
1351	115	79	47	11	12	10	1	0	1	5
1352	156	70	48	7	9	2	1	0	1	4
1353	113	73	52	8	7.5	5	0	1	0	8
1354	115	77	44	7	12	10	1	1	1	8
1355	96	76	53	8	6	10	0	1	1	6
1356	240	81	54	8	9	3	1	1	0	3
1357	155	73	49	9	10.5	15	1	1	1	3
1358	130	77	45	10	12	7	1	0	1	5
1359	89	51	34	6	13.5	10	0	0	1	1
1360	133	75	52	9	3	15	1	1	0	1
1361	135	70	40	9	15.5	10	1	0	1	1
1362	89	65	40	8	13	7	0	0	1	5
1363	185	90	52	12	6	7	1	0	1	6
1364	110	66	43	7	13.5	15	0	0	1	1
1365	167	74	43	10	14.5	7	1	0	1	2
1366	190	78	46	10	8	10	1	1	1	1
1367	260	80	46	12	9	2	1	1	1	4
1368	74	53	34	6	10.5	7	0	1	0	3
1369	190	100	50	16	7	10	1	0	1	5
1370	147	75	45	10	7	15	1	0	1	4
1371	152	73	48	8	3	15	1	1	1	1
1372	93	60	43	6	17	15	0	0	1	2
1373	110	75	45	10	12	5	0	1	1	5
1374	110	60	37	9	12.5	7	1	0	1	2
1375	122	93	52	14	13.5	10	1	0	1	1
1376	130	73	47	9	11	10	1	1	1	5
1377	86	53	36	7	11.5	5	1	0	0	6
1378	115	64	38	8	14.5	7	1	0	1	3
1379	85	50	35	6	11	8	0	0	1	8
1380	77	55	38	6	7.5	10	1	0	0	8
1381	83	53	34	6	14.5	8	0	0	0	3
1382	140	73	44	10	10.5	5	1	1	0	3
1383	84	58	43	6	14.5	5	0	0	1	3
1384	80	56	44	6	11	8	1	1	0	5
1385	95	72	43	12	12.7	7	0	0	0	5
1386	90	58	42	6	10.5	15	1	1	1	3
1387	116	82	44	10	12.7	15	1	0	1	5
1388	110	74	45	12	12.7	1	1	0	0	5
1389	145	69	47	7	3.5	10	1	1	1	7
1390	108	64	40	9	12	10	0	0	1	1
1391	100	83	48	10	12	15	0	0	0	7
1392	110	80	43	10	12	15	0	0	1	7
1393	128	68	50	9	12.5	5	0	0	1	3
1394	137	77	54	8	3.5	10	1	1	1	7
1395	105	65	47	9	12.5	5	1	0	1	2
1396	125	60	41	6	3	7	1	0	1	1
1397	110	76	45	10	14.5	15	0	0	1	3
1398	147	80	50	8	7.5	5	0	0	1	8
1399	94	63	39	8	14.5	5	0	0	1	2
1400	94	56	33	8	11.5	3	1	0	1	6
1401	201	82	55	9	13.5	7	1	0	1	1
1402	135	78	44	10	15.5	10	1	1	1	1
1403	145	78	47	8	11	8	1	1	1	8
1404	99	72	43	10	12.7	10	1	0	1	5
1405	138	65	44	9	4.5	2	1	0	1	8
1406	90	56	42	6	12.5	7	1	1	1	3
1407	85	64	45	6	13	5	0	0	1	5
1408	145	85	52	11	14.5	5	0	0	1	3
1409	135	77	41	11	13	10	1	0	1	5
1410	127	78	46	10	17	5	1	0	1	2
1411	189	80	52	10	7	1	1	1	1	4
1412	145	72	50	7	4.5	5	1	1	0	8
1413	126	68	47	8	8	5	0	0	1	1
1414	105	65	40	8	13.5	7	1	0	1	6
1415	90	60	40	8	13.5	5	1	0	0	6
1416	115	81	47	9	12.7	10	1	0	0	5
1417	110	57	37	7	9	1	1	1	1	4
1418	90	54	42	6	17	10	1	0	1	4
1419	215	76	55	8	7.5	2	1	1	1	3
1420	180	71	42	8	7	15	0	0	1	4
1421	115	80	41	13	12	15	1	0	1	5
1422	105	63	42	8	12	15	1	1	1	1
1423	115	78	44	10	12	7	1	0	1	5
1424	101	55	39	6	4.5	12	1	1	0	8
1425	152	108	56	15	11	5	1	1	1	5
1426	160	92	69	14	4.5	10	1	1	1	8
1427	95	65	47	8	13.5	5	1	0	1	6
1428	119	74	52	8	10.5	10	1	1	1	7
1429	170	82	52	20	5	1	1	0	1	4
1430	115	78	48	10	12	10	0	0	0	7
1431	205	93	66	9	9	10	1	1	1	3
1432	75	79	47	8	17	10	0	0	1	2
1433	105	65	40	8	17	10	1	0	1	2
1434	240	106	60	17	4.5	10	1	1	1	8
1435	180	73	46	10	7.5	3	1	1	1	3
1436	96	60	45	6	12	5	0	0	1	7
1437	155	81	44	10	13.5	10	0	0	1	6
1438	140	81	50	13	15.5	2	1	0	1	1
1439	125	64	43	7	4.5	10	1	0	1	8
1440	114	59	39	6	3.5	5	1	0	1	7
1441	96	60	40	8	12.5	10	1	0	1	2
1442	110	65	40	8	12.5	5	1	0	0	2
1443	137	76	50	15	11	7	1	1	1	8
1444	87	60	43	6	13.5	10	0	0	1	1
1445	139	72	45	9	10.5	7	1	0	1	7
1446	107	76	44	9	13	15	1	0	1	5
1447	147	77	44	10	13	2	1	0	1	5
1448	153	86	55	10	6.5	5	0	1	1	2
1449	132	74	53	7	4.5	7	1	1	1	8
1450	108	75	54	9	17	5	1	0	0	2
1451	142	84	53	10	15.5	15	1	0	1	1
1452	105	58	41	6	7.5	10	1	1	1	3
1453	127	119	68	15	15.5	10	1	0	1	1
1454	112	68	41	10	12	10	1	0	1	7
1455	113	77	46	10	13	15	1	0	1	5
1456	145	75	45	10	7	15	1	0	1	4
1457	92	60	40	6	12	10	0	0	1	7
1458	75	55	36	6	11.5	10	1	1	1	6
1459	94	64	38	9	12	11	0	0	1	7
1460	145	81	46	10	15.5	5	1	0	1	1
1461	168	105	56	12	9	5	1	0	1	3
1462	85	61	43	6	12	15	1	0	1	7
1463	80	54	37	6	12	7	1	1	0	7
1464	175	95	48	12	10	2	1	0	0	6
1465	160	119	68	10	11	7	1	1	0	8
1466	79	51	34	6	12	7	0	0	1	7
1467	75	53	35	7	11.5	5	1	1	0	6
1468	118	74	44	10	12.7	4	1	0	1	5
1469	149	92	50	14	10	7	1	1	1	6
1470	105	68	43	9	13.5	10	1	0	1	6
1471	82	60	44	6	14.5	7	0	0	1	3
1472	108	58	40	6	10.5	7	1	1	1	3
1473	83	51	34	6	15.5	3	1	0	1	1
1474	95	63	42	8	3.5	5	1	1	1	7
1475	123	75	45	10	12.7	10	1	0	1	5
1476	96	68	45	10	12.5	15	0	0	1	3
1477	135	80	48	8	13	7	1	0	0	5
1478	112	68	44	9	7.5	7	1	0	1	8
1479	110	74	45	10	12	15	0	0	1	7
1480	114	68	44	8	10.5	10	1	0	1	7
1481	125	85	46	10	12	5	0	0	1	7
1482	111	75	42	11	14.5	3	0	1	1	3
1483	98	61	38	8	12	15	1	0	1	1
1484	90	57	42	6	11	5	1	1	1	5
1485	135	81	44	10	14.5	7	0	0	1	3
1486	130	74	50	8	10.5	5	0	1	1	7
1487	99	60	39	8	12	5	0	0	1	1
1488	174	130	71	16	14.5	4	0	0	1	3
1489	115	78	46	10	12.7	3	1	0	1	5
1490	170	85	50	9	13.5	9	0	1	1	1
1491	98	70	39	9	11.5	2	1	0	0	6
1492	90	72	53	10	11.5	5	0	1	1	6
1493	130	84	54	8	6.5	15	1	1	1	2
1494	155	64	36	8	8	7	1	1	0	1
1495	130	78	51	8	10.5	10	0	1	1	3
1496	75	55	36	6	13.5	15	0	1	0	1
1497	127	74	44	8	11	10	1	1	0	8
1498	105	75	50	8	6.5	15	1	1	0	5
1499	77	58	42	6	12.5	5	0	0	0	3
1500	102	58	40	6	10.5	5	1	1	0	3
1501	93	59	38	6	13.5	10	1	1	0	6
1502	140	89	51	10	12	3	1	0	1	7
1503	121	81	46	8	12	2	1	0	1	5
1504	80	60	44	6	13.5	10	0	0	1	6
1505	68	57	37	6	13.5	15	1	0	0	6
1506	147	65	46	8	3	10	1	0	1	1
1507	165	78	52	12	7.5	5	0	0	1	8
1508	110	63	43	9	15.5	3	1	0	0	1
1509	126	119	67	17	15.5	10	1	0	0	1
1510	95	68	45	9	14.5	10	0	0	1	2
1511	130	83	46	10	10.5	1	1	0	1	7
1512	93	64	38	8	14.5	10	1	0	1	2
1513	115	77	46	10	13.5	10	0	0	1	6
1514	116	66	47	8	12	10	0	0	1	7
1515	95	60	43	6	17	10	1	0	1	4
1516	108	57	40	6	9	3	1	1	1	4
1517	151	86	54	10	10.5	5	0	0	1	3
1518	150	80	44	12	11.5	5	0	0	1	6
1519	114	83	46	12	7	10	1	0	1	4
1520	86	61	43	6	13.5	15	1	0	1	6
1521	150	67	39	8	12	5	1	0	1	8
1522	113	75	51	9	7.5	10	1	1	0	8
1523	101	62	43	6	12	15	1	0	1	7
1524	75	59	43	5	13.5	10	0	0	0	6
1525	130	79	46	10	13	10	0	1	1	5
1526	131	84	60	10	9	10	1	0	1	4
1527	115	74	54	9	11	12	1	1	0	8
1528	135	74	48	10	7.5	3	1	1	0	3
1529	477	119	93	15	9	1	1	0	1	3
1530	103	63	38	9	12.5	10	1	0	1	2
1531	77	58	37	5	7	12	0	0	1	5
1532	140	78	48	11	12.7	8	1	0	1	5
1533	85	59	40	5	12.5	5	0	0	1	3
1534	415	152	80	17	3	5	1	0	1	1
1535	159	75	48	9	8	10	1	1	1	1
1536	126	83	50	9	14.5	15	1	0	0	2
1537	91	65	39	8	13	5	0	0	1	5
1538	118	64	43	9	10.5	7	0	0	1	3
1539	105	63	43	7	10.5	15	1	0	1	3
1540	79	56	37	6	11.5	5	1	0	1	6
1541	110	67	44	9	11.5	10	0	0	1	6
1542	220	107	71	9	9	10	1	1	1	3
1543	155	85	47	11	12.7	5	1	0	1	5
1544	100	58	30	6	17	1	1	0	1	4
1545	95	82	50	10	12	10	0	0	1	5
1546	116	68	43	8	6.5	10	1	1	1	5
1547	120	69	45	9	7.5	5	1	0	0	8
1548	93	57	40	6	3.5	7	1	1	1	7
1549	98	60	47	6	14.5	7	1	1	0	3
1550	125	78	44	13	12	5	1	0	1	1
1551	85	59	44	6	7	1	1	0	1	5
1552	73	50	35	7	17	5	1	0	0	4
1553	120	83	49	9	12	10	0	0	1	7
1554	230	95	64	10	10.5	15	1	1	1	3
1555	170	98	73	12	6	1	1	1	0	6
1556	162	86	58	9	12	8	1	1	1	8
1557	105	75	45	10	17	7	0	0	1	2
1558	84	57	42	6	7.5	5	0	1	1	8
1559	128	84	53	10	12	5	1	0	1	1
1560	135	80	45	10	10.5	5	0	0	1	7
1561	175	81	47	10	14.5	10	0	1	1	3
1562	102	60	40	8	8	5	0	1	1	1
1563	87	55	36	6	3.5	10	1	1	1	7
1564	118	71	41	8	12	15	0	0	1	7
1565	118	63	38	8	14.5	5	1	0	1	3
1566	103	74	45	8	12	5	1	1	0	8
1567	120	67	46	10	9	10	1	0	1	4
1568	92	60	44	6	15.5	3	1	0	1	1
1569	200	101	68	10	11	10	1	1	1	8
1570	96	63	38	8	12.5	15	1	0	1	2
1571	140	66	43	7	8	10	0	0	1	1
1572	145	73	50	9	9	7	1	1	0	3
1573	115	56	39	5	4.5	15	1	1	1	8
1574	207	134	77	21	15.5	5	1	0	1	1
1575	115	65	39	8	13	10	0	0	1	5
1576	118	79	45	13	15.5	10	1	0	1	1
1577	85	55	38	6	10.5	5	0	1	0	3
1578	160	80	55	8	8	15	1	1	1	1
1579	129	80	46	10	12	10	0	0	1	7
1580	107	72	43	10	13	5	0	0	0	5
1581	95	67	45	10	12	10	0	0	1	8
1582	108	79	47	8	14.5	3	0	0	0	2
1583	84	62	44	7	14.5	10	0	0	1	3
1584	73	77	45	10	5	7	1	0	1	4
1585	160	68	40	9	9	10	1	1	1	4
1586	190	112	55	16	7	10	1	0	1	5
1587	145	85	52	11	14.5	5	0	0	1	3
1588	97	76	44	10	12	10	1	0	0	5
1589	144	95	62	11	10	10	1	0	1	6
1590	110	77	46	8	12	12	0	0	0	7
1591	142	78	46	9	10.5	10	1	1	1	7
1592	123	58	40	7	13.5	5	0	1	1	1
1593	95	60	43	6	9	5	0	0	1	4
1594	106	72	52	9	11.5	7	0	1	1	6
1595	95	62	38	8	12.5	3	1	0	0	2
1596	245	85	54	12	9	7	1	1	1	4
1597	86	59	42	5	11.5	10	1	0	1	6
1598	92	60	44	6	12	5	0	0	1	7
1599	160	57	42	8	3.5	5	1	1	1	7
1600	156	90	51	13	10	5	1	0	1	6
1601	340	121	72	13	12.5	3	1	1	1	3
1602	117	82	44	10	13	2	1	0	1	5
1603	111	64	40	7	17	10	1	0	0	2
1604	115	62	38	8	11.5	5	1	0	1	6
1605	118	72	43	10	12.7	2	1	0	0	5
1606	126	74	43	10	12.5	3	1	0	1	2
1607	155	72	53	8	3	10	1	1	1	1
1608	200	85	54	14	14.5	15	1	0	1	3
1609	112	66	44	7	8	20	1	0	1	1
1610	115	86	67	13	13.5	15	0	0	1	6
1611	150	54	39	6	7	3	1	1	1	4
1612	155	75	44	10	9	5	0	1	1	4
1613	410	102	75	10	6.5	5	1	1	1	5
1614	220	98	60	9	4.5	10	1	1	1	8
1615	95	60	37	8	12.5	15	1	0	1	2
1616	118	75	46	10	17	5	1	0	1	2
1617	100	66	44	6	12.5	10	1	0	1	2
1618	110	79	47	8	14.5	3	0	0	0	2
1619	80	58	43	6	11.5	10	1	0	1	6
1620	130	74	45	10	12	1	1	0	1	1
1621	163	72	43	9	7	10	0	1	1	4
1622	95	63	40	8	12.5	10	1	0	1	2
1623	83	60	42	6	12	7	0	0	1	8
1624	185	86	47	8	3	3	1	1	1	1
1625	93	57	43	6	10.5	15	0	0	1	3
1626	90	78	45	10	13.5	10	0	0	1	6
1627	125	80	45	11	12	2	1	0	1	5
1628	106	63	44	7	12.5	10	1	0	1	2
1629	103	75	45	10	12	5	0	1	1	5
1630	93	64	44	6	17	5	1	0	1	2
1631	250	78	47	10	10.5	7	1	0	1	3
1632	117	78	44	10	12	5	1	0	1	5
1633	145	74	45	10	15.5	15	1	0	1	1
1634	164	72	48	7	3.5	5	1	1	1	7
1635	130	74	48	12	12	15	1	1	1	8
1636	78	55	37	6	11.5	2	1	1	1	6
1637	140	66	42	8	7	2	1	1	0	4
1638	110	77	40	12	12.7	15	1	0	1	5
1639	140	84	48	9	12	10	0	1	1	7
1640	92	70	50	6	12	5	0	0	1	7
1641	98	60	43	7	13.5	10	1	0	1	6
1642	107	73	47	9	17	15	0	1	0	2
1643	122	81	46	13	12	15	1	0	1	5
1644	220	100	49	13	14.5	10	1	1	1	3
1645	100	60	39	6	17	5	1	0	1	4
1646	93	62	38	7	17	3	1	0	1	4
1647	95	61	43	6	12	15	1	0	0	7
1648	315	118	54	12	3.5	2	1	1	1	7
1649	83	57	44	6	17	10	0	0	1	4
1650	114	75	44	10	12.7	7	1	0	1	5
1651	200	72	46	9	9	10	1	1	1	3
1652	270	97	56	18	8	10	1	1	1	1
1653	100	76	45	10	12.7	15	1	0	1	5
1654	160	87	56	9	3	10	1	0	1	1
1655	131	74	43	10	13.5	15	1	0	1	1
1656	116	77	45	18	6	7	0	0	1	6
1657	530	150	80	15	7.5	7	1	1	1	3
1658	100	75	45	9	14.5	10	0	0	1	3
1659	82	62	32	7	6	5	1	1	0	6
1660	105	66	44	7	13.5	7	1	0	1	6
1661	260	135	75	20	12.5	3	1	1	0	3
1662	108	66	44	7	17	5	1	0	1	4
1663	133	83	45	10	13	10	1	0	0	5
1664	93	61	38	8	13	7	0	0	1	5
1665	114	77	45	10	12	10	0	0	1	7
1666	98	79	48	10	12	10	1	1	1	5
1667	85	58	43	5	7	5	0	0	1	4
1668	125	83	53	10	5	12	1	0	0	4
1669	120	59	45	6	3	3	1	0	1	1
1670	82	62	44	6	12.5	10	0	0	0	2
1671	128	65	44	7	9	5	0	0	1	4
1672	130	72	44	9	6	5	1	1	1	6
1673	114	76	45	10	12	15	0	0	1	7
1674	70	50	32	5	11.5	7	0	1	0	6
1675	115	59	39	6	10	10	1	0	0	6
1676	99	75	45	10	14.5	15	0	0	1	3
1677	110	65	39	9	12.5	2	1	0	0	2
1678	120	67	45	7	13.5	10	1	0	1	1
1679	110	60	44	6	7	5	0	0	1	4
1680	83	49	34	6	15.5	5	1	0	1	1
1681	106	67	45	9	12	7	0	0	1	7
1682	120	80	48	13	12	10	1	0	1	5
1683	120	77	45	10	7	10	1	0	1	4
1684	95	62	45	7	12.5	10	1	1	1	2
1685	145	76	44	24	12.7	2	1	0	0	5
1686	91	61	44	7	13.5	5	1	0	1	6
1687	82	62	44	6	13.5	10	0	0	1	6
1688	137	69	44	10	9	10	1	0	1	4
1689	88	60	44	6	13.5	10	0	0	1	1
1690	82	56	42	6	10	10	1	0	0	6
1691	145	94	50	12	17	10	1	1	1	4
1692	100	60	43	7	12.5	5	1	0	1	2
1693	138	86	54	10	6	5	0	1	1	6
1694	111	57	40	6	9	3	1	1	1	4
1695	89	64	45	7	12	5	1	0	1	5
1696	144	80	48	13	15.5	10	1	0	1	1
1697	79	65	45	7	6	7	1	0	1	6
1698	105	66	44	7	13.5	7	0	0	1	1
1699	95	57	42	6	6.5	7	1	1	1	5
1700	220	77	49	10	7.5	5	1	1	1	8
1701	107	69	45	10	12	10	1	0	1	7
1702	180	90	58	8	10.5	2	1	0	1	3
1703	92	59	41	6	7.5	12	1	0	1	3
1704	110	65	44	8	10.5	10	1	1	1	7
1705	150	78	54	7	3.5	15	0	1	1	7
1706	115	68	43	9	6.5	5	1	0	1	2
1707	83	59	44	6	13.5	10	0	0	1	6
1708	164	101	51	15	12.7	5	1	0	1	5
1709	125	78	38	11	12.7	10	1	0	1	5
1710	93	64	45	7	14.5	3	1	0	1	2
1711	140	70	51	8	12.5	10	1	1	1	8
1712	94	64	45	7	14.5	10	0	0	1	3
1713	120	63	40	8	6	7	1	1	1	6
1714	135	73	53	8	11	15	1	1	1	8
1715	105	73	45	8	11	10	1	0	0	5
1716	155	73	49	9	10.5	15	1	1	1	3
1717	127	77	40	11	13	10	0	0	1	5
1718	129	72	44	10	6	5	1	0	0	6
1719	145	62	41	9	9	5	1	0	1	3
1720	125	74	45	10	14.5	15	0	0	1	3
1721	95	54	36	5	3.5	15	1	1	1	7
1722	112	76	46	10	12	10	0	0	1	7
1723	90	60	38	8	12	10	0	0	0	8
1724	140	67	46	9	8	15	1	0	1	1
1725	112	66	41	8	17	5	1	0	0	2
1726	123	70	47	8	12	7	0	0	1	7
1727	85	55	41	5	11	5	0	1	1	8
1728	82	56	39	6	10	5	1	0	1	6
1729	132	94	60	11	6.5	3	1	0	0	5
1730	74	56	37	6	15.5	7	0	1	0	1
1731	84	57	42	5	12.7	10	1	1	1	5
1732	115	65	47	8	13.5	3	1	1	1	1
1733	132	80	54	10	12	10	1	0	1	1
1734	115	64	38	8	17	5	1	0	1	2
1735	240	106	71	9	9	10	1	1	1	3
1736	125	77	46	10	13.5	5	0	1	1	6
1737	90	61	43	6	14.5	10	1	0	1	2
1738	95	63	38	8	12.5	5	1	0	1	2
1739	128	68	44	11	4.5	12	1	0	0	8
1740	137	83	48	12	15.5	10	1	0	1	1
1741	90	64	39	9	6	5	0	1	1	6
1742	105	58	43	6	3.5	12	1	1	1	7
1743	84	58	42	5	7.5	15	1	1	1	8
1744	98	66	44	7	11.5	10	1	0	1	6
1745	115	79	45	13	13	7	0	0	1	5
1746	352	108	81	16	4.5	10	1	1	1	8
1747	131	79	45	12	14.5	5	0	0	1	3
1748	165	90	65	8	6	2	1	1	1	6
1749	123	77	46	10	13	10	1	0	1	5
1750	115	60	44	6	6.5	5	1	0	1	2
1751	85	56	36	5	10.5	15	0	0	1	3
1752	72	54	35	6	13.5	10	1	0	1	6
1753	195	86	60	10	9	5	0	1	1	3
1754	123	81	48	9	12	20	0	0	0	7
1755	110	77	46	10	12.7	7	0	0	1	5
1756	137	80	50	12	10.5	15	1	1	1	3
1757	85	58	39	6	12.5	10	1	0	0	2
1758	160	90	60	12	12.7	1	1	1	1	5
1759	170	75	55	8	9	7	1	1	1	4
1760	125	63	43	6	17	5	1	1	1	4
1761	178	74	46	9	3	3	1	1	0	1
1762	200	113	64	11	13.5	10	0	0	1	6
1763	80	56	38	5	11.5	10	1	0	1	6
1764	170	79	52	9	9	7	1	0	1	4
1765	80	60	44	6	13.5	7	0	0	1	6
1766	112	67	38	7	10.5	10	0	1	1	3
1767	81	53	34	6	12.5	10	1	0	0	2
1768	82	60	42	7	13.5	5	0	0	1	6
1769	85	57	43	6	12	12	1	1	0	7
1770	120	76	49	9	3	10	1	1	0	1
1771	95	58	39	6	9	5	1	0	0	4
1772	160	73	41	8	7	5	0	0	0	4
1773	75	54	36	6	10	7	1	0	1	6
1774	110	74	44	10	13	7	1	0	1	5
1775	122	64	46	8	12.5	7	0	0	1	3
1776	179	73	47	6	3	10	1	1	1	1
1777	82	57	42	5	12.7	10	1	1	1	5
1778	113	80	46	10	13	10	0	0	1	5
1779	124	79	44	13	12	10	1	0	1	1
1780	115	79	48	9	13	7	1	0	1	5
1781	145	88	52	12	6.5	7	1	1	1	5
1782	150	76	45	10	9	5	0	0	1	4
1783	140	79	53	8	7	2	1	0	0	4
1784	160	84	50	9	12.7	1	1	0	1	5
