Date	AveragePrice	Region	Year	Type
2016-11	1.59	Syracuse	2016	conventional
2016-10	1.43	Syracuse	2016	conventional
2016-09	1.53	Syracuse	2016	conventional
2016-08	1.53	Syracuse	2016	conventional
2016-07	1.37	Syracuse	2016	conventional
2016-06	1.31	Syracuse	2016	conventional
2016-05	1.31	Syracuse	2016	conventional
2016-04	1.03	Syracuse	2016	conventional
2016-03	1.36	Syracuse	2016	conventional
2016-02	1.28	Syracuse	2016	conventional
2016-01	1.34	Syracuse	2016	conventional
2016-12	0.96	Tampa	2016	conventional
2016-11	1.46	Tampa	2016	conventional
2016-10	1.45	Tampa	2016	conventional
2016-09	0.95	Tampa	2016	conventional
2016-08	1.21	Tampa	2016	conventional
2016-07	0.93	Tampa	2016	conventional
2016-06	0.97	Tampa	2016	conventional
2016-05	0.75	Tampa	2016	conventional
2016-04	1.04	Tampa	2016	conventional
2016-03	1.08	Tampa	2016	conventional
2016-02	0.56	Tampa	2016	conventional
2016-01	1.07	Tampa	2016	conventional
2016-12	1.0	TotalUS	2016	conventional
2016-11	1.44	TotalUS	2016	conventional
2016-10	1.23	TotalUS	2016	conventional
2016-09	1.04	TotalUS	2016	conventional
2016-08	1.15	TotalUS	2016	conventional
2016-07	1.06	TotalUS	2016	conventional
2016-06	0.97	TotalUS	2016	conventional
2016-05	0.84	TotalUS	2016	conventional
2016-04	0.94	TotalUS	2016	conventional
2016-03	0.95	TotalUS	2016	conventional
2016-02	0.76	TotalUS	2016	conventional
2016-01	0.86	TotalUS	2016	conventional
2016-12	0.93	West	2016	conventional
2016-11	1.26	West	2016	conventional
2016-10	1.03	West	2016	conventional
2016-09	0.92	West	2016	conventional
2016-08	0.95	West	2016	conventional
2016-07	0.97	West	2016	conventional
2016-06	0.82	West	2016	conventional
2016-05	0.79	West	2016	conventional
2016-04	0.79	West	2016	conventional
2016-03	0.8	West	2016	conventional
2016-02	0.69	West	2016	conventional
2016-01	0.73	West	2016	conventional
2016-12	0.85	WestTexNewMexico	2016	conventional
2016-11	0.99	WestTexNewMexico	2016	conventional
2016-10	1.14	WestTexNewMexico	2016	conventional
2016-09	0.88	WestTexNewMexico	2016	conventional
2016-08	0.95	WestTexNewMexico	2016	conventional
2016-07	0.86	WestTexNewMexico	2016	conventional
2016-06	0.75	WestTexNewMexico	2016	conventional
2016-05	0.73	WestTexNewMexico	2016	conventional
2016-04	0.73	WestTexNewMexico	2016	conventional
2016-03	0.77	WestTexNewMexico	2016	conventional
2016-02	0.68	WestTexNewMexico	2016	conventional
2016-01	0.76	WestTexNewMexico	2016	conventional
2017-12	1.39	Albany	2017	conventional
2017-11	1.62	Albany	2017	conventional
2017-10	1.69	Albany	2017	conventional
2017-09	1.76	Albany	2017	conventional
2017-08	1.53	Albany	2017	conventional
2017-07	1.56	Albany	2017	conventional
2017-06	1.7	Albany	2017	conventional
2017-05	1.47	Albany	2017	conventional
2017-04	1.62	Albany	2017	conventional
2017-03	1.18	Albany	2017	conventional
2017-02	1.49	Albany	2017	conventional
2017-01	1.47	Albany	2017	conventional
2017-12	1.07	Atlanta	2017	conventional
2017-11	1.08	Atlanta	2017	conventional
2017-10	1.55	Atlanta	2017	conventional
2017-09	1.53	Atlanta	2017	conventional
2017-08	1.36	Atlanta	2017	conventional
2017-07	1.16	Atlanta	2017	conventional
2017-06	1.08	Atlanta	2017	conventional
2017-05	1.1	Atlanta	2017	conventional
2017-04	1.26	Atlanta	2017	conventional
2017-03	1.08	Atlanta	2017	conventional
2017-02	0.83	Atlanta	2017	conventional
2017-01	0.93	Atlanta	2017	conventional
2017-12	1.43	BaltimoreWashington	2017	conventional
2017-11	1.41	BaltimoreWashington	2017	conventional
2017-10	1.59	BaltimoreWashington	2017	conventional
2017-09	1.62	BaltimoreWashington	2017	conventional
2017-08	1.47	BaltimoreWashington	2017	conventional
2017-07	1.6	BaltimoreWashington	2017	conventional
2017-06	1.8	BaltimoreWashington	2017	conventional
2017-05	1.37	BaltimoreWashington	2017	conventional
2017-04	1.5	BaltimoreWashington	2017	conventional
2017-03	1.33	BaltimoreWashington	2017	conventional
2017-02	1.09	BaltimoreWashington	2017	conventional
2017-01	1.47	BaltimoreWashington	2017	conventional
2017-12	1.14	Boise	2017	conventional
2017-11	1.21	Boise	2017	conventional
2017-10	1.8	Boise	2017	conventional
2017-09	1.68	Boise	2017	conventional
2017-08	1.54	Boise	2017	conventional
2017-07	1.17	Boise	2017	conventional
2017-06	1.19	Boise	2017	conventional
2017-05	1.09	Boise	2017	conventional
2017-04	1.2	Boise	2017	conventional
2017-03	1.11	Boise	2017	conventional
2017-02	0.9	Boise	2017	conventional
2017-01	0.92	Boise	2017	conventional
2017-12	1.4	Boston	2017	conventional
2017-11	1.49	Boston	2017	conventional
2017-10	1.62	Boston	2017	conventional
2017-09	1.81	Boston	2017	conventional
2017-08	1.55	Boston	2017	conventional
2017-07	1.67	Boston	2017	conventional
2017-06	1.73	Boston	2017	conventional
2017-05	1.49	Boston	2017	conventional
2017-04	1.56	Boston	2017	conventional
2017-03	1.3	Boston	2017	conventional
2017-02	1.19	Boston	2017	conventional
2017-01	1.29	Boston	2017	conventional
2017-12	1.13	BuffaloRochester	2017	conventional
2017-11	1.37	BuffaloRochester	2017	conventional
2017-10	1.53	BuffaloRochester	2017	conventional
2017-09	1.56	BuffaloRochester	2017	conventional
2017-08	1.32	BuffaloRochester	2017	conventional
2017-07	1.34	BuffaloRochester	2017	conventional
2017-06	1.6	BuffaloRochester	2017	conventional
2017-05	1.71	BuffaloRochester	2017	conventional
2017-04	1.54	BuffaloRochester	2017	conventional
2017-03	1.68	BuffaloRochester	2017	conventional
2017-02	1.4	BuffaloRochester	2017	conventional
2017-01	1.43	BuffaloRochester	2017	conventional
2017-12	1.09	California	2017	conventional
2017-11	1.15	California	2017	conventional
2017-10	1.77	California	2017	conventional
2017-09	1.65	California	2017	conventional
2017-08	1.36	California	2017	conventional
2017-07	1.28	California	2017	conventional
2017-06	1.2	California	2017	conventional
2017-05	1.08	California	2017	conventional
2017-04	1.22	California	2017	conventional
2017-03	1.15	California	2017	conventional
2017-02	0.67	California	2017	conventional
2017-01	0.89	California	2017	conventional
2017-12	1.26	Charlotte	2017	conventional
2017-11	1.47	Charlotte	2017	conventional
2017-10	1.76	Charlotte	2017	conventional
2017-09	1.65	Charlotte	2017	conventional
2017-08	1.43	Charlotte	2017	conventional
2017-07	1.36	Charlotte	2017	conventional
2017-06	1.49	Charlotte	2017	conventional
2017-05	1.36	Charlotte	2017	conventional
2017-04	1.48	Charlotte	2017	conventional
2017-03	1.41	Charlotte	2017	conventional
2017-02	0.95	Charlotte	2017	conventional
2017-01	1.21	Charlotte	2017	conventional
2017-12	1.56	Chicago	2017	conventional
2017-11	1.77	Chicago	2017	conventional
2017-10	2.14	Chicago	2017	conventional
2017-09	2.0	Chicago	2017	conventional
2017-08	1.72	Chicago	2017	conventional
2017-07	1.45	Chicago	2017	conventional
2017-06	1.64	Chicago	2017	conventional
2017-05	1.51	Chicago	2017	conventional
2017-04	1.65	Chicago	2017	conventional
2017-03	1.62	Chicago	2017	conventional
2017-02	0.7	Chicago	2017	conventional
2017-01	1.15	Chicago	2017	conventional
2017-12	1.05	CincinnatiDayton	2017	conventional
2017-11	1.01	CincinnatiDayton	2017	conventional
2017-10	1.86	CincinnatiDayton	2017	conventional
2017-09	1.72	CincinnatiDayton	2017	conventional
2017-08	1.46	CincinnatiDayton	2017	conventional
2017-07	0.79	CincinnatiDayton	2017	conventional
2017-06	1.0	CincinnatiDayton	2017	conventional
2017-05	0.6	CincinnatiDayton	2017	conventional
2017-04	1.01	CincinnatiDayton	2017	conventional
2017-03	0.78	CincinnatiDayton	2017	conventional
2017-02	0.65	CincinnatiDayton	2017	conventional
2017-01	0.64	CincinnatiDayton	2017	conventional
2017-12	0.99	Columbus	2017	conventional
2017-11	0.96	Columbus	2017	conventional
2017-10	1.72	Columbus	2017	conventional
2017-09	1.62	Columbus	2017	conventional
2017-08	1.21	Columbus	2017	conventional
2017-07	0.85	Columbus	2017	conventional
2017-06	1.1	Columbus	2017	conventional
2017-05	0.93	Columbus	2017	conventional
2017-04	1.23	Columbus	2017	conventional
2017-03	1.14	Columbus	2017	conventional
2017-02	0.69	Columbus	2017	conventional
2017-01	0.83	Columbus	2017	conventional
2017-12	0.85	DallasFtWorth	2017	conventional
2017-11	0.96	DallasFtWorth	2017	conventional
2017-10	1.3	DallasFtWorth	2017	conventional
2017-09	1.23	DallasFtWorth	2017	conventional
2017-08	0.98	DallasFtWorth	2017	conventional
2017-07	0.9	DallasFtWorth	2017	conventional
2017-06	0.93	DallasFtWorth	2017	conventional
2017-05	0.89	DallasFtWorth	2017	conventional
2017-04	0.83	DallasFtWorth	2017	conventional
2017-03	0.93	DallasFtWorth	2017	conventional
2017-02	0.65	DallasFtWorth	2017	conventional
2017-01	0.68	DallasFtWorth	2017	conventional
2017-12	1.1	Denver	2017	conventional
2017-11	1.07	Denver	2017	conventional
2017-10	1.47	Denver	2017	conventional
2017-09	1.5	Denver	2017	conventional
2017-08	1.43	Denver	2017	conventional
2017-07	1.19	Denver	2017	conventional
2017-06	1.16	Denver	2017	conventional
2017-05	1.13	Denver	2017	conventional
2017-04	1.33	Denver	2017	conventional
2017-03	1.32	Denver	2017	conventional
2017-02	0.77	Denver	2017	conventional
2017-01	0.8	Denver	2017	conventional
2017-12	0.97	Detroit	2017	conventional
2017-11	1.0	Detroit	2017	conventional
2017-10	1.88	Detroit	2017	conventional
2017-09	1.68	Detroit	2017	conventional
2017-08	1.25	Detroit	2017	conventional
2017-07	1.22	Detroit	2017	conventional
2017-06	1.26	Detroit	2017	conventional
2017-05	0.99	Detroit	2017	conventional
2017-04	1.48	Detroit	2017	conventional
2017-03	0.97	Detroit	2017	conventional
2017-02	0.65	Detroit	2017	conventional
2017-01	0.75	Detroit	2017	conventional
2017-12	0.99	GrandRapids	2017	conventional
2017-11	1.7	GrandRapids	2017	conventional
2017-10	2.09	GrandRapids	2017	conventional
2017-09	1.65	GrandRapids	2017	conventional
2017-08	1.45	GrandRapids	2017	conventional
2017-07	1.51	GrandRapids	2017	conventional
2017-06	1.88	GrandRapids	2017	conventional
2017-05	1.46	GrandRapids	2017	conventional
2017-04	1.73	GrandRapids	2017	conventional
2017-03	1.5	GrandRapids	2017	conventional
2017-02	0.81	GrandRapids	2017	conventional
2017-01	0.77	GrandRapids	2017	conventional
2017-12	1.15	GreatLakes	2017	conventional
2017-11	1.26	GreatLakes	2017	conventional
2017-10	1.89	GreatLakes	2017	conventional
2017-09	1.73	GreatLakes	2017	conventional
2017-08	1.42	GreatLakes	2017	conventional
2017-07	1.18	GreatLakes	2017	conventional
2017-06	1.33	GreatLakes	2017	conventional
2017-05	1.1	GreatLakes	2017	conventional
2017-04	1.41	GreatLakes	2017	conventional
2017-03	1.24	GreatLakes	2017	conventional
2017-02	0.73	GreatLakes	2017	conventional
2017-01	0.88	GreatLakes	2017	conventional
2017-12	1.27	HarrisburgScranton	2017	conventional
2017-11	1.45	HarrisburgScranton	2017	conventional
2017-10	1.45	HarrisburgScranton	2017	conventional
2017-09	1.53	HarrisburgScranton	2017	conventional
2017-08	1.37	HarrisburgScranton	2017	conventional
2017-07	1.48	HarrisburgScranton	2017	conventional
2017-06	1.55	HarrisburgScranton	2017	conventional
2017-05	1.51	HarrisburgScranton	2017	conventional
2017-04	1.46	HarrisburgScranton	2017	conventional
2017-03	1.19	HarrisburgScranton	2017	conventional
2017-02	1.14	HarrisburgScranton	2017	conventional
2017-01	1.35	HarrisburgScranton	2017	conventional
2017-12	1.55	HartfordSpringfield	2017	conventional
2017-11	1.53	HartfordSpringfield	2017	conventional
2017-10	1.6	HartfordSpringfield	2017	conventional
2017-09	1.74	HartfordSpringfield	2017	conventional
2017-08	1.6	HartfordSpringfield	2017	conventional
2017-07	1.76	HartfordSpringfield	2017	conventional
2017-06	1.81	HartfordSpringfield	2017	conventional
2017-05	1.61	HartfordSpringfield	2017	conventional
2017-04	1.71	HartfordSpringfield	2017	conventional
2017-03	1.25	HartfordSpringfield	2017	conventional
2017-02	1.2	HartfordSpringfield	2017	conventional
2017-01	1.64	HartfordSpringfield	2017	conventional
2017-12	0.77	Houston	2017	conventional
2017-11	0.95	Houston	2017	conventional
2017-10	1.29	Houston	2017	conventional
2017-09	1.19	Houston	2017	conventional
2017-08	0.99	Houston	2017	conventional
2017-07	0.83	Houston	2017	conventional
2017-06	0.83	Houston	2017	conventional
2017-05	0.74	Houston	2017	conventional
2017-04	0.7	Houston	2017	conventional
2017-03	0.74	Houston	2017	conventional
2017-02	0.55	Houston	2017	conventional
2017-01	0.51	Houston	2017	conventional
2017-12	1.25	Indianapolis	2017	conventional
2017-11	1.26	Indianapolis	2017	conventional
2017-10	1.84	Indianapolis	2017	conventional
2017-09	1.7	Indianapolis	2017	conventional
2017-08	1.35	Indianapolis	2017	conventional
2017-07	1.09	Indianapolis	2017	conventional
2017-06	1.07	Indianapolis	2017	conventional
2017-05	0.93	Indianapolis	2017	conventional
2017-04	1.26	Indianapolis	2017	conventional
2017-03	1.35	Indianapolis	2017	conventional
2017-02	0.84	Indianapolis	2017	conventional
2017-01	0.91	Indianapolis	2017	conventional
2017-12	1.26	Jacksonville	2017	conventional
2017-11	1.48	Jacksonville	2017	conventional
2017-10	2.0	Jacksonville	2017	conventional
2017-09	1.88	Jacksonville	2017	conventional
2017-08	1.44	Jacksonville	2017	conventional
2017-07	1.41	Jacksonville	2017	conventional
2017-06	1.46	Jacksonville	2017	conventional
2017-05	1.13	Jacksonville	2017	conventional
2017-04	1.64	Jacksonville	2017	conventional
2017-03	1.56	Jacksonville	2017	conventional
2017-02	0.74	Jacksonville	2017	conventional
2017-01	0.81	Jacksonville	2017	conventional
2017-12	1.01	LasVegas	2017	conventional
2017-11	1.12	LasVegas	2017	conventional
2017-10	1.61	LasVegas	2017	conventional
2017-09	1.53	LasVegas	2017	conventional
2017-08	1.3	LasVegas	2017	conventional
2017-07	1.06	LasVegas	2017	conventional
2017-06	1.05	LasVegas	2017	conventional
2017-05	0.94	LasVegas	2017	conventional
2017-04	1.04	LasVegas	2017	conventional
2017-03	0.96	LasVegas	2017	conventional
2017-02	0.54	LasVegas	2017	conventional
2017-01	0.77	LasVegas	2017	conventional
2017-12	1.01	LosAngeles	2017	conventional
2017-11	1.04	LosAngeles	2017	conventional
2017-10	1.77	LosAngeles	2017	conventional
2017-09	1.61	LosAngeles	2017	conventional
2017-08	1.22	LosAngeles	2017	conventional
2017-07	1.07	LosAngeles	2017	conventional
2017-06	0.96	LosAngeles	2017	conventional
2017-05	0.87	LosAngeles	2017	conventional
2017-04	0.98	LosAngeles	2017	conventional
2017-03	0.99	LosAngeles	2017	conventional
2017-02	0.53	LosAngeles	2017	conventional
2017-01	0.84	LosAngeles	2017	conventional
2017-12	1.11	Louisville	2017	conventional
2017-11	1.18	Louisville	2017	conventional
2017-10	1.89	Louisville	2017	conventional
2017-09	1.64	Louisville	2017	conventional
2017-08	1.3	Louisville	2017	conventional
2017-07	1.02	Louisville	2017	conventional
2017-06	1.06	Louisville	2017	conventional
2017-05	1.06	Louisville	2017	conventional
2017-04	1.15	Louisville	2017	conventional
2017-03	0.99	Louisville	2017	conventional
2017-02	0.91	Louisville	2017	conventional
2017-01	0.77	Louisville	2017	conventional
2017-12	1.35	MiamiFtLauderdale	2017	conventional
2017-11	1.53	MiamiFtLauderdale	2017	conventional
2017-10	2.04	MiamiFtLauderdale	2017	conventional
2017-09	1.98	MiamiFtLauderdale	2017	conventional
2017-08	1.48	MiamiFtLauderdale	2017	conventional
2017-07	1.44	MiamiFtLauderdale	2017	conventional
2017-06	1.49	MiamiFtLauderdale	2017	conventional
2017-05	1.17	MiamiFtLauderdale	2017	conventional
2017-04	1.71	MiamiFtLauderdale	2017	conventional
2017-03	1.67	MiamiFtLauderdale	2017	conventional
2017-02	0.87	MiamiFtLauderdale	2017	conventional
2017-01	0.98	MiamiFtLauderdale	2017	conventional
2017-12	1.18	Midsouth	2017	conventional
2017-11	1.28	Midsouth	2017	conventional
2017-10	1.64	Midsouth	2017	conventional
2017-09	1.54	Midsouth	2017	conventional
2017-08	1.34	Midsouth	2017	conventional
2017-07	1.26	Midsouth	2017	conventional
2017-06	1.43	Midsouth	2017	conventional
2017-05	1.19	Midsouth	2017	conventional
2017-04	1.3	Midsouth	2017	conventional
2017-03	1.14	Midsouth	2017	conventional
2017-02	0.95	Midsouth	2017	conventional
2017-01	1.12	Midsouth	2017	conventional
2017-12	1.01	Nashville	2017	conventional
2017-11	1.02	Nashville	2017	conventional
2017-10	1.7	Nashville	2017	conventional
2017-09	1.34	Nashville	2017	conventional
2017-08	1.13	Nashville	2017	conventional
2017-07	0.96	Nashville	2017	conventional
2017-06	1.07	Nashville	2017	conventional
2017-05	0.84	Nashville	2017	conventional
2017-04	0.95	Nashville	2017	conventional
2017-03	0.6	Nashville	2017	conventional
2017-02	0.68	Nashville	2017	conventional
2017-01	0.73	Nashville	2017	conventional
2017-12	0.97	NewOrleansMobile	2017	conventional
2017-11	1.32	NewOrleansMobile	2017	conventional
2017-10	1.72	NewOrleansMobile	2017	conventional
2017-09	1.57	NewOrleansMobile	2017	conventional
2017-08	1.33	NewOrleansMobile	2017	conventional
2017-07	1.27	NewOrleansMobile	2017	conventional
2017-06	1.38	NewOrleansMobile	2017	conventional
2017-05	1.02	NewOrleansMobile	2017	conventional
2017-04	1.37	NewOrleansMobile	2017	conventional
2017-03	1.13	NewOrleansMobile	2017	conventional
2017-02	0.61	NewOrleansMobile	2017	conventional
2017-01	0.81	NewOrleansMobile	2017	conventional
2017-12	1.41	NewYork	2017	conventional
2017-11	1.41	NewYork	2017	conventional
2017-10	1.67	NewYork	2017	conventional
2017-09	1.8	NewYork	2017	conventional
2017-08	1.56	NewYork	2017	conventional
2017-07	1.72	NewYork	2017	conventional
2017-06	1.83	NewYork	2017	conventional
2017-05	1.65	NewYork	2017	conventional
2017-04	1.74	NewYork	2017	conventional
2017-03	1.39	NewYork	2017	conventional
2017-02	1.24	NewYork	2017	conventional
2017-01	1.44	NewYork	2017	conventional
2017-12	1.32	Northeast	2017	conventional
2017-11	1.45	Northeast	2017	conventional
2017-10	1.61	Northeast	2017	conventional
2017-09	1.75	Northeast	2017	conventional
2017-08	1.52	Northeast	2017	conventional
2017-07	1.63	Northeast	2017	conventional
2017-06	1.74	Northeast	2017	conventional
2017-05	1.53	Northeast	2017	conventional
2017-04	1.62	Northeast	2017	conventional
2017-03	1.34	Northeast	2017	conventional
2017-02	1.23	Northeast	2017	conventional
2017-01	1.35	Northeast	2017	conventional
2017-12	1.1	NorthernNewEngland	2017	conventional
2017-11	1.51	NorthernNewEngland	2017	conventional
2017-10	1.64	NorthernNewEngland	2017	conventional
2017-09	1.88	NorthernNewEngland	2017	conventional
2017-08	1.59	NorthernNewEngland	2017	conventional
2017-07	1.57	NorthernNewEngland	2017	conventional
2017-06	1.66	NorthernNewEngland	2017	conventional
2017-05	1.23	NorthernNewEngland	2017	conventional
2017-04	1.45	NorthernNewEngland	2017	conventional
2017-03	1.38	NorthernNewEngland	2017	conventional
2017-02	1.13	NorthernNewEngland	2017	conventional
2017-01	1.11	NorthernNewEngland	2017	conventional
2017-12	1.31	Orlando	2017	conventional
2017-11	1.48	Orlando	2017	conventional
2017-10	2.0	Orlando	2017	conventional
2017-09	1.8	Orlando	2017	conventional
2017-08	1.41	Orlando	2017	conventional
2017-07	1.4	Orlando	2017	conventional
2017-06	1.41	Orlando	2017	conventional
2017-05	1.17	Orlando	2017	conventional
2017-04	1.59	Orlando	2017	conventional
2017-03	1.55	Orlando	2017	conventional
2017-02	0.85	Orlando	2017	conventional
2017-01	0.95	Orlando	2017	conventional
2017-12	1.35	Philadelphia	2017	conventional
2017-11	1.4	Philadelphia	2017	conventional
2017-10	1.62	Philadelphia	2017	conventional
2017-09	1.7	Philadelphia	2017	conventional
2017-08	1.48	Philadelphia	2017	conventional
2017-07	1.68	Philadelphia	2017	conventional
2017-06	1.8	Philadelphia	2017	conventional
2017-05	1.66	Philadelphia	2017	conventional
2017-04	1.68	Philadelphia	2017	conventional
2017-03	1.48	Philadelphia	2017	conventional
2017-02	1.28	Philadelphia	2017	conventional
2017-01	1.4	Philadelphia	2017	conventional
2017-12	0.72	PhoenixTucson	2017	conventional
2017-11	0.79	PhoenixTucson	2017	conventional
2017-10	1.31	PhoenixTucson	2017	conventional
2017-09	1.2	PhoenixTucson	2017	conventional
2017-08	0.94	PhoenixTucson	2017	conventional
2017-07	0.77	PhoenixTucson	2017	conventional
2017-06	0.76	PhoenixTucson	2017	conventional
2017-05	0.65	PhoenixTucson	2017	conventional
2017-04	0.67	PhoenixTucson	2017	conventional
2017-03	0.67	PhoenixTucson	2017	conventional
2017-02	0.46	PhoenixTucson	2017	conventional
2017-01	0.63	PhoenixTucson	2017	conventional
2017-12	1.18	Pittsburgh	2017	conventional
2017-11	1.54	Pittsburgh	2017	conventional
2017-10	1.33	Pittsburgh	2017	conventional
2017-09	1.31	Pittsburgh	2017	conventional
2017-08	1.29	Pittsburgh	2017	conventional
2017-07	1.25	Pittsburgh	2017	conventional
2017-06	1.33	Pittsburgh	2017	conventional
2017-05	1.03	Pittsburgh	2017	conventional
2017-04	1.37	Pittsburgh	2017	conventional
2017-03	1.02	Pittsburgh	2017	conventional
2017-02	1.02	Pittsburgh	2017	conventional
2017-01	1.02	Pittsburgh	2017	conventional
2017-12	1.19	Plains	2017	conventional
2017-11	1.48	Plains	2017	conventional
2017-10	1.77	Plains	2017	conventional
2017-09	1.58	Plains	2017	conventional
2017-08	1.43	Plains	2017	conventional
2017-07	1.31	Plains	2017	conventional
2017-06	1.31	Plains	2017	conventional
2017-05	1.13	Plains	2017	conventional
2017-04	1.29	Plains	2017	conventional
2017-03	1.25	Plains	2017	conventional
2017-02	0.76	Plains	2017	conventional
2017-01	0.83	Plains	2017	conventional
2017-12	0.88	Portland	2017	conventional
2017-11	1.03	Portland	2017	conventional
2017-10	1.84	Portland	2017	conventional
2017-09	1.76	Portland	2017	conventional
2017-08	1.58	Portland	2017	conventional
2017-07	0.99	Portland	2017	conventional
2017-06	1.12	Portland	2017	conventional
2017-05	0.91	Portland	2017	conventional
2017-04	1.12	Portland	2017	conventional
2017-03	0.89	Portland	2017	conventional
2017-02	0.68	Portland	2017	conventional
2017-01	0.73	Portland	2017	conventional
2017-12	1.18	RaleighGreensboro	2017	conventional
2017-11	1.39	RaleighGreensboro	2017	conventional
2017-10	1.63	RaleighGreensboro	2017	conventional
2017-09	1.54	RaleighGreensboro	2017	conventional
2017-08	1.29	RaleighGreensboro	2017	conventional
2017-07	1.22	RaleighGreensboro	2017	conventional
2017-06	1.43	RaleighGreensboro	2017	conventional
2017-05	1.33	RaleighGreensboro	2017	conventional
2017-04	1.39	RaleighGreensboro	2017	conventional
2017-03	1.32	RaleighGreensboro	2017	conventional
2017-02	0.97	RaleighGreensboro	2017	conventional
2017-01	1.18	RaleighGreensboro	2017	conventional
2017-12	1.02	RichmondNorfolk	2017	conventional
2017-11	1.15	RichmondNorfolk	2017	conventional
2017-10	1.54	RichmondNorfolk	2017	conventional
2017-09	1.44	RichmondNorfolk	2017	conventional
2017-08	1.26	RichmondNorfolk	2017	conventional
2017-07	1.21	RichmondNorfolk	2017	conventional
2017-06	1.38	RichmondNorfolk	2017	conventional
2017-05	1.12	RichmondNorfolk	2017	conventional
2017-04	1.19	RichmondNorfolk	2017	conventional
2017-03	1.31	RichmondNorfolk	2017	conventional
2017-02	1.0	RichmondNorfolk	2017	conventional
2017-01	1.11	RichmondNorfolk	2017	conventional
2017-12	0.99	Roanoke	2017	conventional
2017-11	1.08	Roanoke	2017	conventional
2017-10	1.59	Roanoke	2017	conventional
2017-09	1.45	Roanoke	2017	conventional
2017-08	1.29	Roanoke	2017	conventional
2017-07	1.13	Roanoke	2017	conventional
2017-06	1.23	Roanoke	2017	conventional
2017-05	1.02	Roanoke	2017	conventional
2017-04	1.15	Roanoke	2017	conventional
2017-03	1.15	Roanoke	2017	conventional
2017-02	0.97	Roanoke	2017	conventional
2017-01	0.97	Roanoke	2017	conventional
2017-12	1.17	Sacramento	2017	conventional
2017-11	1.36	Sacramento	2017	conventional
2017-10	1.74	Sacramento	2017	conventional
2017-09	1.79	Sacramento	2017	conventional
2017-08	1.46	Sacramento	2017	conventional
2017-07	1.55	Sacramento	2017	conventional
2017-06	1.61	Sacramento	2017	conventional
2017-05	1.4	Sacramento	2017	conventional
2017-04	1.58	Sacramento	2017	conventional
2017-03	1.32	Sacramento	2017	conventional
2017-02	0.98	Sacramento	2017	conventional
2017-01	0.98	Sacramento	2017	conventional
2017-12	1.08	SanDiego	2017	conventional
2017-11	1.04	SanDiego	2017	conventional
2017-10	1.78	SanDiego	2017	conventional
2017-09	1.52	SanDiego	2017	conventional
2017-08	1.34	SanDiego	2017	conventional
2017-07	1.23	SanDiego	2017	conventional
2017-06	1.13	SanDiego	2017	conventional
2017-05	1.05	SanDiego	2017	conventional
2017-04	1.22	SanDiego	2017	conventional
2017-03	1.04	SanDiego	2017	conventional
2017-02	0.63	SanDiego	2017	conventional
2017-01	0.93	SanDiego	2017	conventional
2017-12	1.28	SanFrancisco	2017	conventional
2017-11	1.41	SanFrancisco	2017	conventional
2017-10	1.79	SanFrancisco	2017	conventional
2017-09	1.78	SanFrancisco	2017	conventional
2017-08	1.62	SanFrancisco	2017	conventional
2017-07	1.7	SanFrancisco	2017	conventional
2017-06	1.83	SanFrancisco	2017	conventional
2017-05	1.42	SanFrancisco	2017	conventional
2017-04	1.79	SanFrancisco	2017	conventional
2017-03	1.59	SanFrancisco	2017	conventional
2017-02	0.84	SanFrancisco	2017	conventional
2017-01	0.95	SanFrancisco	2017	conventional
2017-12	1.26	Seattle	2017	conventional
2017-11	1.37	Seattle	2017	conventional
2017-10	2.01	Seattle	2017	conventional
2017-09	1.94	Seattle	2017	conventional
2017-08	1.73	Seattle	2017	conventional
2017-07	1.21	Seattle	2017	conventional
2017-06	1.21	Seattle	2017	conventional
2017-05	1.0	Seattle	2017	conventional
2017-04	1.18	Seattle	2017	conventional
2017-03	0.94	Seattle	2017	conventional
2017-02	0.76	Seattle	2017	conventional
2017-01	0.84	Seattle	2017	conventional
2017-12	1.12	SouthCarolina	2017	conventional
2017-11	1.28	SouthCarolina	2017	conventional
2017-10	1.64	SouthCarolina	2017	conventional
2017-09	1.44	SouthCarolina	2017	conventional
2017-08	1.37	SouthCarolina	2017	conventional
2017-07	1.28	SouthCarolina	2017	conventional
2017-06	1.33	SouthCarolina	2017	conventional
2017-05	1.19	SouthCarolina	2017	conventional
2017-04	1.38	SouthCarolina	2017	conventional
2017-03	1.31	SouthCarolina	2017	conventional
2017-02	0.81	SouthCarolina	2017	conventional
2017-01	1.0	SouthCarolina	2017	conventional
2017-12	0.84	SouthCentral	2017	conventional
2017-11	0.99	SouthCentral	2017	conventional
2017-10	1.34	SouthCentral	2017	conventional
2017-09	1.24	SouthCentral	2017	conventional
2017-08	1.03	SouthCentral	2017	conventional
2017-07	0.92	SouthCentral	2017	conventional
2017-06	0.93	SouthCentral	2017	conventional
2017-05	0.85	SouthCentral	2017	conventional
2017-04	0.84	SouthCentral	2017	conventional
2017-03	0.87	SouthCentral	2017	conventional
2017-02	0.62	SouthCentral	2017	conventional
2017-01	0.64	SouthCentral	2017	conventional
2017-12	1.21	Southeast	2017	conventional
2017-11	1.34	Southeast	2017	conventional
2017-10	1.82	Southeast	2017	conventional
2017-09	1.7	Southeast	2017	conventional
2017-08	1.41	Southeast	2017	conventional
2017-07	1.33	Southeast	2017	conventional
2017-06	1.34	Southeast	2017	conventional
