STUDY	AGE	GENDER	DECISION	DEO1	DEO2	DEO3	DEO4	DEO5	DEO6	DEO7	DEO8	DEO9	DEO10	DEO	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON	NFC1 	NFC2 	NFC3	NFC4	NFC5	NFC6	NFC7	NFC8	NFC9	NFC10	NFC11	NFC12	NFC13	NFC14	NFC15	NFC16	NFC17	NFC18	NFC	EC1	EC2	EC3	EC4	EC5	EC6	EC7	EC	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT	PP1	PP2	PP3	PP4	PP5	PP6	PP7	PP8	PP9	PP10	PP11	PP12	PP13	PP14	PP15	PP16	PP	MID1	MID2	MID3	MID4	MID5	MID6	MID7	MID8	MID9	MID10	I1	I2	I3	I4	I5	I	S1	S2	S3	S4	S5	S	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	AE9	AE10	AE11	AE12	AE13	AE14	AE15	AE16	AE17	AE18	AE19	AE20	AE21	AE22	AE	MOUSE1	MOUSE2	MOUSE3	MOUSE	DOUBT	OTHERCHOICE	UNCOMFORTABLE	NOSHOCK	RT
1	19	0	1	4	3	3	3	2	3	3	3	3	4	3.1	2	2	3	4	4	4	2	2	3	2	2.8	2	3	3	3	4	2	4	3	3	4	3	2	2	3	3	3	4	3	3	4	4	3	4	4	4	4	3.857142857	3	3	3	4	4	4	3	3.428571429	2	1	3	2	3	2	2	2	2	2	1	2	1	1	2	1	1.8125	6	6	5	4	6	7	5	5	6	4	6	7	5	5	6	5.8	6	5	4	6	4	5	6	3	4	4	5	3	3	6	5	2	4	5	7	6	5	6	3	6	5	2	6	3	4.5	4	6	6	5.333333333	3	0	5	90	9.916848
1	18	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	2	4	1	3	5	3	3	1	1	1	2	3	2	4	3	2.444444444	1	2	3	3	2	3	3	2.428571429	1	3	4	2	4	2	3	2.714285714	2	4	2	1	3	2	2	3	2	2	1	3	2	2	1	2	2.125	1	7	1	1	1	7	5	5	4	1	7	7	5	5	4	5.6	1	1	1	1	1	1	7	1	7	5	4	3	7	7	7	7	4	5	7	7	5	7	7	7	7	4	3	4	5.545454545	6	7	7	6.666666667	4	0	7	50	NA
1	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	4	4	4	3	2	3	2	4	3	3	4	4	3	2	3	4	3.166666667	4	4	5	5	5	5	4	4.571428571	4	5	4	5	4	3	5	4.285714286	2	2	3	1	1	2	1	1	2	1	1	2	1	2	1	2	1.5625	4	3	3	3	2	7	5	6	6	2	3	7	5	6	6	5.4	4	3	3	2	2	2.8	6	4	5	5	6	6	5	6	6	6	4	4	6	6	4	2	4	6	5	6	5	5	5.090909091	5	4	4	4.333333333	5.5	0	7	50	18.886857
1	19	1	0	2	3	3	2	2	1	2	3	2	1	2.1	5	2	2	5	4	5	2	2	3	4	3.4	4	3	5	4	4	4	3	5	3	4	5	5	3	5	3	4	3	4	3.944444444	4	3	4	5	4	3	5	4	4	4	5	4	4	4	4	4.142857143	2	1	2	2	4	2	1	3	1	2	1	1	2	4	1	1	1.875	2	6	4	3	5	7	6	6	6	3	6	7	6	6	6	6.2	2	4	3	5	3	3.4	5	3	2	6	4	3	6	6	6	6	4	5	6	1	4	7	5	6	4	7	5	5	4.818181818	5	6	6	5.666666667	4	0	2	80	NA
1	18	0	1	1	2	3	3	1	1	3	2	1	1	1.8	5	2	3	3	4	5	2	3	4	4	3.5	1	1	1	1	3	1	1	1	2	2	2	1	1	2	1	1	2	4	1.555555556	5	5	5	5	5	5	5	5	5	4	5	4	4	2	4	4	1	1	3	1	2	1	1	1	2	1	1	1	1	2	1	1	1.3125	4	7	2	4	6	7	7	6	7	5	7	7	7	6	7	6.8	4	2	4	6	5	4.2	4	3	5	1	3	7	3	7	7	5	1	5	6	7	6	7	3	6	7	1	5	6	4.772727273	7	7	7	7	1	0	7	0	4.252443
1	18	0	1	1	2	2	2	2	2	3	2	3	2	2.1	5	3	4	4	4	3	4	4	3	4	3.8	4	2	4	4	4	3	3	2	3	4	3	3	3	3	3	4	2	4	3.222222222	4	4	4	4	4	2	4	3.714285714	4	3	4	2	4	3	4	3.428571429	2	2	2	1	3	1	2	2	2	2	1	2	2	2	2	2	1.875	4	7	4	4	5	7	6	6	6	5	7	7	6	6	6	6.4	4	4	4	5	5	4.4	2	2	6	6	7	6	5	7	6	4	5	4	7	7	6	7	5	7	7	7	6	5	5.636363636	5	6	6	5.666666667	2	0	6	20	2.421432
1	19	1	1	1	2	3	1	1	1	3	3	2	1	1.8	4	1	2	3	3	5	2	3	2	4	2.9	4	3	5	5	4	4	4	5	5	5	4	5	3	3	4	4	3	3	4.055555556	1	4	4	5	5	4	5	4	5	4	5	4	5	2	3	4	2	1	1	4	1	3	2	2	1	2	2	1	1	3	1	1	1.75	1	6	4	6	2	7	4	4	7	3	6	7	4	4	7	5.6	1	4	6	2	3	3.2	7	6	1	6	3	6	5	4	7	5	5	5	6	7	3	7	6	6	4	4	5	6	5.181818182	3	5	3	3.666666667	2	1	3	80	13.413565
1	18	0	0	3	4	3	2	3	3	4	3	2	3	3	4	3	4	3	4	4	2	2	4	5	3.5	2	3	4	3	4	4	3	3	3	4	3	4	2	2	2	4	3	4	3.166666667	4	4	3	4	4	3	3	3.571428571	3	3	4	4	3	2	3	3.142857143	2	1	3	2	2	2	2	3	3	2	1	2	2	3	1	2	2.0625	6	6	4	5	3	6	6	5	6	6	6	6	6	5	6	5.8	6	4	5	3	6	4.8	6	4	4	5	6	3	2	6	6	6	5	6	6	2	5	3	6	6	5	2	6	6	4.818181818	4	6	5	5	7	1	7	65	NA
1	18	0	1	2	3	3	3	3	2	4	3	3	3	2.9	4	2	2	2	4	4	3	2	1	2	2.6	3	4	3	4	3	3	3	4	2	4	2	3	1	3	2	4	2	5	3.055555556	3	5	4	3	5	5	5	4.285714286	5	4	4	2	4	2	3	3.428571429	1	3	3	2	2	1	2	2	1	2	1	2	1	2	1	2	1.75	3	2	2	6	2	7	6	7	7	4	2	7	6	7	7	5.8	3	2	6	2	4	3.4	5	3	5	7	6	4	7	7	6	6	4	6	7	4	6	6	6	7	5	7	6	4	5.636363636	6	7	6	6.333333333	5	0	6	55	14.327787
1	19	0	0	3	3	3	3	1	1	4	3	3	1	2.5	3	1	1	3	3	5	2	1	3	3	2.5	3	3	5	5	4	4	4	3	3	4	4	4	3	4	3	3	5	5	3.833333333	5	4	4	4	4	5	4	4.285714286	4	5	4	3	5	4	4	4.142857143	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1.125	5	7	2	2	6	7	2	2	2	5	7	7	2	2	2	4	5	2	2	6	5	4	6	3	2	4	7	4	6	7	7	6	3	6	7	7	6	6	6	7	6	6	7	6	5.681818182	5	7	7	6.333333333	5	0	7	50	NA
1	19	0	1	3	3	3	2	2	1	3	3	1	1	2.2	4	2	4	4	5	5	4	2	5	5	4	3	2	3	3	4	4	4	2	4	4	4	3	2	4	2	1	3	4	3.111111111	5	4	4	4	5	4	5	4.428571429	4	5	4	3	4	2	2	3.428571429	3	1	4	3	3	4	3	3	1	2	1	2	1	4	3	1	2.4375	1	7	2	4	6	7	5	6	7	2	7	7	5	6	7	6.4	1	2	4	6	2	3	7	2	1	6	4	5	7	4	7	1	5	4	6	7	7	6	5	6	6	4	5	7	5.090909091	5	7	5	5.666666667	2	0	4	75	5.708452
1	18	0	0	1	3	2	3	2	2	3	2	2	2	2.2	4	1	3	4	4	5	2	2	4	5	3.4	3	1	2	4	3	4	1	4	3	4	1	2	2	1	2	2	3	4	2.555555556	4	5	3	4	5	3	2	3.714285714	4	4	3	4	3	2	2	3.142857143	3	2	2	1	2	1	2	2	2	2	1	2	2	1	2	1	1.75	5	6	5	2	4	7	6	4	5	5	6	7	6	4	5	5.6	5	5	2	4	5	4.2	4	6	2	3	3	7	3	6	7	1	6	6	5	7	3	6	2	5	7	6	4	3	4.636363636	6	6	4	5.333333333	2	0	4	60	NA
1	19	0	0	2	3	2	3	3	3	3	3	3	2	2.7	1	1	2	2	2	3	1	1	1	3	1.7	3	4	3	3	3	2	2	3	2	4	3	3	2	3	3	2	4	4	2.944444444	4	4	4	4	4	5	5	4.285714286	3	4	4	3	4	3	4	3.571428571	2	3	2	1	3	2	1	2	1	2	1	3	2	1	1	2	1.8125	3	6	5	4	3	7	6	6	7	3	6	7	6	6	7	6.4	3	5	4	3	3	3.6	6	3	3	3	7	5	7	5	6	7	3	2	7	2	6	4	4	7	3	5	5	6	4.818181818	2	6	6	4.666666667	4	0	6	80	NA
1	18	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	3	3	4	4	3	3	3	3	3	3	3	3	3	3.111111111	3	4	3	3	4	3	4	3.428571429	4	4	4	4	5	3	4	4	2	2	2	2	3	2	1	2	1	1	2	1	2	3	2	2	1.875	5	7	1	1	4	7	6	5	6	4	7	7	6	5	6	6.2	5	1	1	4	4	3	7	6	2	3	5	6	2	4	4	5	5	4	6	6	5	6	4	5	4	5	6	5	4.772727273	4	5	5	4.666666667	7	0	7	70	17.35044
1	18	0	0	2	3	4	4	3	4	2	1	3	4	3	5	5	4	2	3	2	4	5	2	2	3.4	5	4	3	2	3	2	1	2	3	2	4	1	4	5	3	4	5	1	3	2	1	4	2	1	2	1	1.857142857	1	2	1	4	2	2	1	1.857142857	3	2	2	4	2	3	2	3	4	4	4	2	3	3	4	3	3	4	1	4	7	3	1	1	1	1	3	1	1	1	1	1	1	4	4	7	3	3	4.2	2	7	5	3	2	1	2	2	1	1	4	6	1	3	3	6	2	1	4	3	1	1	2.772727273	3	3	4	3.333333333	5	0	7	40	NA
1	18	0	0	2	2	2	2	3	1	3	3	3	3	2.4	4	2	4	3	4	5	3	2	3	3	3.3	2	3	5	4	5	2	3	4	3	4	4	4	3	4	2	3	4	2	3.388888889	5	3	4	4	4	4	5	4.142857143	4	4	5	4	5	5	5	4.571428571	2	1	2	1	3	2	1	1	1	1	1	1	1	2	1	1	1.375	7	7	5	6	6	7	7	7	7	5	7	7	7	7	7	7	7	5	6	6	5	5.8	6	5	7	2	7	6	6	7	6	7	6	4	7	2	4	7	4	7	6	4	4	7	5.5	6	6	7	6.333333333	4	0	7	50	NA
1	18	1	0	3	4	4	3	4	3	3	4	4	3	3.5	4	2	2	2	2	5	2	2	2	3	2.6	2	4	4	4	3	3	3	2	2	4	4	4	3	3	2	4	5	3	3.277777778	4	3	4	3	4	4	3	3.571428571	5	4	4	3	4	3	3	3.714285714	2	2	3	1	3	2	2	3	1	1	2	2	1	3	1	2	1.9375	6	6	3	2	5	7	6	6	7	4	6	7	6	6	7	6.4	6	3	2	5	4	4	5	3	4	3	6	6	7	6	6	7	6	5	6	7	3	6	5	7	6	5	5	6	5.454545455	5	1	6	4	4.5	0	7	60	NA
1	18	0	1	3	2	3	2	2	2	4	4	2	2	2.6	4	1	3	4	2	4	2	1	2	4	2.7	3	3	4	3	3	2	4	4	4	4	4	4	3	3	2	2	2	4	3.222222222	4	5	5	5	4	4	5	4.571428571	4	5	5	3	4	2	4	3.857142857	1	2	2	1	2	1	4	2	1	1	1	2	1	2	1	2	1.625	2	7	5	4	6	7	6	7	7	6	7	7	6	7	7	6.8	2	5	4	6	6	4.6	5	1	2	7	6	4	6	7	7	5	7	6	5	6	7	5	6	7	5	4	5	3	5.272727273	6	6	4	5.333333333	6	0	7	20	10.347799
1	18	0	1	3	2	2	3	3	3	4	3	3	2	2.8	2	2	3	3	3	4	2	2	2	4	2.7	4	2	4	4	4	3	2	4	3	4	4	4	2	3	2	4	4	4	3.388888889	5	4	4	4	4	4	4	4.142857143	4	4	3	3	4	3	4	3.571428571	2	3	2	1	3	2	1	3	2	2	1	3	2	3	1	1	2	5	7	5	3	6	7	6	5	6	5	7	7	6	5	6	6.2	5	5	3	6	5	4.8	4	2	3	6	7	3	6	7	7	7	3	6	7	7	6	6	6	7	3	7	6	5	5.5	6	6	6	6	6	0	6	60	16.117761
1	20	0	1	2	3	3	1	2	1	4	3	1	1	2.1	3	2	3	4	3	5	2	3	4	4	3.3	3	2	4	3	3	1	2	2	1	5	3	3	1	1	1	2	2	5	2.444444444	5	4	5	3	5	4	5	4.428571429	5	5	5	3	3	3	2	3.714285714	2	3	2	3	2	2	1	3	1	1	1	3	1	2	1	1	1.8125	1	1	4	4	2	7	6	6	6	3	1	7	6	6	6	5.2	1	4	4	2	3	2.8	7	5	7	7	7	5	7	7	7	7	3	3	7	7	4	5	1	7	3	4	7	4	5.5	1	7	7	5	5	0	7	80	10.420215
1	18	0	1	2	2	2	4	3	1	3	4	3	2	2.6	4	2	1	1	3	5	2	1	4	3	2.6	3	4	2	3	3	4	4	3	3	4	4	3	1	2	3	2	5	3	3.111111111	4	5	4	4	5	5	5	4.571428571	5	4	4	4	4	3	4	4	2	1	3	2	3	2	4	1	3	1	1	1	1	1	2	2	1.875	6	7	2	5	4	7	6	6	7	5	7	7	6	6	7	6.6	6	2	5	4	5	4.4	7	6	2	6	7	7	1	7	7	7	5	7	7	7	7	7	7	7	7	6	7	7	6.272727273	6	7	7	6.666666667	2	0	7	40	17.955644
1	18	0	1	2	2	3	4	3	2	2	3	2	2	2.5	4	2	2	2	4	4	3	4	3	4	3.2	2	3	4	3	5	2	5	4	2	4	4	3	2	3	4	4	5	4	3.5	4	5	5	4	5	5	4	4.571428571	4	4	3	3	4	2	4	3.428571429	2	2	2	1	3	1	1	2	2	1	1	2	1	3	2	1	1.6875	1	6	3	2	2	7	6	6	7	2	6	7	6	6	7	6.4	1	3	2	2	2	2	5	4	5	3	2	6	5	6	6	6	7	7	7	7	6	6	6	6	5	7	7	3	5.545454545	7	7	7	7	2	0	5	80	3.805253
1	18	0	1	1	1	1	2	2	1	1	1	1	1	1.2	2	1	1	2	1	3	1	1	2	4	1.8	4	3	4	2	4	1	3	5	4	3	3	2	2	4	2	5	4	4	3.277777778	4	3	4	4	4	5	5	4.142857143	5	4	3	3	3	2	3	3.285714286	2	1	2	1	3	1	1	2	1	1	2	2	1	1	1	1	1.4375	3	1	5	4	5	7	6	6	6	4	1	7	6	6	6	5.2	3	5	4	5	4	4.2	4	3	7	5	7	3	7	7	6	7	6	7	7	7	7	7	7	7	6	7	6	7	6.227272727	7	7	7	7	7	0	7	0	18.899907
1	18	0	1	2	2	2	2	2	2	2	3	3	2	2.2	4	4	2	4	5	4	3	3	2	4	3.5	4	4	4	4	3	2	4	3	3	4	4	4	3	4	3	4	4	4	3.611111111	4	5	3	5	5	4	4	4.285714286	5	4	4	5	4	4	4	4.285714286	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1.25	6	7	4	4	6	7	7	7	7	6	7	7	7	7	7	7	6	4	4	6	6	5.2	6	6	4	5	4	6	5	7	7	5	6	4	5	6	6	6	4	5	5	3	4	3	5.090909091	4	4	4	4	4	0	5	100	6.075004
1	18	1	1	3	3	3	3	3	1	4	3	3	1	2.7	1	3	2	3	3	5	1	2	2	5	2.7	1	1	2	3	4	1	3	3	2	4	3	4	1	1	2	2	3	4	2.444444444	5	5	5	3	5	4	3	4.285714286	5	3	3	2	3	1	3	2.857142857	2	1	3	1	2	1	1	2	1	1	2	2	1	1	1	1	1.4375	2	6	1	1	4	7	7	6	7	2	6	7	7	6	7	6.6	2	1	1	4	2	2	6	4	2	7	5	5	5	4	2	6	6	5	7	2	3	6	4	6	6	5	6	3	4.772727273	2	6	4	4	5	0	6	10	7.79453
1	19	0	1	1	2	2	2	2	2	4	2	2	2	2.1	3	2	2	1	2	2	2	1	2	2	1.9	2	3	3	4	4	4	5	2	2	4	3	3	3	2	2	2	5	1	3	5	1	3	5	5	5	4	4	4	4	4	4	3	4	4	3.857142857	1	2	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1.3125	5	7	3	5	3	7	7	7	6	3	7	7	7	7	6	6.8	5	3	5	3	3	3.8	6	4	7	2	5	6	6	4	3	5	4	3	5	5	4	1	3	7	4	1	4	5	4.272727273	6	7	7	6.666666667	2	0	7	0	7.695586
1	19	1	1	2	3	3	3	2	1	5	3	3	1	2.6	4	3	3	2	4	5	1	3	3	5	3.3	3	4	3	5	5	3	5	5	5	5	4	5	3	3	3	5	5	4	4.166666667	4	5	4	4	5	4	3	4.142857143	5	4	5	4	4	2	4	4	2	2	2	3	1	2	3	2	2	1	1	1	1	2	1	1	1.6875	1	7	1	5	5	7	4	5	7	1	7	7	4	5	7	6	1	1	5	5	1	2.6	5	4	1	7	7	4	5	7	5	7	7	7	4	7	5	7	4	7	7	7	7	4	5.681818182	1	7	5	4.333333333	7	0	6	70	17.490769
1	19	1	1	4	4	4	1	4	3	5	4	4	2	3.5	2	2	2	5	2	3	1	2	2	4	2.5	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	4	2.222222222	4	4	5	5	5	5	5	4.714285714	4	4	5	4	3	5	5	4.285714286	3	3	2	1	2	2	1	3	1	2	1	2	2	1	1	2	1.8125	3	6	3	4	3	7	6	6	6	3	6	7	6	6	6	6.2	3	3	4	3	3	3.2	3	3	7	6	7	5	5	7	5	7	6	3	7	5	5	7	3	7	6	7	6	5	5.545454545	5	6	6	5.666666667	1	0	3	40	7.060378
1	18	0	1	4	4	4	3	4	1	4	4	4	2	3.4	2	1	1	3	3	4	2	1	3	4	2.4	2	2	4	3	3	2	2	2	2	3	3	4	3	3	4	2	3	4	2.833333333	4	4	3	4	4	4	3	3.714285714	4	3	4	4	3	3	3	3.428571429	2	3	3	1	2	2	2	2	2	1	3	3	2	3	1	3	2.1875	4	6	5	4	4	7	6	5	6	4	6	7	6	5	6	6	4	5	4	4	4	4.2	6	3	4	5	5	5	7	7	3	6	6	4	7	7	5	7	3	7	7	6	6	4	5.454545455	4	7	5	5.333333333	1	0	5	60	12.511621
1	18	1	1	2	4	4	5	4	2	2	3	2	1	2.9	2	1	3	1	2	4	4	3	2	5	2.7	3	3	4	5	2	3	5	3	2	4	3	5	2	4	1	4	3	5	3.388888889	4	1	5	2	5	5	3	3.571428571	4	5	5	3	4	1	4	3.714285714	2	2	3	3	4	3	3	2	1	1	4	1	1	4	1	2	2.3125	5	7	1	1	5	7	4	6	7	4	7	7	4	6	7	6.2	5	1	1	5	4	3.2	5	5	1	7	7	3	6	6	4	6	6	7	7	7	5	7	5	7	7	7	6	6	5.772727273	3	3	4	3.333333333	5	0	6	80	16.371952
1	18	1	1	1	1	1	4	2	2	4	1	2	1	1.9	2	1	2	2	3	3	1	2	2	4	2.2	3	4	4	3	4	4	4	3	3	4	4	4	3	2	2	3	4	4	3.444444444	4	4	3	3	4	3	4	3.571428571	3	4	5	3	4	2	4	3.571428571	2	2	2	2	1	1	2	2	2	2	1	2	2	3	1	3	1.875	6	7	4	3	4	7	6	6	7	4	7	7	6	6	7	6.6	6	4	3	4	4	4.2	7	3	2	5	5	5	6	6	5	4	4	3	4	6	3	4	6	6	5	7	6	6	4.909090909	6	3	2	3.666666667	5	0	5	20	6.683372
1	17	0	0	2	3	2	3	2	1	4	4	1	3	2.5	4	3	2	4	2	3	3	4	2	5	3.2	3	4	3	4	4	3	3	2	2	4	3	4	3	3	4	2	4	5	3.333333333	4	4	3	4	4	4	3	3.714285714	5	5	5	4	5	3	4	4.428571429	3	3	2	2	3	2	1	2	2	2	1	3	3	3	1	1	2.125	5	6	3	1	5	7	5	4	6	5	6	7	5	4	6	5.6	5	3	1	5	5	3.8	5	3	3	2	6	6	6	7	7	6	3	3	6	7	6	7	5	7	6	1	5	5	5.090909091	4	7	6	5.666666667	3	0	6	60	NA
1	18	1	1	2	3	3	1	1	2	1	1	2	1	1.7	4	3	3	5	4	4	4	4	4	5	4	4	4	3	4	5	2	3	3	4	4	5	3	4	5	4	5	5	4	3.944444444	4	4	4	4	4	3	3	3.714285714	4	3	3	3	4	3	4	3.428571429	2	1	2	1	2	1	1	3	1	1	2	1	1	2	1	1	1.4375	7	6	5	4	7	7	6	6	7	7	6	7	6	6	7	6.4	7	5	4	7	7	6	6	4	2	6	5	6	6	7	6	3	7	7	7	6	5	7	7	7	6	7	6	6	5.863636364	4	3	4	3.666666667	2	0	4	50	3.911258
1	18	0	1	3	2	2	1	2	1	1	2	1	2	1.7	2	1	1	4	3	4	2	1	2	4	2.4	3	3	4	4	4	4	3	4	4	3	3	3	2	3	4	2	4	4	3.388888889	4	2	3	4	4	5	4	3.714285714	4	3	4	4	3	2	3	3.285714286	2	2	2	1	1	1	1	3	2	3	1	2	2	3	2	2	1.875	4	7	3	3	6	7	6	6	6	6	7	7	6	6	6	6.4	4	3	3	6	6	4.4	6	3	4	5	5	7	5	7	7	4	4	6	6	6	6	6	6	5	7	6	7	3	5.5	5	5	5	5	3	0	5	100	2.754412
1	18	0	1	3	3	2	3	3	2	3	2	2	2	2.5	2	1	2	1	2	4	2	2	2	3	2.1	3	4	4	4	4	3	4	3	3	4	4	4	3	3	3	4	3	3	3.5	3	3	3	3	3	3	4	3.142857143	4	4	4	4	4	3	4	3.857142857	2	3	4	2	2	2	2	2	2	3	2	2	2	3	2	2	2.3125	5	6	3	4	6	7	6	6	6	5	6	7	6	6	6	6.2	5	3	4	6	5	4.6	4	4	3	6	6	5	6	7	7	6	5	6	7	6	5	6	5	7	6	4	7	5	5.590909091	4	6	6	5.333333333	5	0	7	0	10.763149
1	20	0	1	1	3	2	2	2	1	2	2	2	1	1.8	5	3	4	4	4	5	3	4	5	5	4.2	3	3	4	3	4	3	4	4	3	4	3	4	3	4	3	4	4	4	3.555555556	4	4	4	3	4	4	4	3.857142857	5	4	4	3	4	3	3	3.714285714	2	2	3	3	2	3	1	3	2	2	1	3	1	3	2	2	2.1875	4	7	4	4	4	7	5	6	6	3	7	7	5	6	6	6.2	4	4	4	4	3	3.8	5	7	3	7	7	7	1	7	7	7	6	7	7	7	7	7	5	7	7	7	7	7	6.318181818	5	7	5	5.666666667	2	0	4	80	8.872484
1	18	1	1	2	3	2	2	2	1	2	3	2	1	2	5	4	4	4	4	4	4	2	2	5	3.8	2	1	4	3	4	4	4	4	2	4	3	4	4	3	4	4	3	5	3.444444444	4	5	4	4	5	4	5	4.428571429	5	4	5	3	4	2	4	3.857142857	3	2	1	2	2	1	1	1	2	2	2	2	1	2	1	2	1.6875	3	7	4	2	5	7	6	6	7	5	7	7	6	6	7	6.6	3	4	2	5	5	3.8	5	3	4	5	5	3	6	6	4	5	5	6	5	6	4	6	6	5	6	3	4	5	4.863636364	3	5	4	4	2	0	5	25	8.673753
1	18	0	1	3	2	2	3	2	1	4	3	2	1	2.3	3	1	2	4	1	4	1	1	1	5	2.3	2	1	4	3	4	1	5	3	3	3	2	4	2	2	2	2	2	5	2.777777778	5	4	5	4	4	5	5	4.571428571	5	3	4	2	3	3	4	3.428571429	2	2	3	1	2	2	2	1	2	1	1	3	2	1	2	1	1.75	2	7	1	2	2	7	6	6	7	2	7	7	6	6	7	6.6	2	1	2	2	2	1.8	5	3	6	7	6	6	7	7	3	6	3	5	5	6	2	6	2	7	6	7	6	5	5.272727273	2	6	6	4.666666667	7	0	7	70	15.240742
1	18	0	1	3	2	4	5	2	3	2	3	2	3	2.9	3	1	1	1	5	4	4	1	2	3	2.5	1	3	4	2	3	4	2	4	2	2	2	3	2	5	3	4	4	4	3	4	5	3	3	4	4	4	3.857142857	5	4	5	4	4	3	3	4	1	2	3	2	4	1	1	1	1	1	1	2	1	2	1	2	1.625	3	7	5	5	2	7	5	6	7	4	7	7	5	6	7	6.4	3	5	5	2	4	3.8	4	5	5	3	6	4	5	7	6	5	5	2	4	6	6	7	4	5	3	3	2	4	4.590909091	1	2	2	1.666666667	6	0	4	90	11.575922
1	18	0	NA	3	2	1	3	1	2	3	2	3	3	2.3	4	1	1	2	4	4	1	1	4	3	2.5	2	2	4	5	4	4	1	4	4	4	3	4	2	3	3	4	4	4	3.388888889	4	4	3	4	2	4	4	3.571428571	5	4	4	4	4	3	3	3.857142857	1	1	4	3	3	1	3	1	1	1	2	2	1	3	1	1	1.8125	4	6	1	1	5	7	4	4	6	4	6	7	4	4	6	5.4	4	1	1	5	4	3	5	5	5	4	6	5	3	6	4	5	5	4	4	7	5	7	4	5	7	5	3	4	4.909090909	1	1	1	1	NA	NA	NA	NA	NA
1	18	1	1	3	3	1	3	3	2	4	3	3	2	2.7	3	2	1	3	4	3	2	1	2	4	2.5	3	2	4	4	3	2	3	5	3	3	4	4	3	3	4	4	4	2	3.333333333	3	4	3	3	4	4	2	3.285714286	4	4	3	3	3	2	2	3	3	2	3	2	3	2	2	3	3	3	3	3	2	3	2	3	2.625	3	5	3	3	2	5	5	4	5	4	5	5	5	4	5	4.8	3	3	3	2	4	3	5	3	2	3	3	3	4	5	3	3	3	3	4	5	3	2	4	5	4	3	3	4	3.5	3	3	3	3	5	0	6	0	15.396327
1	20	0	1	3	3	3	2	3	3	3	2	3	3	2.8	4	3	3	3	3	3	3	3	3	3	3.1	2	3	3	4	4	4	4	5	4	4	4	5	3	4	3	3	1	4	3.555555556	4	5	4	5	5	4	4	4.428571429	4	3	4	2	5	4	4	3.714285714	3	2	2	1	3	2	3	2	3	1	1	2	1	1	1	1	1.8125	6	3	5	4	6	5	5	5	5	6	3	5	5	5	5	4.6	6	5	4	6	6	5.4	4	4	5	5	5	4	5	3	4	6	3	3	7	2	5	7	4	4	3	2	4	5	4.272727273	4	4	5	4.333333333	4	0	6	11	16.193411
1	18	0	1	2	4	2	4	3	1	4	5	3	4	3.2	3	2	2	2	3	4	2	1	2	3	2.4	2	2	4	3	2	2	3	4	4	4	3	3	2	2	2	3	3	3	2.833333333	3	3	3	4	4	4	3	3.428571429	2	2	3	3	3	2	4	2.714285714	2	2	2	2	2	2	1	3	1	3	2	2	2	1	1	2	1.875	6	6	5	2	6	7	7	7	7	6	6	7	7	7	7	6.8	6	5	2	6	6	5	4	2	6	1	7	6	6	7	5	7	4	2	7	7	5	1	4	7	5	3	7	4	4.863636364	4	5	3	4	2	0	5	60	12.834632
1	18	0	1	2	4	4	3	3	2	4	2	2	1	2.7	5	2	2	3	4	4	2	4	4	5	3.5	3	4	5	2	4	3	3	2	3	2	4	4	3	4	3	4	4	4	3.388888889	5	4	4	5	4	4	5	4.428571429	4	3	4	4	4	4	5	4	1	1	2	1	3	2	1	1	2	1	1	1	1	2	1	1	1.375	6	6	5	4	6	7	6	5	6	5	6	7	6	5	6	6	6	5	4	6	5	5.2	6	4	6	4	6	6	6	6	6	7	3	4	7	1	6	4	6	7	7	7	7	7	5.590909091	7	7	7	7	2	0	6	50	3.915336
1	20	1	NA	5	5	3	4	1	2	5	5	3	2	3.5	4	1	1	2	4	4	3	1	3	4	2.7	3	4	4	5	5	5	4	2	5	4	4	4	2	3	4	5	3	4	3.888888889	5	5	4	4	5	5	4	4.571428571	5	5	5	3	5	1	3	3.857142857	1	2	1	1	3	1	2	3	1	1	2	1	1	1	1	1	1.4375	2	7	6	7	6	7	7	5	6	7	7	7	7	5	6	6.4	2	6	7	6	7	5.6	7	2	4	7	7	5	3	7	5	4	7	7	3	3	7	7	2	5	5	7	2	5	5.045454545	4	6	6	5.333333333	NA	NA	NA	NA	NA
