title	commentCount	dislikeCount	likeCount	music_style	performer	viewCount	commentators_uniq	comments_obscene_cnt	video_age
"М.Круг - ""Владимирский централ"" на баяне (видеоурок)"	19.0	19.0	412.0	shanson	михаил_круг	38728.0	17.0	0.0	1262
М.Круг - Владимирский Централ (Fahrenheit's  ЦЕНТРАЛ, by agale)	0.0	1.0	4.0	shanson	михаил_круг	530.0			3166
М.Круг - Владимирский централ (на баяне)	30.0	13.0	601.0	shanson	михаил_круг	50874.0	19.0	0.0	1289
М.Круг-Владимирский Централ(Кувшиново)	0.0	0.0	17.0	shanson	михаил_круг	3137.0			2691
"М.П. Мусоргский - ""Старый замок"""	41.0	17.0	383.0	classic	classical_channel	34448.0	15.0	1.0	1196
М.ШУФУТИНСКИЙ ДУША БОЛИТ.avi	21.0	39.0	901.0	shanson	шуфутинский	176746.0	16.0	0.0	2517
"М.Шуфутинский ""Поседевшая любовь моя.""(на Колыме)"	67.0	51.0	736.0	shanson	шуфутинский	222159.0	37.0	0.0	2945
М.Шуфутинский - Заблудившееся лето	0.0	1.0	35.0	shanson	шуфутинский	5262.0			1096
М.Шуфутинский - Мосты	0.0	2.0	88.0	shanson	шуфутинский	26071.0			2195
М.Шуфутинский - Пропажа	10.0	9.0	212.0	shanson	шуфутинский	60386.0	8.0	0.0	2155
МАКSИМ  Вечер в стиле WOW на Google+	29.0	8.0	222.0	popsa	макsим	27873.0	25.0	1.0	2026
МАКSИМ - Колыбельная | Клип	469.0	354.0	7761.0	popsa	макsим	1806622.0	305.0	4.0	2278
МАКSИМ - Небо-Самолеты | Клип	741.0	676.0	13265.0	popsa	макsим	5436536.0	431.0	18.0	2228
МАКSИМ - Одиночка | Клип	1444.0	2042.0	28806.0	popsa	макsим	6135131.0	876.0	66.0	2526
МАКSИМ - Я Буду Жить | Official Video	505.0	370.0	14653.0	popsa	макsим	2956062.0	393.0	4.0	1960
МАКSИМ - Я Ветер | Клип	490.0	427.0	6404.0	popsa	макsим	2255964.0	306.0	14.0	2156
МАКС БАРСКИХ – ЗАЙМЕМСЯ ЛЮБОВЬЮ	340.0	678.0	11262.0	popsa	барских	2702791.0	192.0	2.0	1124
МАЛАЙЗИЯ / Орёл и Решка (Слезы, Обезьяны и Мерзкий суп)	853.0	94.0	5336.0	popsa	кока	122269.0	641.0	6.0	191
МАЛЬДИВЫ / Орел и Решка (что остаётся за кадром?) VLOG	3086.0	198.0	14230.0	popsa	кока	335301.0			226
"МИХАИЛ КРУГ ""КРАСАВИЦА"""	224.0	579.0	5104.0	shanson	михаил_круг	3877506.0	146.0	7.0	2593
МИХАИЛ КРУГ - ВЛАДИМИРСКИЙ ЦЕНТРАЛ ( Лучшие песни ) / MIKHAIL KRUG - The Best	212.0	929.0	3796.0	shanson	михаил_круг	1873792.0	137.0	6.0	1687
МИХАИЛ КРУГ - ВЛАДИМИРСКИЙ ЦЕНТРАЛ / MIKHAIL KRUG - VLADIMIRSKY TSENTRAL	1425.0	1590.0	15780.0	shanson	михаил_круг	2732943.0	674.0	36.0	1569
МИХАИЛ КРУГ - ВЛАДИМИРСКИЙ ЦЕНТРАЛ /1080p/HD/NEW 2014	22.0	33.0	605.0	shanson	михаил_круг	189153.0	19.0	0.0	1623
МИХАИЛ КРУГ - КОГДА ТЫ ДАЛЕКО(КОНЦЕРТ РАДИО РОКС) / MIKHAIL KRUG - KOGDA TY DALEKO( RADIO ROKS)	1.0	0.0	28.0	shanson	михаил_круг	4117.0			1568
МИХАИЛ КРУГ - У КАКИХ ВОРОТ (КОНЦЕРТ РАДИО РОКС) / MIKhAIL KRUG - U KAKIKH VOROT	2.0	5.0	86.0	shanson	михаил_круг	14916.0			1567
МИХАИЛ КРУГ ВЛАДИМИРСКИЙ ЦЕНТРАЛ™	2.0	2.0	33.0	shanson	михаил_круг	5396.0	2.0	0.0	2800
МИХАИЛ КРУГ-ДЕВОЧКА-ПАЙ	0.0	0.0	9.0	shanson	михаил_круг	1192.0			279
МИХАИЛ ШАФУТИНСКИЙ романс про Изю	6.0	1.0	40.0	shanson	шуфутинский	8568.0	4.0	0.0	1344
"МИХАИЛ ШУФУТИНСКИЙ  - ""В городском саду"".  Премьера 2018! Хит с нового альбома памяти Михаила Круга."	15.0	9.0	191.0	shanson	шуфутинский	26334.0	12.0	1.0	416
МИХАИЛ ШУФУТИНСКИЙ — ЕВРЕЙСКИЙ ПОРТНОЙ ★ ЛУЧШИЕ РЕСТОРАННЫЕ ХИТЫ ★ ЗВЕЗДА КАРАОКЕ ★	2.0	8.0	79.0	shanson	шуфутинский	7684.0	2.0	0.0	257
МИХАИЛ ШУФУТИНСКИЙ — ЗАХОДИТЕ К НАМ НА ОГОНЁК ❂ LIVE ❂ КОЛЛЕКЦИЯ ЛУЧШИХ ВЫСТУПЛЕНИЙ ❂ BEST VIDEO ❂	0.0	2.0	24.0	shanson	шуфутинский	1823.0			468
ММ (Bonus Track)	2.0	32.0	297.0	rap	pharaon	20338.0	2.0	0.0	966
МНЕ ТАК СЛОЖНО	0.0	0.0	11.0	indi	казускома	561.0			87
МОЕ НАСТРОЕНИЕ | OST ЛЕТО	17.0	5.0	286.0	rock	звери	22799.0	14.0	0.0	203
МОЛДОВА 2004	4.0	0.0	58.0	indi	rsac	2704.0	2.0	0.0	140
МОМЕНТЫ`17 | фильм о фестивале	4.0	2.0	41.0	rock	звери	1263.0	4.0	0.0	439
МОТ - Когда исчезнет слово (КЛАВА КОКА cover) live	678.0	549.0	22655.0	popsa	кока	377134.0	514.0	2.0	518
МОТ - Репортаж с концертов в Санкт-Петербурге и Москве	216.0	290.0	4817.0	rap	мот	255635.0	153.0	4.0	1006
МТ новости 2016	12.0	8.0	79.0	rock	мумий_тролль	3150.0	10.0	0.0	804
МТ новости 2017	17.0	6.0	246.0	rock	мумий_тролль	3635.0	17.0	0.0	438
МТ новости: музыканты	21.0	20.0	160.0	rock	мумий_тролль	5538.0	17.0	0.0	1171
МУЗЫКА ВЕСНЫ	7.0	3.0	45.0	classic	classical_channel	1951.0	7.0	0.0	306
МУЗЫКА ЭПОХИ РОМАНТИЗМА	2.0	3.0	97.0	classic	classical_channel	4662.0	2.0	0.0	333
МУМИЙ ТРОЛЛЬ: дневник записи альбома ВОСТОК ❌ СЕВЕРОЗАПАД (Часть 5)	11.0	3.0	84.0	rock	мумий_тролль	1993.0	10.0	1.0	373
МЫ ВЫБИРАЕМ ТИМАТИ!	38.0	101.0	418.0	rap	тимати	57920.0	31.0	1.0	2572
Магазины	0.0	4.0	48.0	indi	буерак	3632.0			279
Магдалена	0.0	0.0	6.0	estrada	киркоров	276.0			301
Магия	0.0	2.0	21.0	popsa	виа_гра	2274.0			1241
Мадам	0.0	1.0	33.0	shanson	михаил_круг	2225.0			262
Мадам (Live)	0.0	0.0	0.0	shanson	михаил_круг	1170.0			1070
Мадам Бонжа - Сергей Трофимов	0.0	0.0	0.0	shanson	трофимов	573.0			1449
Мадам Брошкина	0.0	0.0	26.0	estrada	пугачёва	1613.0			58
Мадам Брошкина	0.0	1.0	20.0	estrada	пугачёва	1007.0			154
Мадам Брошкина (Club Station Mix DJ Vartan)	0.0	1.0	0.0	estrada	пугачёва	121.0			154
Мадам Брошкина (Crazy Dance Mix Влад Афанасов)	0.0	0.0	0.0	estrada	пугачёва	141.0			154
Мадам Брошкина (DJ Бармалей & DJ ICE Remix)	0.0	0.0	1.0	estrada	пугачёва	144.0			154
Мадам Брошкина (Disco 80 Mix Дмитрий Чижов)	0.0	0.0	10.0	estrada	пугачёва	694.0			154
Мадам Брошкина (Instrumental Version)	0.0	0.0	1.0	estrada	пугачёва	71.0			154
Мажоры (Время)	0.0	78.0	246.0	rock	ддт	25405.0			917
Мазерати	0.0	0.0	1.0	indi	rsac	100.0			1107
Май	0.0	2.0	19.0	rock	ленинград	2121.0			1498
Майские дожди	0.0	1.0	8.0	rock	чичерина	713.0			304
МакSим (@maksimofficial) в Твиттере! Подписывайтесь!	131.0	43.0	887.0	popsa	макsим	149507.0	107.0	2.0	2602
МакSим - God	917.0	1221.0	17157.0	popsa	макsим	7606188.0	558.0	5.0	1673
МакSим - Весна (DJ VENGEROV REMIX)	7.0	60.0	522.0	popsa	макsим	256461.0	6.0	0.0	3152
МакSим - Весна (официальный клип)	37.0	357.0	5563.0	popsa	макsим	2073735.0	32.0	0.0	3240
МакSим - Ветром стать (официальный клип)	337.0	2740.0	55325.0	popsa	макsим	19675978.0	11.0	0.0	4025
МакSим - ДРУГАЯ РЕАЛЬНОСТЬ | Клип	1605.0	1921.0	35450.0	popsa	макsим	12489925.0	836.0	17.0	1997
МакSим - Дождь (Lyrics video)	50.0	538.0	11867.0	popsa	макsим	5738909.0	48.0	0.0	3088
МакSим - Дорога	96.0	606.0	20408.0	popsa	макsим	4748985.0	79.0	0.0	3439
МакSим - Дорога (Премия Муз-ТВ 2010)	3.0	10.0	163.0	popsa	макsим	26592.0	2.0	0.0	778
МакSим - Другая реальность (Как снимали клип) official	38.0	21.0	700.0	popsa	макsим	116487.0	37.0	1.0	1998
МакSим - Дура	809.0	1608.0	18248.0	popsa	макsим	2542064.0	484.0	5.0	345
МакSим - Знаешь ли ты (официальный клип)	72.0	6526.0	115186.0	popsa	макsим	27129335.0	29.0	0.0	4025
МакSим - Золотыми Рыбками	2963.0	3210.0	53656.0	popsa	макsим	13903300.0	887.0	10.0	1281
МакSим - Золотыми Рыбками (Премьера песни)	107.0	117.0	2216.0	popsa	макsим	270563.0	81.0	1.0	1388
МакSим - Как летать? (аудио)	20.0	73.0	2321.0	popsa	макsим	1176150.0	17.0	0.0	2948
МакSим - Как летать? (официальный клип)	424.0	413.0	10622.0	popsa	макsим	3939304.0	337.0	7.0	2885
МакSим - Лучшая ночь (официальный клип)	44.0	1494.0	18110.0	popsa	макsим	10192502.0	40.0	0.0	3780
МакSим - Мои секреты	385.0	417.0	3186.0	popsa	макsим	229632.0	237.0	3.0	118
МакSим - Мой Рай (официальный клип)	1253.0	1133.0	25259.0	popsa	макsим	9537729.0	818.0	5.0	4025
МакSим - На Двоих	1158.0	1421.0	19944.0	popsa	макsим	3826113.0	667.0	11.0	575
МакSим - На радиоволнах (аудио)	32.0	27.0	516.0	popsa	макsим	484205.0	31.0	0.0	3460
МакSим - На радиоволнах (официальный клип)	67.0	893.0	17021.0	popsa	макsим	8417502.0	48.0	0.0	3423
МакSим - Научусь летать (официальный клип)	23.0	1036.0	22353.0	popsa	макsим	9676301.0	17.0	1.0	3934
МакSим - Не выдыхай	148.0	452.0	5600.0	popsa	макsим	1694593.0	108.0	1.0	1508
МакSим - Не отдам (официальный клип)	102.0	651.0	12735.0	popsa	макsим	5841835.0	85.0	0.0	3578
МакSим - Нежность (официальный клип)	58.0	1275.0	27245.0	popsa	макsим	11226189.0	9.0	0.0	4024
МакSим - Отпускаю (официальный клип)	335.0	1181.0	31660.0	popsa	макsим	7633805.0	17.0	0.0	4024
"МакSим - Сольный концерт ""Это же я"" в Москве"	412.0	341.0	6245.0	popsa	макsим	504837.0	282.0	3.0	638
МакSим - Стала Свободней	590.0	940.0	16059.0	popsa	макsим	8401949.0	375.0	9.0	1490
МакSим - Трудный возраст (официальный клип)	373.0	2841.0	43849.0	popsa	макsим	15620421.0	34.0	0.0	4024
МакSим - Штампы	2235.0	2689.0	51081.0	popsa	макsим	10935161.0	896.0	11.0	923
МакSим - Я Ветер (как снимали клип)	93.0			popsa	макsим	275830.0	77.0	0.0	2164
МакSим ft. Лигалайз - Небо засыпай (официальный клип)	99.0	141.0	4118.0	popsa	макsим	1525709.0	89.0	2.0	3628
МакSим поздравляет всех с наступающим Новым 2014 годом!	14.0	8.0	248.0	popsa	макsим	20853.0	14.0	0.0	1903
Макс Барских  — USA/Canada Tour [Backstage]	61.0	43.0	1033.0	popsa	барских	38042.0	57.0	0.0	321
Макс Барских & Руслан Кузнецов и Алёна Венум — Вспоминать	3114.0	1636.0	83814.0	popsa	барских	1295723.0	938.0	6.0	121
"Макс Барских - ""Зірковий шлях"""	15.0	16.0	292.0	popsa	барских	54480.0	14.0	0.0	1175
Макс Барских - HLOP, HLOP, HLOP	5.0	6.0	133.0	popsa	барских	30097.0	5.0	0.0	1290
Макс Барских - HLOP, HLOP, HLOP  [AUDIO]	10.0	7.0	253.0	popsa	барских	33674.0	8.0	0.0	889
Макс Барских - Hero_In (История третья / Censored)	24.0	9.0	928.0	popsa	барских	78545.0	14.0	1.0	947
Макс Барских - S.L. / Max Barskih - S.L.	19.0	10.0	282.0	popsa	барских	29150.0	13.0	1.0	3209
Макс Барских - Агония / Max Barskih - Agony	19.0	14.0	765.0	popsa	барских	87485.0	14.0	0.0	3209
Макс Барских - Белый ворон	38.0	20.0	1026.0	popsa	барских	70002.0	31.0	0.0	947
Макс Барских - Займемся любовью	42.0	46.0	1602.0	popsa	барских	145949.0	31.0	0.0	947
Макс Барских - Займемся любовью [AUDIO]	7.0	8.0	251.0	popsa	барских	40398.0	5.0	0.0	889
Макс Барских - Мегамикс	488.0	1289.0	8581.0	popsa	барских	914232.0	311.0	19.0	528
Макс Барских - Моя любовь [AUDIO]	281.0	449.0	9073.0	popsa	барских	1200753.0	219.0	1.0	608
Макс Барских - НЕБО (История четвертая)	65.0	26.0	1429.0	popsa	барских	116787.0	50.0	0.0	947
Макс Барских - Отпусти (История пятая)	19.0	7.0	583.0	popsa	барских	45907.0	13.0	0.0	947
"Макс Барских - Письмо отца (Концерт ""Победа. Одна на всех"")"	28.0	25.0	619.0	popsa	барских	49097.0	21.0	2.0	1767
Макс Барских - Подруга-ночь [AUDIO]	8.0	16.0	444.0	popsa	барских	60995.0	7.0	0.0	889
Макс Барских - Попрошу [AUDIO]	62.0	78.0	1882.0	popsa	барских	372068.0	57.0	0.0	889
Макс Барских - Последний Летний День (Making of)	34.0	14.0	705.0	popsa	барских	77631.0	31.0	0.0	912
Макс Барских - Последний летний день [AUDIO]	8.0	8.0	246.0	popsa	барских	46383.0	7.0	0.0	889
Макс Барских - Пусто  / Max Barskih - Empty	18.0	4.0	368.0	popsa	барских	39722.0	12.0	0.0	3209
Макс Барских - Пьяная луна [AUDIO]	33.0	56.0	1624.0	popsa	барских	326381.0	26.0	0.0	889
Макс Барских - Слёзы-вода [AUDIO]	59.0	64.0	1938.0	popsa	барских	358795.0	50.0	0.0	889
Макс Барских - Студент (Incognet Radio Mix)	2.0	0.0	40.0	popsa	барских	3013.0	2.0	0.0	2985
Макс Барских - Студент (S-Way Old Style remix)	0.0	0.0	25.0	popsa	барских	3204.0			2985
Макс Барских - Студент (Valentin Rich Remix)	0.0	1.0	21.0	popsa	барских	2351.0			2985
Макс Барских - Студент / Max Barskih - Student	8.0	8.0	229.0	popsa	барских	26062.0	5.0	0.0	3108
Макс Барских - Студент [Making Of]	2.0	3.0	98.0	popsa	барских	20261.0	2.0	0.0	3119
Макс Барских - Теряю тебя	140.0	340.0	4938.0	popsa	барских	1120166.0	90.0	3.0	947
Макс Барских - Туманы [AUDIO]	950.0	1158.0	21195.0	popsa	барских	6599376.0	593.0	16.0	903
Макс Барских - Февраль [AUDIO]	69.0	71.0	2244.0	popsa	барских	376053.0	51.0	0.0	889
Макс Барских - Хочу танцевать	56.0	32.0	1476.0	popsa	барских	129885.0	46.0	1.0	947
Макс Барских - Хочу танцевать [AUDIO]	8.0	7.0	327.0	popsa	барских	49968.0	6.0	0.0	889
Макс Барских - Я люблю тебя [AUDIO]	103.0	119.0	2986.0	popsa	барских	552016.0	79.0	0.0	889
"Макс Барских - документальный фильм ""По Фрейду"""	42.0	19.0	1502.0	popsa	барских	67732.0	35.0	0.0	1851
Макс Барских / Max Barskih - Demo 1	4.0	1.0	68.0	popsa	барских	7826.0	4.0	0.0	3134
Макс Барских / Max Barskih - Demo 2	12.0	3.0	47.0	popsa	барских	4861.0	8.0	0.0	3134
Макс Барских / Max Barskih - Demo 3	8.0	4.0	39.0	popsa	барских	4499.0	7.0	0.0	3134
Макс Барских / Max Barskih - Demo 4	8.0	2.0	39.0	popsa	барских	4224.0	8.0	0.0	3134
Макс Барских / Max Barskih - Demo 5	12.0	3.0	53.0	popsa	барских	4414.0	8.0	0.0	3134
Макс Барских feat. L'One — Сделай громче	215.0	445.0	8551.0	rap	lone	2676619.0	154.0	4.0	299
Макс Барских встретился с глазами-убийцы!	4.0	1.0	51.0	popsa	барских	11614.0	4.0	0.0	2850
Макс Барских и Миша Романова. Бэкстейдж XXL	8.0	11.0	259.0	popsa	барских	37022.0	7.0	0.0	988
Макс Барских и Светлана Лобода - Сердце бьётся	8.0	11.0	387.0	popsa	барских	40174.0	6.0	0.0	3209
Макс Барских исполнил мечту поклонников	7.0	9.0	386.0	popsa	барских	31585.0	5.0	0.0	1225
Макс Барских — Miss Ukraine 2016	88.0	60.0	1432.0	popsa	барских	155974.0	63.0	0.0	877
Макс Барских — Tumany World Tour	76.0	53.0	630.0	popsa	барских	39912.0	69.0	1.0	384
Макс Барских — БЕРЕГА	11156.0	13805.0	138634.0	popsa	барских	19080048.0	901.0	11.0	118
Макс Барских — Берега | AUDIO [Альбом 7]	84.0	35.0	1898.0	popsa	барских	83509.0			33
Макс Барских — Вспоминать [Lyric Video]	981.0	2501.0	39578.0	popsa	барских	10769027.0	667.0	5.0	195
Макс Барских — Вспоминать | AUDIO [Альбом 7]	41.0	27.0	1100.0	popsa	барских	73143.0			27
Макс Барских — Зачем | AUDIO [Альбом 7]	129.0	81.0	4016.0	popsa	барских	253192.0			31
Макс Барских — Моя любовь	7974.0	24737.0	191168.0	popsa	барских	86014926.0	883.0	5.0	595
Макс Барских — Моя любовь [Making of]	152.0	163.0	3841.0	popsa	барских	256566.0	129.0	1.0	584
Макс Барских — Неземная | AUDIO [Альбом 7]	366.0	471.0	10156.0	popsa	барских	1110487.0			30
Макс Барских — Никто | AUDIO [Альбом 7]	107.0	81.0	4155.0	popsa	барских	241854.0			32
Макс Барских — Ну и что | AUDIO [Альбом 7]	91.0	113.0	3505.0	popsa	барских	367032.0			28
Макс Барских — Полураздета [OST | «Секс и ничего личного»]	1696.0	5969.0	74140.0	popsa	барских	17794670.0	924.0	15.0	238
Макс Барских — Последний Летний День	862.0	1599.0	23639.0	popsa	барских	4654147.0	611.0	6.0	917
Макс Барских — Сделай громче	6418.0	14030.0	138980.0	popsa	барских	26538549.0	924.0	23.0	343
Макс Барских — Сделай громче [BACKSTAGE | PART 1]	154.0	49.0	2418.0	popsa	барских	106358.0	116.0	0.0	332
Макс Барских — Сделай громче [BACKSTAGE | PART 2]	48.0	35.0	1113.0	popsa	барских	58338.0	36.0	1.0	330
Макс Барских — Сделай громче [BACKSTAGE | PART 3]	34.0	29.0	1036.0	popsa	барских	62229.0	28.0	0.0	328
"Макс Барских — Странная  LIVE VERSION [Шоу ""7"" 29.11.18]"	849.0	846.0	16456.0	popsa	барских	2564541.0			55
Макс Барских — Странная | AUDIO [Альбом 7]	76.0	69.0	2192.0	popsa	барских	176069.0			29
Макс Барских — Туманомания	263.0	222.0	4466.0	popsa	барских	685263.0	197.0	0.0	429
Макс Барских — Туманы/Неверная	8008.0	33797.0	211341.0	popsa	барских	103557932.0	884.0	21.0	815
Макс Барских — Февраль	1887.0	2509.0	46876.0	popsa	барских	7231074.0	919.0	9.0	457
"Макс Барских — Шоу ""Семь"" [FULL VERSION]"	1748.0	491.0	17548.0	popsa	барских	667119.0			34
Макс Барских: Музыка – саундтрек нашей жизни	28.0	24.0	895.0	popsa	барских	38213.0	24.0	0.0	604
Макс Барських — Полураздета | Секс і нічого особистого [ТРЕЙЛЕР №2]	133.0	151.0	2075.0	popsa	барских	1576729.0	56.0	1.0	107
Макс Брандт танцует стриптиз за еду / Провожу рум тур / Я устала петь ВКонтакте	365.0	143.0	11383.0	popsa	кока	264919.0	265.0	2.0	626
Макс Митенков - Поэты (Live)	2.0	0.0	30.0	rock	смысловые_галлюцинации	3809.0	2.0	0.0	3328
Макс Покровский  - Истамбул	18.0	4.0	167.0	rock	ногу_свело	2890.0	13.0	0.0	136
Макс Покровский  - Шоппинг (2008)	23.0	6.0	114.0	rock	ногу_свело	2583.0	16.0	1.0	170
Макс Покровский - Глаза Любви	24.0	14.0	217.0	rock	ногу_свело	29133.0	21.0	1.0	2242
Макс Покровский - Желтые Очки	56.0	45.0	1053.0	rock	ногу_свело	137686.0	48.0	1.0	2111
Макс Покровский - Московские пробки	11.0	9.0	74.0	rock	ногу_свело	7792.0	10.0	0.0	2299
Макс Покровский - Отдых 360. Звёзды (360° Подмосковье, 2014)	1.0	1.0	18.0	rock	ногу_свело	1904.0	1.0	0.0	1643
"Макс Покровский о новой песне ""Игры с огнем"" 2016"	17.0	0.0	156.0	rock	ногу_свело	7282.0	12.0	0.0	910
Макс Покровский снимает со сцены в Минске / Angara live @Minsk	0.0	1.0	26.0	rock	ногу_свело	780.0			1956
Макс Покровский эфир на Music Box 3.08.2015	5.0	0.0	40.0	rock	ногу_свело	1539.0	5.0	0.0	1316
Макс Черченко / Стелин / Вова Старый - Владимирский Централ (М.Круг)	0.0	0.0	1.0	shanson	михаил_круг	125.0			1718
Макс, останови машину!	1.0	5.0	80.0	indi	пасош	5606.0			39
Максим Аверин приглашает на БлагЗабег	0.0	0.0	6.0	popsa	темникова	766.0			1651
Максим Покровский - Азия-80	14.0	10.0	101.0	rock	ногу_свело	14483.0	10.0	0.0	2386
Максим Покровский, 1 канал, апрель 2011	5.0	2.0	12.0	rock	ногу_свело	1729.0	4.0	0.0	2862
Максим Родионов - Владимирский централ	0.0	1.0	0.0	shanson	михаил_круг	364.0			2066
Максим приглашает на концерт	0.0	1.0	10.0	rock	ногу_свело	650.0			2350
Максюк - Владимирский централ (регги-централ)	1.0	1.0	10.0	shanson	михаил_круг	412.0	1.0	0.0	1904
Мал помалу	0.0	1.0	14.0	estrada	пугачёва	2752.0			274
Мал-помалу	3.0	3.0	47.0	estrada	пугачёва	3375.0	1.0	0.0	304
Маленькая Европа (feat. Neon Lights SPB)	0.0	0.0	2.0	indi	женя_любич	325.0			811
Маленькие человечки 2010	0.0	1.0	9.0	indi	cбпч	252.0			1243
Маленький зеленый крокодил	0.0	1.0	1.0	shanson	михаил_круг	397.0			205
Маленький мальчик	0.0	5.0	34.0	rock	ленинград	4506.0			1498
Маленький остров (Ария Ловетт)	0.0	7.0	63.0	rock	король_и_шут	12858.0			1572
Маленький принц возвращался домой	0.0	0.0	10.0	rock	летов	873.0			490
Маленький принц возвращался домой	1.0	0.0	13.0	rock	летов	1618.0			490
Малец	0.0	31.0	133.0	shanson	бутырка	13332.0			267
Малец (Live)	0.0	1.0	0.0	shanson	бутырка	88.0			270
Малец (Live)	0.0	0.0	1.0	shanson	бутырка	127.0			1070
Малина	0.0	0.0	6.0	shanson	шуфутинский	910.0			1482
Мало	0.0	1.0	3.0	rock	чичерина	500.0			304
Малыш	18.0	52.0	520.0	indi	ic3peak	31075.0	9.0	0.0	493
Малыш	1.0	5.0	26.0	rock	земфира	4250.0	9.0	0.0	412
Мальбэк - Не твоя вина	334.0	1204.0	13134.0	indi	мальбэк	863685.0	287.0	14.0	364
Мальбэк - Плакса	1438.0	4479.0	48700.0	indi	мальбэк	2660305.0	1096.0	134.0	416
Мальбэк - Плакса (Teaser)	48.0	29.0	1584.0	indi	мальбэк	62371.0	42.0	1.0	419
Мальбэк ft. Лиза Громова - Глаза	635.0	1396.0	32812.0	indi	мальбэк	2261057.0			279
Мальбэк ft. Сюзанна - Гипнозы	9155.0	11376.0	257428.0	indi	мальбэк	27044122.0			542
Мальбэк x Сюзанна - Я Рыдаю	723.0	4626.0	23656.0	indi	мальбэк	1172174.0			79
Мальбэк x Сюзанна – Высота	147.0	135.0	5065.0	indi	мальбэк	230981.0			12
Мальбэк х Сюзанна - Весенний тур (Видеоприглашение)	45.0	24.0	578.0	indi	мальбэк	29969.0	38.0	0.0	350
Мальбэк х Сюзанна - Рядом с тобой (Lyric video)	452.0	1223.0	10759.0	indi	мальбэк	616089.0	381.0	26.0	302
Мальбэк х Сюзанна - Стильный бит	3407.0	12013.0	100556.0	indi	мальбэк	6815029.0			259
Мальбэк х Сюзанна – Вода	834.0	3414.0	16832.0	indi	мальбэк	839787.0	594.0	71.0	163
Мальбэк х Сюзанна – Волнует меня	1357.0	3043.0	43686.0	indi	мальбэк	1450195.0	931.0	88.0	135
Мальбэк х Сюзанна – Квазар (Санкт-Петербург 07.10.2018)	56.0	69.0	2393.0	indi	мальбэк	68258.0	32.0	3.0	148
Мальбэк х Сюзанна – Так, как мы с тобой (Москва, 18 октября)	56.0	41.0	1644.0	indi	мальбэк	53601.0	35.0	1.0	136
Мальбэк — Владивосток	34.0	41.0	1543.0	indi	мальбэк	108973.0	27.0	0.0	1066
Мальбэк — Духи (при участии Petar Martic)	36.0	88.0	1712.0	indi	мальбэк	115488.0	26.0	0.0	923
Мальбэк — Любовь	40.0	48.0	1849.0	indi	мальбэк	141284.0	27.0	0.0	996
Мальбэк — Новая	103.0	298.0	6933.0	indi	мальбэк	567777.0	75.0	4.0	795
Мальбэк — Равнодушие ft. Сюзанна	9072.0	14244.0	389416.0	indi	мальбэк	48972150.0			699
Мальчик	0.0	1.0	16.0	popsa	serebro	1143.0			41
Мальчик - Красавчик	0.0	3.0	35.0	popsa	ёлка	1801.0			728
Мальчик - Красавчик (R & B Remix Al Solo)	0.0	1.0	16.0	popsa	ёлка	909.0			601
Мальчик - Красавчик (Remix DJ Lenar)	0.0	0.0	1.0	popsa	ёлка	154.0			601
Мальчик - Красавчик (Rock Version Remix Al Solo)	0.0	0.0	1.0	popsa	ёлка	85.0			597
Мальчик Андрюшка	0.0	0.0	6.0	rock	несчастный_случай	844.0			1735
Мальчики	0.0	6.0	19.0	indi	алоэ_вера	2579.0			133
Мальчики-мажоры (Я получил эту роль)	0.0	6.0	70.0	rock	ддт	2822.0			917
Мама	0.0	0.0	4.0	popsa	билан	42.0			10
Мама	1.0	1.0	14.0	indi	rsac	645.0			1132
Мама	0.0	0.0	2.0	shanson	бутырка	225.0			24
Мама	0.0	2.0	22.0	shanson	бутырка	2392.0			267
Мама (Live)	0.0	0.0	0.0	shanson	бутырка	5.0			270
Мама (Live)	0.0	0.0	0.0	shanson	бутырка	31.0			271
Мама (Live)	0.0	0.0	2.0	shanson	бутырка	150.0			1070
Мама (Вновь с утра мне скажет мама)	0.0	1.0	1.0	estrada	пугачёва	31.0			24
Мама (Вновь с утра мне скажет мама)	0.0	0.0	0.0	estrada	пугачёва	183.0			272
Мама бля	0.0	1.0	14.0	rock	гражданская_оборона	839.0			210
Мама это рок-н-ролл (Единочество. Часть I)	0.0	0.0	7.0	rock	ддт	639.0			917
Мама, мы все сошли с ума (DJ Hitretz Remix)	4.0	25.0	85.0	rock	кино	9945.0	3.0	0.0	1563
Мамины подружки (Live)	0.0	0.0	4.0	shanson	михаил_круг	307.0			262
Мамины подружки (Live)	0.0	0.0	2.0	shanson	михаил_круг	1180.0			267
Мандельштам	0.0	47.0	155.0	indi	пасош	7266.0			697
Мания величия	1.0	3.0	26.0	rock	ария	1983.0			292
Мантра Орфея	2.0	80.0	212.0	rap	noizemc	23371.0	1.0	0.0	287
Маравихер (Live)	0.0	0.0	0.0	shanson	михаил_круг	68.0			262
Маравихер (Live)	0.0	0.0	0.0	shanson	михаил_круг	40.0			262
Маравихер (Live)	0.0	0.0	1.0	shanson	михаил_круг	222.0			262
Маравихер (Live)	0.0	0.0	2.0	shanson	михаил_круг	1176.0			262
Маравихер (Live)	0.0	0.0	0.0	shanson	михаил_круг	11.0			262
Маравихер (Live)	0.0	0.0	0.0	shanson	михаил_круг	850.0			267
Маравихер (Live)	0.0	0.0	0.0	shanson	михаил_круг	16.0			271
