Symbol	Security	SEC filings	GICS Sector	GICS Sub Industry	Headquarters Location	Date first added	CIK	Founded	S&P-500	NASDAQ	DJI
TROW	T. Rowe Price Group	reports	Financials	Asset Management & Custody Banks	Baltimore, Maryland		1113169.0	1937	True	False	False
TRV	The Travelers Companies Inc.	reports	Financials	Property & Casualty Insurance	New York, New York	21.08.02	86312.0	1853	True	False	True
TSCO	Tractor Supply Company	reports	Consumer Discretionary	Specialty Stores	Brentwood, Tennessee	24.01.14	916365.0	1938	True	False	False
TSLA	Tesla, Inc.								False	True	False
TSN	Tyson Foods	reports	Consumer Staples	Packaged Foods & Meats	Springdale, Arkansas		100493.0	1935	True	False	False
TT	Trane Technologies plc	reports	Industrials	Building Products	Dublin, Ireland	17.11.10	1466258.0	1871	True	False	False
TTWO	Take-Two Interactive	reports	Communication Services	Interactive Home Entertainment	New York, New York	19.03.18	946581.0	1993	True	True	False
TWTR	Twitter, Inc.	reports	Communication Services	Interactive Media & Services	San Francisco, California	07.06.18	1418091.0	2006	True	False	False
TXN	Texas Instruments	reports	Information Technology	Semiconductors	Dallas, Texas		97476.0	1930	True	True	False
TXT	Textron Inc.	reports	Industrials	Aerospace & Defense	Providence, Rhode Island	31.12.78	217346.0	1923	True	False	False
TYL	Tyler Technologies	reports	Information Technology	Application Software	Plano, Texas	22.06.20	860731.0	1966	True	False	False
UA	Under Armour (Class C)	reports	Consumer Discretionary	Apparel, Accessories & Luxury Goods	Baltimore, Maryland	08.04.16	1336917.0	1996	True	False	False
UAA	Under Armour (Class A)	reports	Consumer Discretionary	Apparel, Accessories & Luxury Goods	Baltimore, Maryland	01.05.14	1336917.0	1996	True	False	False
UAL	United Airlines Holdings	reports	Industrials	Airlines	Chicago, Illinois	03.09.15	100517.0	1967	True	False	False
UDR	UDR, Inc.	reports	Real Estate	Residential REITs	Highlands Ranch, Colorado	07.03.16	74208.0	1972	True	False	False
UHS	Universal Health Services	reports	Health Care	Health Care Facilities	King of Prussia, Pennsylvania	20.09.14	352915.0	1979	True	False	False
ULTA	Ulta Beauty	reports	Consumer Discretionary	Specialty Stores	Bolingbrook, Illinois	18.04.16	1403568.0	1990	True	True	False
UNH	United Health Group Inc.	reports	Health Care	Managed Health Care	Minnetonka, Minnesota	01.07.94	731766.0	1977	True	False	True
UNM	Unum Group	reports	Financials	Life & Health Insurance	Chattanooga, Tennessee	01.03.94	5513.0	1999	True	False	False
UNP	Union Pacific Corp	reports	Industrials	Railroads	Omaha, Nebraska	04.03.57	100885.0	1862	True	False	False
UPS	United Parcel Service	reports	Industrials	Air Freight & Logistics	Atlanta, Georgia	22.07.02	1090727.0	1907	True	False	False
URI	United Rentals, Inc.	reports	Industrials	Trading Companies & Distributors	Stamford, Connecticut	20.09.14	1067701.0	1997	True	False	False
USB	U.S. Bancorp	reports	Financials	Diversified Banks	Minneapolis, Minnesota		36104.0	1968	True	False	False
V	Visa Inc.	reports	Information Technology	Data Processing & Outsourced Services	San Francisco, California	21.12.09	1403161.0	1958	True	False	True
VAR	Varian Medical Systems	reports	Health Care	Health Care Equipment	Palo Alto, California	12.02.07	203527.0	1948	True	False	False
VFC	VF Corporation	reports	Consumer Discretionary	Apparel, Accessories & Luxury Goods	Greensboro, North Carolina	30.06.79	103379.0	1899	True	False	False
VIAC	ViacomCBS	reports	Communication Services	Movies & Entertainment	New York, New York		1339947.0	1952	True	False	False
VLO	Valero Energy	reports	Energy	Oil & Gas Refining & Marketing	San Antonio, Texas		1035002.0	1980	True	False	False
VMC	Vulcan Materials	reports	Materials	Construction Materials	Birmingham, Alabama	30.06.99	1396009.0	1909	True	False	False
VNO	Vornado Realty Trust	reports	Real Estate	Office REITs	New York, New York		899689.0	1982	True	False	False
VRSK	Verisk Analytics	reports	Industrials	Research & Consulting Services	Jersey City, New Jersey	08.10.15	1442145.0	1971	True	True	False
VRSN	Verisign Inc.	reports	Information Technology	Internet Services & Infrastructure	Dulles, Virginia	01.02.06	1014473.0	1995	True	True	False
VRTX	Vertex Pharmaceuticals Inc	reports	Health Care	Biotechnology	Cambridge, Massachusetts	23.09.13	875320.0	1989	True	True	False
VTR	Ventas Inc	reports	Real Estate	Health Care REITs	Chicago, Illinois	04.03.09	740260.0	1998	True	False	False
VZ	Verizon Communications	reports	Communication Services	Integrated Telecommunication Services	New York, New York	30.11.83	732712.0	1877	True	False	True
WAB	Wabtec Corporation	reports	Industrials	Construction Machinery & Heavy Trucks	Wilmerding, Pennsylvania	27.02.19	943452.0	1869	True	False	False
WAT	Waters Corporation	reports	Health Care	Health Care Distributors	Milford, Massachusetts		1000697.0	1958	True	False	False
WBA	Walgreens Boots Alliance	reports	Consumer Staples	Drug Retail	Deerfield, Illinois	31.12.79	1618921.0	2014	True	True	True
WDAY	Workday, Inc.								False	True	False
WDC	Western Digital	reports	Information Technology	Technology Hardware, Storage & Peripherals	Irvine, California	01.07.09	106040.0	1970	True	True	False
WEC	WEC Energy Group	reports	Utilities	Electric Utilities	Milwaukee, Wisconsin	31.10.08	783325.0	1896	True	False	False
WELL	Welltower Inc.	reports	Real Estate	Health Care REITs	Toledo, Ohio	30.01.09	766704.0	1970	True	False	False
WFC	Wells Fargo	reports	Financials	Diversified Banks	San Francisco, California	30.06.76	72971.0	1852	True	False	False
WHR	Whirlpool Corp.	reports	Consumer Discretionary	Household Appliances	Benton Harbor, Michigan		106640.0	1911	True	False	False
WLTW	Willis Towers Watson	reports	Financials	Insurance Brokers	London, United Kingdom	05.01.16	1140536.0	2016	True	False	False
WM	Waste Management Inc.	reports	Industrials	Environmental & Facilities Services	Houston, Texas		823768.0	1968	True	False	False
WMB	Williams Companies	reports	Energy	Oil & Gas Storage & Transportation	Tulsa, Oklahoma	31.03.75	107263.0	1908	True	False	False
WMT	Walmart	reports	Consumer Staples	Hypermarkets & Super Centers	Bentonville, Arkansas	31.08.82	104169.0	1962	True	False	True
WRB	W. R. Berkley Corporation	reports	Financials	Property & Casualty Insurance	Greenwich, Connecticut	05.12.19	11544.0	1967	True	False	False
WRK	WestRock	reports	Materials	Paper Packaging	Richmond, Virginia		1636023.0	2015	True	False	False
WST	West Pharmaceutical Services	reports	Health Care	Health Care Supplies	Exton, Pennsylvania	22.05.20	105770.0	1923	True	False	False
WU	Western Union Co	reports	Information Technology	Data Processing & Outsourced Services	Englewood, Colorado	29.09.06	1365135.0	1851	True	False	False
WY	Weyerhaeuser	reports	Real Estate	Specialized REITs	Federal Way, Washington		106535.0	1900	True	False	False
WYNN	Wynn Resorts Ltd	reports	Consumer Discretionary	Casinos & Gaming	Paradise, Nevada	14.11.08	1174922.0	2002	True	False	False
XEL	Xcel Energy Inc	reports	Utilities	Multi-Utilities	Minneapolis, Minnesota	04.03.57	72903.0	1909	True	True	False
XLNX	Xilinx	reports	Information Technology	Semiconductors	San Jose, California	08.11.99	743988.0	1984	True	True	False
XOM	Exxon Mobil Corp.	reports	Energy	Integrated Oil & Gas	Irving, Texas	04.03.57	34088.0	1999	True	False	True
XRAY	Dentsply Sirona	reports	Health Care	Health Care Supplies	Charlotte, North Carolina	14.11.08	818479.0		True	False	False
XRX	Xerox	reports	Information Technology	Technology Hardware, Storage & Peripherals	Norwalk, Connecticut		108772.0	1906	True	False	False
XYL	Xylem Inc.	reports	Industrials	Industrial Machinery	White Plains, New York	01.11.11	1524472.0	2011	True	False	False
YUM	Yum! Brands Inc	reports	Consumer Discretionary	Restaurants	Louisville, Kentucky	06.10.97	1041061.0	1997	True	False	False
ZBH	Zimmer Biomet Holdings	reports	Health Care	Health Care Equipment	Warsaw, Indiana	07.08.01	1136869.0	1927	True	False	False
ZBRA	Zebra Technologies	reports	Information Technology	Electronic Equipment & Instruments	Lincolnshire, Illinois	23.12.19	877212.0	1969	True	False	False
ZION	Zions Bancorp	reports	Financials	Regional Banks	Salt Lake City, Utah	22.06.01	109380.0	1873	True	False	False
ZM	Zoom Video Communications								False	True	False
ZTS	Zoetis	reports	Health Care	Pharmaceuticals	Florham Park, New Jersey	21.06.13	1555280.0	1952	True	False	False
