likes,reposts,text,I
4333,211,"Тот человек, кого ты любишь во мне, конечно, лучше меня: я не такой. Но ты люби, и я постараюсь быть лучше себя.

 Михаил Пришвин",True
1935,50,"Всякий раз, когда человек допускает глупость, он делает это из самых благородных побуждений.

Оскар Уайльд 
«Портрет Дориана Грея»",False
3503,140,"Когда человеком владеет одна мысль, он находит её во всём.

Виктор Гюго 
«Собор Парижской Богоматери»",False
1740,58,"Чтобы понять, есть ли у животных душа, надо самому иметь душу.

Альберт Швейцер",False
3096,139,"Красив несовершенный, гениален безумный, и лучше быть смешным, чем абсолютно скучным.

Мэрилин Монро",False
1886,63,"Дикари друг друга едят, культурные люди — обманывают, и это называется течением жизни.

Артур Шопенгауэр
«Афоризмы житейской мудрости»",False
3514,135,"Любые отношения начинаются с облака надежды и безумства иллюзий.

 Одри Ниффенеггер «Соразмерный образ мой»",False
2584,106,"Можно ли представить себе нечто более смехотворное, чем мнение того или иного человека? Человек думает, что он что-то знает, но на самом деле он не знает ничего.

Вирджиния Вулф «По морю прочь»",False
2513,165,"Возлюби ближнего своего — это значит оставь ближнего своего в покое. И как раз эта деталь добродетели связана с наибольшими трудностями.

 Фридрих Вильгельм Ницше",False
4994,181,"Мне становится страшно, когда ты молчишь,
будто сказано было последнее слово.
и мне нужно хоть чем-то нарушить тишь
и мне нужно твой голос услышать снова.

Ах Астахова",False
4857,143,"Всегда кто-нибудь любит сильнее, чем любят его. И наступает час, когда хочется уничтожить то, что ты любишь, чтобы оно тебя больше не мучило.

Рэй Брэдбери",False
1722,42,"Когда солнце светит, ещё не так плохо, но солнце-то светит, только когда ему вздумается.

Джером Д. Сэлинджер ""Над пропастью во ржи""",False
6468,241,"Кто счастлив сам, другим зла не желает. 

Л. Толстой",False
2000,39,"Никто не спорит так долго, как два человека, не знающие, о чём они спорят.

Леон Баттиста Альберти",False
2771,86,"Я была слишком прямодушна с мужчинами и слишком доверяла им. Каждый раз мне хотелось верить им, словно это было в первый раз. Чтобы избавиться от этой слабости, потребовалось освоить искусство лицемерия.

Мишель Мерсье",True
3277,135,"Одну и ту же глупость не следует совершать дважды; в конце концов выбор достаточно велик.

Жан Поль Сартр",False
1302,31,"Я не богат и чувствую, что готов на все жертвы. 

И.С.Тургенев ""Отцы и дети""",True
2312,87,"Совершенно сошел с ума. Из-за меня. Я - его безумие. Годы напролет он искал,во что бы воплотить свое безумие. И нашел меня. 

Джон Фаулз ""Коллекционер""",True
4162,133,"Ради бога, не надо со мной дружить, это не развивает меня как женщину. 

Ринат Валиуллин ""Где валяются поцелуи""",False
6866,381,"- Что бы ты хотела от жизни?
- Домик у моря с видом на настоящего мужчину.

Ринат Валиуллин ""Где валяются поцелуи""",False
3704,163,"Уметь переносить несовершенство других, есть признак высшего достоинства.

Гуго Винклер",False
3583,140,"А не обязательно выставлять напоказ всё, что знаешь. Женщине это не к лицу. И во-вторых, людям вовсе не по вкусу, когда кто-то умней их.

Харпер Ли
«Убить пересмешника»",False
979,17,"Горе тому, кто хочет сохранить своеобразие!

Эжен Ионеско ""Носороги""",False
1198,22,"Дэзи! Вернись! Вернись, моя маленькая Дэзи! Ты даже не позавтракала! Дэзи, не оставляй меня одного! Ты же мне обещала! Дэзи! Дэзи!

Эжен Ионеско ""Носороги""",False
2756,129,"Вот оно, это странное ощущение. Я сплетаю различные части себя в единое целое, будто шнурки завязываю. Часть меня задыхается, но другая чувствует силу. 

Вероника Рот ""Мятежная""",True
3610,137,"Я хочу ощутить хоть что-нибудь. Страх, гнев, печаль. Но внутри меня пустота. Я чувствую только одно - надо идти дальше. 

  Вероника Рот ""Мятежная""",True
1862,59,"Обещанные на словах дела, лишь нечестивый может не исполнить. 

Аневито Кем",False
6017,257,"В чем отказала я тебе,
скажи?
Ты целовать просил —
я целовала.
Ты лгать просил,—
как помнишь, и во лжи
ни разу я тебе не отказала.
Всегда была такая, как хотел:
хотел — смеялась,
а хотел — молчала...
Но гибкости душевной есть предел,
и есть конец у каждого начала.
Меня одну во всех грехах виня,
все обсудив
и все обдумав трезво,
желаешь ты, чтоб не было меня...
Не беспокойся — я уже исчезла.

В. Тушнова",True
5607,209,"Какую власть имеет человек, который даже нежности не просит!

А. Ахматова",False
3195,87,"Мужчина входит в жизнь женщины и устраивает в ней свою собственную.

Луиза Франсуаза де Ла Бом Ле Блан",False
3385,199,"— А как же ты можешь разговаривать, если у тебя нет мозгов? — спросила Дороти.
 — Не знаю, — ответило Чучело, — но те, у кого нет мозгов, очень любят разговаривать.

Лаймен Фрэнк Баум
«Волшебник страны Оз»",False
1753,61,"Коли все думают одинаково, значит, никто особенно и не думает.

 Уолтер Липпман",False
2323,86,"Она изобразила на лице вежливую улыбку, за которой, как за хорошей ширмой, можно было думать о чём-то своём.

 Дорис Лессинг
«Лето перед закатом»",False
1903,33,"Она ждала признания в любви, которое всегда так сильно и приятно волнует сердца молодых девушек,все равно,отвечает ли их сердце взаимностью на это признание или нет.

Александр Куприн, Молох",False
2971,117,"— А потом однажды утром он устал… Очень, очень устал и упал с крыши…
— Упал или прыгнул?
— Он был деликатным человеком — он упал.

Анна Гавальда. ""Просто вместе""",False
2760,105,"Наивность и простота не верят в обман.

Джудит Макнот
«Нечто чудесное»",False
1915,52,"Видишь ли, если ты приучишь собаку есть картошку, а потом положишь ей кусок мяса, то она все ж таки схватит мясо, потому что это у нее в крови. А если ты даешь человеку кусочек власти, с ним будет то же самое: он за нее ухватится. 

Э.М.Ремарк ""На западном фронте без перемен""",False
4833,189,"Все проходит, да не все забывается.

""Темные аллеи"" Иван Бунин",False
2508,71,"Думаю, что и я потерял в тебе самое дорогое, что имел в жизни.

""Темные аллеи"" Иван Бунин",True
2091,106,"Человек живёт на семьдесят пять процентов исходя из своих фантазий, и только на двадцать пять — исходя из фактов; в этом его сила и его слабость.

Эрих Мария Ремарк
«Чёрный обелиск»",False
1715,79,"Пусть вокруг меня всё однообразно и серо, зато во мне самом бушует буря, кипит борьба, разыгрывается трагедия.

Виктор Гюго
«Последний день приговорённого к смерти»",False
2224,106,,False
2169,73,"Если чего-то хочется, значит, имеешь право. Если хочется что-нибудь сделать, имеешь право сделать.

 Брет Истон Эллис «Ниже нуля»",False
4205,146,"Первый признак истинной любви у молодого человека — робость, у молодой девушки — смелость. Это удивительно и в то же время очень просто. Два пола, стремясь сблизиться, заимствуют недостающие им свойства друг у друга.

Виктор Гюго «Отверженные»",False
2447,112,"Дурак имеет великое преимущество перед человеком образованным: он всегда доволен собой.

Наполеон,  Бонапарт",False
5040,150,"Глупо, конечно, скучать по человеку, с которым ты ни фига не ладишь. Но не знаю....все же хорошо, когда у тебя есть кто-то, с кем в любой момент можно поругаться.

Джон Грин. В поисках Аляски",False
1726,34,"Я наиболее остро ощущал несправедливость мира, ведь со мной обошлись абсолютно нечестно: я полюбил девушку, она была готова полюбить меня, но не могла из-за собственной смерти...

Джон Грин.В поисках Аляски",True
2299,64,"Я расплакался и скулил, чувствуя даже не столько печаль ,сколько боль. Было именно больно, как будто меня били.

Джон Грин. В поисках Аляски",True
2048,73,"В общем, к концу второго дня я уже хотел не себя убивать, а других. Это уже более здравое желание, вы не находите?

Ник Хорнби. “Долгое падение.”",True
2507,124,"Прощение нужно прежде всего прощающему, оно освобождает от того, что пожирает тебя живьем, что убивает в тебе радость и способность любить в полной мере и открыто.

Уильям Пол Янг ""Хижина"".",False
4028,116,"Я боялся, что уже никогда не полюблю, теперь боюсь, что влюбился навсегда. В девушку, которую ещё даже не поцеловал!

Фредерик Бегбедер. Романтический эгоист",True
3008,110,"Просить помощи у других - самая страшная и неприятная вещь в жизни.

Рубен Давид Гонсалес Гальего  «Белое на черном»",False
2977,121,"Никогда. Страшное слово. Самое страшное из всех слов человеческой речи. Никогда. Слово это сравнимо только со словом «смерть». Смерть – одно большое «никогда».

Рубен Давид Гонсалес Гальего «Белое на черном»",False
5262,189,"Жить в одиночестве куда лучше ,чем жить среди невыполненных обещаний и поддельной любви.

Бернард Шоу",False
3901,86,"Иногда и любовь не в радость, не правда ли?

 Эрих Мария Ремарк
«Триумфальная арка»",False
2938,44,"Каждая девочка знает всё о любви; с годами возрастает лишь способность страдать от неё.

Франсуаза Саган",False
3407,94,"Вот в эту самую минуту, когда мы здесь дышим, есть люди, которые задыхаются.

Константин Бальмонт",False
4915,157,"Хотелось обнять ее и прижаться изо всех сил. Я сделал это, но желание все равно осталось.

Павел Санаев «Похороните меня за плинтусом»",True
5160,162,"Посылаю тебе безымянный прощальный поклон с берегов неизвестно каких. Да тебе и неважно.

Иосиф Бродский",False
3702,127,"Лучшие мои чувства, боясь насмешки, я хоронил в глубине сердца: они там и умерли.

Михаил Лермонтов.",True
1916,95,"Странно, именно в такие пасмурные, холодные дни депрессии у меня никогда не бывало. В ненастье я чувствую, что природа словно в согласии со мной, с тем, что на душе. И наоборот — стоит появиться солнцу, когда на улицах играет детвора, когда все радуются чудесному дню, я чувствую себя ужасно. Такая вот несправедливость: вокруг все это великолепие — но мне в нем места нет.

Пауло Коэльо. Вероника решает умереть",True
3283,106,"я на свой лад сентиментален и скорее сделаю крюк в десять кварталов, только бы не пройти под балконами дома, где я был счастлив

Хулио Кортасар, ""Выигрыши"".",True
1816,48,"— Любовь — еще старей:
Старей! — камней, старей — морей…
Но боль, которая в груди,
Старей любви, старей любви.

Марина Цветаева",False
2513,111,"И кажется,весь мир смотрит на меня,притаился и ждет,чтобы я понял его...

А.П.Чехов",True
3204,168,"Когда-то Иосифа Бродского спросили:
- Над чем вы работаете?
Поэт ответил:
- Над собой.",False
1947,59,Я так давно не слышал тишину. (с),True
3765,119,"— Я тебе противен после всего этого, правда?
 — Это было испытание.
 — Чему? Выдержке?
 — Нет, чувству.

Михаил Шолохов «Тихий Дон»",True
3855,125,"Я все помню. Вот только зачем?

Эльчин Сафарли, ""Если бы ты знал""",True
897,27,"- Насколько ты лучше меня, моя лапушка, - сказала она.
Майкл улыбнулся своей милой дружелюбной улыбкой и покачал головой.
- Нет, дорогая, у меня был замечательный профиль, но у тебя есть огромный талант.
Джулия засмеялась. Это даже забавно - разговаривать с человеком, который никогда не догадывается, о чем идет речь.

C. Моэм, ""Театр""",False
5259,285,"Кто из вас в своей жизни хоть раз пилил опилки? Конечно, никто не может пилить опилки. Они уже напилены. То же самое с прошлым. Когда вы начинаете беспокоиться о вещах, которые уже прошли, вы занимаетесь тем, что пилите опилки.

 Дейл Карнеги",False
5403,152,"Наверно, я бы раньше сообразил, что она дура, если бы мы столько не целовались. 

Джером Д. Сэлинджер ""Над пропастью во ржи""",True
2129,67,"Больше всего мне хотелось покончить с собой. Выскочить в окно. Я, наверно, и выскочил бы, если б я знал, что кто-нибудь сразу подоспеет и прикроет меня, как только я упаду. Не хотелось, чтобы какие-то любопытные идиоты смотрели, как я лежу весь в крови. 

Джером Д. Сэлинджер ""Над пропастью во ржи""",True
1448,80,"Сам того не понимая, он приобрел прекраснейшую привычку на свете – привычку читать; он и не подозревал, что нашел самое надежное убежище от всяческих зол; не знал он, правда, и того, что создает для себя вымышленный мир, рядом с которым подлинный мир может принести ему только жестокие разочарования.

Сомерсет Моэм, «Бремя страстей человеческих»",False
1973,100,"Ведь это иллюзия, будто юность всегда счастлива, – иллюзия тех, кто давно расстался с юностью; молодые знают, сколько им приходится испытывать горя, ведь они полны ложных идеалов, внушенных им с детства, а придя в столкновение с реальностью, они чувствуют, как она бьет их и ранит.

Сомерсет Моэм, «Бремя страстей человеческих»",False
3714,271,"Когда вы станете старше, вы поймете, что в мире можно хоть как-нибудь жить только при одном непременном условии: надо понять, что эгоизм – это естественное свойство человека. Вы требуете бескорыстия от других, но это ведь чудовищная претензия: вы хотите, чтобы они пожертвовали своими желаниями ради ваших. С какой стати? Когда вы примиритесь с мыслью, что каждый живет только для себя, вы будете куда снисходительнее к своим ближним. Они перестанут обманывать ваши надежды, и вы начнете относиться к ним куда милосерднее. Люди стремятся в жизни только к одному – к наслаждению.

Сомерсет Моэм, «Бремя страстей человеческих»",False
2954,119,"Одна из странных особенностей жизни заключается в том, что порой вы встречаетесь с кем-нибудь ежедневно на протяжении долгих месяцев, сходитесь так близко, что, кажется, уж не можете друг без друга жить, но вот наступает разлука и все идет по-прежнему, как ни в чем не бывало: дружба, без которой вы не могли обойтись, на поверку вам совсем и не нужна. Жизнь течет своим чередом, и вы даже не замечаете отсутствия друга.

Сомерсет Моэм, «Бремя страстей человеческих»",False
2246,73,"Бог отступается от того, кто сам от себя отступается.

Александр Дюма ""Три мушкетера""",False
7442,266,"Какая есть. Желаю вам другую,
Получше.
И счастьем не торгую.

Анна Ахматова.",False
3320,117,"Я заговорил об этом потому,что за последние недели мог убедиться, какое это чудо - быть вместе. я не могу их больше выносить,эти получасовые встречи! Я хочу больше получать от тебя! Я хочу ,чтобы ты  постоянно была со мной, мне надоели эти хитроумные прятки любви, они мне противны , они мне не нужны ,мне нужна ты , ты и только ты, мне никогда не хватит тебя,и я не хочу обходиться без тебя и минуты.

Эрих Мария Ремарк. ""Три товарища""",True
4428,172,"-Значит..рассказывать дальше?
-Если..если хотите. Но воспоминания мучительны для Вас.
-А Вы думаете, я забываю об этом, когда молчу?

Э.Войнич ""Овод""",True
2375,98,"И должен ли прочесть я эти сотни книг,
Чтоб убедиться в том, что в мире всё страдало
Всегда, как и теперь, и что счастливых мало?

Иоганн Вольфгант Гёте ""Фауст""",False
3159,63,"Но может так случиться, что какой-нибудь прекрасный юноша в поисках своей судьбы наткнётся однажды на мой дом, на мою комнату, а я тут как тут - сижу и жду его.

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",True
1792,31,"Ненавижу выходные - их придумали люди, у которых нет дел.

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",False
1980,59,"Что за жизнь: стоит заломить человеку руку, как он лижет тебе задницу.

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",False
1956,29,"Еще купила бальзам с эффектом пухлых губ. Интересно, если выдавить весь бальзам на грудь, получится ли эффект пышной груди?

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",False
2557,28,"У меня ещё ничего не было с парнями, а меня от них уже тошнит

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",False
1576,57,"Догадываюсь, какой конец меня ожидает. Как в старинных драмах, что мы проходим по литературе. Я буду жить в домике у моря, старая, больная и всеми забытая, буду сидеть у окна и грустно смотреть на плещущее море

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",True
2240,79,"-По-моему, она мне не верит. Будто я вру.
-Так ты и врешь.
-Не придирайся к словам.

Луис Реннисон ""Ангус, стринги и поцелуй взасос""",True
2861,108,"Вечно остается то, от чего нельзя уйти.

Джек Лондон ""Смирительная рубашка""",False
2195,39,"Всегда неприятно видеть, что человек, которого ты считаешь хуже и ниже себя, любит или ненавидит то же, что и ты и, таким образом, становится похож на тебя.

Максим Горький
«Челкаш»",False
1798,127,"""С некоторых пор он понял одну существенную вещь: умный и взрослый человек отличается от неумного или невзрослого тем, что ясно сознает мотивы своих поступков. И, разумеется, предвидит их последствия""

Б.Акунин ""Планета Вода""",False
1868,23,"Всегда трагедия, когда умирает кто-то молодой, у которого вся жизнь впереди.

Люси Кларк ""Виновато море""",False
2272,83,"Сказать человеку в глаза всю правду порою больше, чем долг, - это удовольствие.

Оскар Уайльд",False
1327,71,"Что такое женщина как не враг дружбы, неизбежное наказание, необходимое зло, естественное искушение, желательное бедствие, домашняя опасность, усладительный вред, зло природы, окрашенное в красивые краски?

Иоанн Златоуст",False
1389,66,"А мы всегда немного в стороне, всегда по ту сторону окна. Мы не хотим смешиваться с другими. Нам наше положение, по ту сторону окна, – очень нравится

Д. Хармс",False
2122,57,"Я чувствую себя хорошо и спокойно, но только до тех пор, пока сижу в своей комнате. Стоит пройтись по улице, и я прихожу обратно злой и раздраженный

Хармс",True
2581,102,"Мне, главное, не хотелось бы, чтобы думали, что я что-нибудь хочу доказать. Я ничего не хочу доказывать, я просто хочу жить; никому не делать зла, кроме себя. Это я имею право, не правда ли?

Л. Толстой. Анна Каренина",True
3485,165,"Когда я кажусь себе гениальным, я иду мыть посуду. 

Булат Окуджава",True
4403,208,"Лечите ярость своим молчанием.

Али ибн Абу Талиб",False
2981,80,"А у моей и вашей души нет общих точек соприкосновения. 

А. П.Чехов. Вишневый сад",False
3712,111,"-Я люблю тебя, - сказал я
-Это пройдет, - ответила она и положила трубку.

Юрий Иосифович Вибзор",False
4231,102,"Даже не знаю, что заденет меня больнее — увидеть его грустным или счастливым?

Хелен Уолш «Низость»",False
7473,270,"Не знаю, чего я боюсь больше-увидеть тебя снова или не увидеть вообще.

""Одна встреча""",True
3001,91,"Любящий никогда не причинит боли любимому; каждый из нас ответственен за чувства, которые испытывает, и обвинять в этом другого мы не имеем права.

 Пауло Коэльо
«Одиннадцать минут»",False
2450,90,"Давно поведали нам древние мужи:
Превыше тела красота души. 

Аневито Кем",False
4812,140,"Возвращаются все, кроме лучших друзей,
Кроме самых любимых и преданных женщин.
Возвращаются все, - кроме тех, кто нужней.

Высоцкий",False
1926,74,"Не знаю, что лучше — зло ли, приносящее пользу, или добро, приносящее вред.

 Микеланджело Буонарроти",False
2385,103,"Все чувствовать, на все откликнуться - и от всего отказаться...

Колин Маккалоу ""Поющие в терновнике""",False
1266,50,"Когда навязчивые иллюзии появляются у одного человека, это сумасшествие. Когда они появляются сразу у многих, это религия.

Роберт Мейнард Пирсиг",False
3818,139,"Хорошо чувствуешь себя в своей шкуре, пока есть человек, который эту шкуру гладит, согревает её своим теплом.

Франсуаза Саган ""Ангел-хранитель""",False
2189,87,"Тому, кто любит жизнь, никогда не хватит слов, чтоб её описать. 

Франсуаза Саган ""Ангел-хранитель""",False
5092,151,"Бывшие - это мозоли, которые начинают ныть, как только наденешь новые туфли. 

Валиуллин Ринат ""Соло на одной клавише""",False
3794,142,"Да того самовлюбленные, что больше ничьей любви вам не требуется.

Колин Маккалоу ""Поющие в терновнике""",False
1828,89,"Мой взгляд обратился к облакам. Я больше не слышал гула толпы. И подумал, что этот мир всё равно обречён: они продолжат загрязнять его — по глупости, из жадности, из-за непонимания.

 Бернар Вербер
«Рай на заказ»",True
3572,181,"Конечно же, ты прав, мой милый, люди, -кто их знает, почему они так созданы, - люди страдали бы гораздо меньше, если бы не развивали в себе так усердно силу воображения, не припоминали бы без конца прошедшие неприятности, а жили бы безобидным настоящим.

""Фауст"". Гёте.",False
3533,149,"Настоящее перед нашими глазами. Оно таково, что глаза эти хочется закрыть.

Михаил Булгаков
«Белая гвардия»",False
3585,125,"-А что такое свободные отношения? 
-Это когда, как бы ты к человеку ни относилась, он тебе в любой момент может сказать: ""Свободна!""

Валиуллин Ринат ""Пятое время года""",False
4697,209,"Утомлено не тело, без сил осталась душа.

Колин Маккалоу ""Поющие в терновнике""",False
1908,93,"Я полагаю, что каждое полотно, натюрморт, ландшафт, всё что угодно — в самой глубине души автопортрет.

 Туве Янссон «Лодка и я»",True
3505,132,"Люди редко говорят то, что хотели сказать на самом деле.

 Клайв Льюис
«Пока мы лиц не обрели»",False
1990,50,"Когда солнце светит, ещё не так плохо, но солнце-то светит, только когда ему вздумается.

Дэвид Сэлинджер ""Над пропастью во ржи""",False
1445,24,"Будь у человека хоть миллион лет в распоряжении, все равно ему не стереть всю похабщину со всех стен на свете. Невозможное дело.

Дэвид Сэлинджер ""Над пропастью во ржи""",False
2618,137,"О, как убийственно мы любим, 
Как в буйной слепоте страстей 
Мы то всего вернее губим, 
Что сердцу нашему милей! 

Давно ль, гордясь своей победой, 
Ты говорил: она моя... 
Год не прошел - спроси и сведай, 
Что уцелело от нея? 

Куда ланит девались розы, 
Улыбка уст и блеск очей? 
Все опалили, выжгли слезы 
Горючей влагою своей. 

Ты помнишь ли, при вашей встрече, 
При первой встрече роковой, 
Ее волшебный взор, и речи, 
И смех младенчески живой? 

И что ж теперь? И где все это? 
И долговечен ли был сон? 
Увы, как северное лето, 
Был мимолетным гостем он! 

Судьбы ужасным приговором 
Твоя любовь для ней была, 
И незаслуженным позором 
На жизнь ее она легла! 

Жизнь отреченья, жизнь страданья! 
В ее душевной глубине 
Ей оставались вспоминанья... 
Но изменили и оне. 

И на земле ей дико стало, 
Очарование ушло... 
Толпа, нахлынув, в грязь втоптала 
То, что в душе ее цвело. 

И что ж от долгого мученья 
Как пепл, сберечь ей удалось? 
Боль, злую боль ожесточенья, 
Боль без отрады и без слез! 

О, как убийственно мы любим, 
Как в буйной слепоте страстей 
Мы то всего вернее губим, 
Что сердцу нашему милей! 

Первая половина 1851
Тютчев Фёдор",False
3101,116,"Не забудьте погасить мир перед сном.

Макс Фрай ""Энциклопедия мифов""",False
5335,100,"Если он не звонит, надо просто перестать о нём думать. Это всё, что вы должны сделать. Вот так просто.

Йегуда Берг",False
3936,100,"Никогда не встречалась после с теми, которых когда-то любила. Это нехорошие встречи, все равно как бы с покойниками. 

Максим Горький «Старуха Изергиль»",False
2072,69,"Джин и только джин. Расширяет сосуды, взаимопонимание и сердце.

Франсуаза Саган ""Сиреневое платье Валентины""",False
1686,41,"Наверно, любить - это всего лишь думать вот так: ""Я люблю его"". Всего лишь, но только в этом спасение.

Франсуаза Саган ""Смутная улыбка""",False
2783,111,"Древние греки считали, безрассудная любовь — грех перед богами. И ещё, помните: если кого-то вот так безрассудно полюбить, боги ревнуют и непременно губят любимого во цвете лет. Это всем нам урок, Мэгги. Любить свыше меры — кощунство.

 Колин Маккалоу
«Поющие в терновнике»",False
1359,30,"Даже когда ты атеист, это еще не значит, что тебе не может хотеться, чтобы у вещей была цель.

Джонатан Сафран Фоер",False
2230,91,"Естественно, много раз я был в отчаянии, хотел покончить с собой, приходил в ярость. Из-за плохого обращения, грязи, жестокости, и особенно из-за ожидания, самым тяжелым оказалось ожидание. Но я выжил. Потому, что цеплялся за то, что делает меня человеком.

К/ф ""Скафандр и бабочка""",True
3579,140,"А время уходит, и рано или поздно ты начинаешь задумываться — эти секунды, минуты, часы, дни, недели, месяцы, годы и десятилетия — так ли ты потратил их, как должен был?

Сесилия Ахерн ""Не верю. Не надеюсь. Люблю""",False
3114,89,"Мне казалось, что мое сердце бьется в твоих руках. Разве ты этого не чувствовал?

Джек Лондон, ""Сердца трех""",False
4680,239,"Ты должен найти решение в самом себе - почувствовать, что будет правильно. Научись доверять себе. 

Дэниел Киз ""Цветы для Элджернона""",False
4890,164,"Если не удается сойтись поближе,люди расходятся подальше.

Франц Кафка",False
2381,62,"Только в разговоре мы обмениваемся суждениями, а в постели — чувствами.

 Дэвид Герберт Лоуренс
«Любовник леди Чаттерли»",False
3924,209,"У меня такое чувство, будто я оказалась среди людей, которые собираются жить вечно. Во всяком случае, они так себя ведут. Их настолько занимают деньги, что они забыли о жизни.

 Эрих Мария Ремарк «Жизнь взаймы»",True
4972,184,"Вы мне сейчас — самый близкий, вы просто у меня больнее всего болите.

Марина Цветаева",False
4686,159,"В общем, добрела я до ванны, плюхнулась в воду и решила утопиться. И тут вдруг вспомнила, что у меня припасено несколько кусочков вчерашнего шоколадного пирога! Что бы ни говорили, а на свете есть еще вещи, ради которых стоит жить!

Сесилия Ахерн ""Не верю.Не надеюсь.Люблю.""",True
2842,72,"Перемену в человеке замечаешь после разлуки, а если видишься с ним все время, изо дня в день, не заметишь, потому что меняется он постепенно. 

Кен Кизи ""Над кукушкиным гнездом""",False
2871,95,"О вкусах не спорят: из-за вкусов бранятся, скандалят и ругаются.

Гилберт Кит Честертон",False
1918,53,"Страсть делает наилучшие наблюдения и наихудшие выводы.

 Жан Поль 
(Иоганн Пауль Фридрих Рихтер)",False
6018,284,"Постарайся получить то, что любишь. Или придётся полюбить то, что получил.

 Джордж Бернард Шоу",False
2736,108,"Смерть более универсальна чем жизнь - все умирают, но не все живут.

Эндрю Сакс.",False
4575,258,"Мои глаза в тебя не влюблены, -
Они твои пороки видят ясно.
А сердце ни одной твоей вины
Не видит и с глазами не согласно.
Ушей твоя не услаждает речь.
Твой голос, взор и рук твоих касанье,
Прельщая, не могли меня увлечь
На праздник слуха, зренья, осязанья.
И все же внешним чувствам не дано -
Ни всем пяти, ни каждому отдельно -
Уверить сердце бедное одно,
Что это рабство для него смертельно.

В своем несчастье одному я рад,
Что ты - мой грех и ты - мой вечный ад.

Уильям Шекспир",True
2709,90,"Сколько вас, друзей моих побед, утонуло во вчерашнем горе?

Аневито Кем",False
4714,129,"Разумеется, человека можно любить, — если знаешь его не слишком близко.

 Чарльз Буковски",False
3369,142,"Одиночество придаёт нам большую чёрствость по отношению к самим себе и большую ностальгию по людям: в обоих случаях оно улучшает характер.

Фридрих Вильгельм Ницше",False
8369,266,"Когда ты не получаешь от человека взаимности, ты постепенно отвыкаешь от него.

Стейс Крамер ""50 дней до моего самоубийства""",False
4406,105,"Господи, ну сколько можно уже ошибаться в людях?! Пора бы давно понять, что все люди - твари, которые пользуются тобой. 

Стейс Крамер ""50 дней до моего самоубийства""",False
