Time	Location	Type_of_bomb	Damage	x	y
18:44	Vesey Street, Poplar E14, London, UK	IB	A number of IB bombs burned out on road	-0.017068	51.507693
18:45	Brunswick Square, WC1, London, UK	EB	back room of 5th floor and contents slihghtly damaged 2x1 roof damage	-0.121767	51.524485
18:45	Brunswick Square, WC1, London, UK	EB	2x2 roadway damage and some buildings lightly damaged	-0.121767	51.524485
18:45	Tamar Street, Charlton, SE7, London, UK	EB 	30x20 of roadway and paving severely damaged	0.031001	51.486784
18:45	Holbeach Road Catford, SE6, London, UK	-	2x2 pavement damage	-0.025584	51.443299
18:45	Catford Greyhound Staium, Catford SE6, London, UK	-	Falling Shrapnel	-0.025584	51.443299
18:45	Mountsfeild park, Catford SE6, London, UK	-	unexplodedbomb on enclosed ground at rear of premises	-0.025584	51.443299
18:45	7, King John Street, Poplar, Greater London, E1 3, London, UK	IB	Water Closet and contents slightly damaged. 2 x 1 ft of roof by breakage in yard	0.049713	51.503685
18:46	276 Newcros Road, Newcross SE14, London, UK	IB	2x2 damage	-0.040451	51.475426
18:46	131, St Leonards Street, Leonards RD, Poplar, E14, London, UK	IB	Pawnbrokers- Shop and house of 7 rooms about 5/6 and contents severely damaged.	-0.017068	51.507693
18:47	Deptford Church Street, SE8, London, UK	IB	Southern Rail. Railway arch damaged	-0.12766	51.507351
18:47	Emmott Street E1, London, UK	IB	1 x 1 ft of tarmac damaged	-0.037011	51.522434
18:47	Molassine Wharf, Greenwich, SE, London, UK	Unknown enemy action	Tow dumb barges, damaged and sunk	-0.007492	51.480323
18:47	Molassine Wharf, Greenwich, SE, London, UK	Unknown enemy action	Two dumb barges damaged	-0.007492	51.480323
18:47	A Yard Millwall Docks, E14, London, UK	EB	"Port of London Authority. ""A"" Shed, awarehouse of two floors 400x60 damaged"	0.060789	51.501055
18:50	Newcross Gate Railway Station, Newcross, SE14, London, UK	EB	Owned by Southern Railway, booking hall, platform and a building damaged by explosion	-0.13614	51.530038
18:50	103 Skidmore Street, Stepney E1, London, UK	IB	House of 6 rooms. Back room and contents, severely damaged.	-0.052569	51.517155
18:50	30 East Ferry Road, Cubitt Town, E14, London, UK	IB	Shop and house of 6 rooms, and contents damaged	-0.014418	51.4938
18:51	Grace Street, Bromley, E3, London, UK	IB	Starch Manufacturers. Range of buildings of 1-2 floors, covering 2 acres. 2/3 severely damaged	0.018173	51.400176
18:51	14 Talwin Street, Bromley E3, London, UK	IB	Private house of 8 rooms severely damaged, part of roof off	0.018173	51.400176
18:51	16 Talwin Street, Bromley, E3, London, UK	IB	Private house of 8 rooms severely damaged, part of roof off	0.018173	51.400176
18:52	174 Glengall grove, Cubitt Town, E14, London, UK	EB	Off licence. Building of 3 floord 60x20 , used as dwelling and store, contents severly damaged.	-0.071183	51.592799
18:52	172 Glengall Grove Cubitt Town, E14, London, UK	EB	Tobacconist, Shop and house of 6 rooms, damaged.	-0.071183	51.592799
18:55	Alfred Street, Bow, E3, London, UK	IB	Back room on 2nd floor and contents slightly damaged. Roof by breakage	-0.020715	51.528032
18:55	26 Ely Terrace, Stepney E1, London, UK	IB	Front room on 1st floor and contents damaged, roof part off	-0.052569	51.517155
18:56	Heybridge Avenue, SW16, London, UK	IB	10x10 grass damage	-0.12766	51.507351
18:57	176, Glengall Grove, Cubitt Town, E14, London, UK	EB	6 houses, 6 rooms each damaged.	-0.071183	51.592799
18:58	Purcell Place, Hackney, E9, London, UK	IB	Front room on first floor and contents slightly damaged. 4x 2ft of roof by breakage	-0.052974	51.545914
18:59	Commercial RD, E, London, UK	IB	2x 1 ft of paving damaged 	-0.047476	51.515227
19:00	28 Harcourt Road, Brockley, SE4, London, UK	IB	Back room on 1st floor and contents damaged	-0.037594	51.464609
19:00	Amesbury Avenue, Streatham, SW16, London, UK	IB	Anti- aircraft shell unexploded. And 2x2 roadway damaged	-0.131936	51.425634
19:00	Bancroft Rd, Tower Hamlets, London E1, London, UK	IB	2 x 1ft of tarmac damaged	-0.026482	51.526413
19:00	86 Ernest Street, Stepney E1, London, UK	IB	Back room on 2nd floor and contents damaged. 3x4 room damaged.	-0.04214	51.52156
19:00	Pier Road, North Woolwich, E16, London, UK	EB & IB	London and North Eastern railway. 60x20x10 stack of coal 6 railway trucks and content severely damaged	0.062208	51.498667
19:01	Wearside Road, Lewisam, SE13, London, UK	IB	IB on enclosed ground 	-0.012567	51.455849
19:01	Furze Street E3, London, UK	IB	2x1 ft of tarmac damaged	-0.184613	51.457931
19:03	Eaton Place E9, London, UK	IB	Front room on 1st floor and contents damaged by fire. 4x2 ft of roof by breakage, ceiling and contents under by water.	-0.12766	51.507351
19:05	Silk Mills Path, Lewisham SE13, London, UK	EB	Broadway Press, Ltd. Printers. Machine room, storage, roof damaged 200x150	-0.012567	51.455849
19:05	86 Ernest Street, Stepney E1, London, UK	IB	Front room on 1st floor and contents damaged, roof part off (4x3)	-0.04214	51.52156
19:06	60 Buckhill Road, Eltham, SE9, London, UK	-	explosive bomb (unexploded) Yard damged.	0.052228	51.455597
19:07	"1 Pennyfields, London, UK
Poplar, London E14 8, London, UK"	EB	Port of London Authority-About 60x40 ft of paving and some railway track damaged by explosion on dockside	-0.085493	51.504049
19:08	Manchester Road, Cubitt Town E14, London, UK	IB	Builders and Contractors- Some stock in yard and motor lorry damaged	-0.008696	51.494675
19:10	Hornlane East, Greenwich SE10, London, UK	EB	Southern rail. 30 ft roadway damaged	-0.007492	51.480323
19:10	Commercial RD, E, London, UK	IB	Zenith Garage-  Range of buildings of one and two floors about 90x 70ft, used as garage, offices and store. About 1/2 of contents severely damaged. Most part of roofs off.	-0.047476	51.515227
19:10	Glenarm Road, Clapton, E5, London, UK	EB	Roadway and 4 private houses damaged	-0.056818	51.561645
19:11	Butcher Row. Cable Street- Stepney E1, London, UK	EB	Cider factory-A building of one floor used as workshops, offices and stores severely damaged.	-0.052569	51.517155
19:13	Belford Grove, Woolwich, SE18, London, UK	-	Suspected unexploded bomb	0.063394	51.487138
19:13	Parry Place Woolwich Se18, London, UK	-	Suspected unexploded bomb	-0.12766	51.507351
19:13	Burrage Road SE18, London, UK	-	Suspected unexploded bomb	-0.12766	51.507351
19:13	Corborn Street, London, E3 2AB, London, UK	IB	2x1 paving damage	-0.339725	51.568895
19:14	50 Ordnance Crescent, Greenwich SE10, London, UK	IB	Back room on 1st floor and contents damaged	-0.007492	51.480323
19:16	40 and 42 Blackthorn Street Bow, E3, London, UK	EB	2 private houses damaged	-0.020715	51.528032
19:17	Folly House Barge Roads, Blackwall Reach, E, London, UK	IB	Seven dumb barges and contents severely damaged	0.000584	51.515036
19:19	Barnes Street. Redmond Lane. Old Church Road. Head Street. Caroline Street- Stepney E1, London, UK	EB and IB	Minor fire and explosion damage	-0.044377	51.513663
19:20	Princes Rise, Lewisham, SE13, London, UK	IB	3x2 carriage way damaged	-0.012567	51.455849
19:20	Lewisham Hill, Lewisham SE13, London, UK	EB	South Met Gas Company: Gas destroyed and carriage way (20x20)	-0.012567	51.455849
19:20	Durham Row, Tower Hamlets London E1 ONP, London, UK	IB	4x3 roof damage	-0.025889	51.527096
19:25	19 Boyne Road, Lewisham, SE13, London, UK	-	2x2 roadway damage	-0.012567	51.455849
19:25	Upper Quebec Yard, Surrey, Se16, London, UK	Crude oil bomb	Timber storage covering 2 acres, damaged. 	-0.077632	51.308104
19:25	102 West Ferry Road, Millwall E14, London, UK	IB and EB	Wharfingers-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.	-0.024488	51.496497
19:25	102 West Ferry Road, Millwall E14, London, UK	IB and EB	General Merchants-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.	-0.024488	51.496497
19:25	104 West Ferry Road, Millwall E14, London, UK	IB and EB	Millwall Ingot Metals Ltd-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.	-0.024488	51.496497
19:25	Glengall Wharf, Millwall E14, London, UK	IB and EB	Thames Oil Wharf-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.	-0.024488	51.496497
19:25	Union Road, Millwall E14, London, UK	IB and EB	Beer Retailer-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.	-0.024488	51.496497
19:25	Lying at Lollar Wharf, London, UK	IB and EB	About 6 dumb barges and contents severely damaged	-0.300837	51.483386
19:30	Hutchings Wharf, Hutchings street, West Ferry Road, Millwall E14, London, UK	IB	Walkers Wharfage and Haulage Co.-A building of one floor about 60x 40 ft used as store and contents and come stock in yard slightly damaged.	-0.024488	51.496497
19:30	Pelican Passage, Cambridge Heath Road, E1, London, UK	EB	Cambridge Warehouse Co. (General Merchants)150x100 four floor building used as stores. Ground and 1st severely damaged.	-0.054905	51.523672
19:35	Whitman Road, Bow E3, London, UK	IB	2x1 paving damage	-0.020715	51.528032
19:43	3 Orchard Place, Blackheath, SE3, London, UK	IB	2x1 roof damage	0.008471	51.465742
19:45	 Walter Terrace, Poplar, Greater London, E1 , London, UK	IB	Back room on 1st floor damaged. 	0.049713	51.503685
19:46	198 Lewisham High Street, Lewisham, SE13, London, UK	-	Electric cables burned in debris	-0.012567	51.455849
19:51	Otis Street, Bromley, E3, London, UK	IB	Gas and water leakage in street	0.018173	51.400176
19:53	Trinity Wharf, Rotherhithe Street S.E.16, London, UK	IB	5 dumb barges unladen damaged	-0.103396	51.511185
19:53	Trinity Wharf, Rotherhithe Street S.E.16, London, UK	IB	2 dumb barges and contents damaged by fire and sunk	-0.103396	51.511185
19:53	Trinity Wharf, Rotherhithe Street S.E.16, London, UK	IB	dumb barge and contents damaged by fire and sunk	-0.103396	51.511185
20:00	38 Collent Street, E9, London, UK	IB	Back room on ground floor damaged. 	-0.12766	51.507351
20:01	Aberdeen Wharf 94 \Wapping High Street, Tower Hamlets, London E1W 2ND, London, UK	EB	dumb barge damaged by explosion and sunk	-0.018685	51.4896
20:01	St. Leonard's Street, Bromley E3, London, UK	IB	Gas leakage in street	0.018173	51.400176
20:03	St. Paul's Way, E3, London, UK	IB	2x1 paving damage	-0.184613	51.457931
20:05	Rhodeswell Road, E, London, UK	IB	2x1 paving damage	-0.047476	51.515227
20:10	Timothy Road, Poplar, Greater London E3 4, London, UK	IB	2x1 paving damage	0.049713	51.503685
20:15	Cavell Street- Stepney E1, London, UK	EB and IB	Minor fire and explosion damage	-0.057196	51.516998
20:26	307 Stepney Way E1, London, UK	IB	Back room on 2nd floor and contents damaged	-0.052569	51.517155
20:35	391 Mile End Road, E, London, UK	EB	Buildings and contents severely damaged	-0.0417	51.522569
20:38	Folly House Buoy, Blackwall Reach, E, London, UK	IB	2 dumb barges damaged 	-0.047476	51.515227
20:39	Girdlers Road West Kensington w14, London, UK	EB	Roadway, Pavement, 4 inch gas main, a house and it's contents damaged	-0.177444	51.501027
20:40	121 Vauxhall Bridge Road, Pimlico SW1, London, UK	IB	3x2 of flooring damage front room and 3rd floor also damaged	-0.137083	51.486997
20:40	65 Effra Road, Brixton SW2, London, UK	IB	London County Council Architects Department. IB burned out in garden	-0.113906	51.463116
20:42	61 Cleaver Street, SE11, London, UK	IB	IB in yard	-0.12766	51.507351
20:42	5 Ethelred Strret SE11, London, UK	IB	Minor fire and explosion damage	-0.12766	51.507351
20:43	Caldecot Road, Camberwell, SE5, London, UK	IB	"London County Council. 85 ""U"" sub-station 2x1 tar damaged"	-0.094081	51.479005
20:43	31a Morecambe Street , SE17, London, UK	Eb	Shop and house of 8 rooms damaged	-0.12766	51.507351
20:43	Browning Street, King and Queen Street, SE17, London, UK	EB	Shop and house of 3 rooms damaged	-0.096811	51.511953
20:43	24 Coleridge Buildings, King and Queen Street, SE17, London, UK	IB	Kitchen on 4th floor damaged	-0.096811	51.511953
20:43	43 Browing Street, SE17, London, UK	IB	Back rooms 1st floor damaged	-0.12766	51.507351
20:43	15 Manor Place, SE17, London, UK	IB	Southwark Borough Council Public Baths. 80x50 swimming pool and slipper baths damaged	-0.12766	51.507351
20:43	Larcombe Street, SE17, London, UK	Ib	2x1 paving damage	-0.12766	51.507351
20:44	Oldfield Grove, Rotherithe SE16, London, UK	IB	Rope and Twine makers: 600x40 building, store and workhouse severely damaged and fallen down. 	-0.154187	51.644514
20:45	99 Larkhall lane, Clapham SW4, London, UK	IB	Undertakers: 2x1 roof damage	-0.169827	51.463997
20:45	99 Larkhall lane, Clapham SW4, London, UK	IB	2x1 roof damage	-0.169827	51.463997
20:45	51 Paradise Road, Clapham, SW4, London, UK	IB	IB burned out in garden	-0.302732	51.460002
20:46	Vauxhall Bridge Road Pimlico SW1, London, UK	IB	2x1 roadway damage	-0.137083	51.486997
20:46	7 Pembroke Gardens, Kensington w8, London, UK	IB	IB unignited	-0.180076	51.506505
20:46	Jeffreys Road, Clapham SW4, London, UK	IB	Suspected presence of IB	-0.169827	51.463997
20:47	Peel House, Regency St, Horseferry Road SW1, London, UK	IB	2x1 concrete damage	0.025925	51.50975
20:48	Vauxhall Walk, Lambeth, Se11, London, UK	Ib	Minor fire and explosion damage	-0.110277	51.491736
20:50	Stillington Street, Westminster, SW1, London, UK	IB	2x1 roadway damage	-0.17536	51.502749
20:50	Lillington Street, Pimlico, SW1, London, UK	IB	2x2 roadway damage	-0.152794	51.490575
20:50	108, Earls Court Road, w8, London, UK	EB	14 rooms severely damaged, 1 male 1 femailekilled	-0.194827	51.493766
20:50	79-83c Lexham Gardens, w8, London, UK	EB	three private houses and contents severely damaged	-0.190335	51.496099
20:50	Lydhurst Avenue, Streatham Hill, SW2, London, UK	EB	All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged	-0.133597	51.439419
20:50	Lydhurst Avenue, Streatham Hill, SW2, London, UK	EB	All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged	-0.133597	51.439419
20:50	Keymer Road, SW2, London, UK	EB	All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged	-0.12766	51.507351
20:50	Faygate Road, SW2, London, UK	EB	All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged	-0.12766	51.507351
20:51	20 Albert Embankment, Se11, London, UK	Ib	Minor fire and explosion damage	-0.122674	51.490323
20:51	Albert Embankment, SE11, London, UK	Ib	IB in yard	-0.122674	51.490323
20:52	Vauxhall Bridge Road, Pimlico, SW1, London, UK	IB	unexploded canon shell 2x1 roadway damage	-0.137083	51.486997
20:52	York Hill, West Norwood, SE27, London, UK	IBIB	IB on road	-0.103684	51.4307
20:52	"Copenhagen Place, London, UK
Poplar, Greater London E14 7, London, UK"	IB	2x1 paving damage	0.049713	51.503685
20:52	Bow Road E3, London, UK	IB	2x1 paving damage	-0.020715	51.528032
20:52	"Salmon Lane, London, UK
Poplar, Greater London E14,, London, UK"	IB	2x1 paving damage	-0.037181	51.514145
20:53	38 Collingtree Road, SE26, London, UK	IB	Back room on ground floor and contents damaged	-0.12766	51.507351
20:53	43 Ellerslie Square, Clapham SW4, London, UK	IB	2x1 roof damage	-0.169827	51.463997
20:54	5 Hermitage Lane, Streatham, SW16, London, UK	IB	Boot Repairer, IB burned out on roof.	-0.131936	51.425634
20:55	Stonhouse Street, Clapham, SW4, London, UK	EB	Roadway damaged, gas main fractured	-0.169827	51.463997
20:55	Bellenden Road, Peckham, SE15, London, UK	EB	All damaged by explosion	-0.069359	51.470046
20:55	18-34 and 13-39 (inclusive) (23 buildings), London, UK	EB	All damaged by explosion	-0.12766	51.507351
20:55	Bellenden Road, Peckham, SE15, London, UK	EB	All damaged by explosion	-0.069359	51.470046
20:55	Putney Heath, Putney SW15, London, UK	IB	10x10 grass damaged	-0.217087	51.460799
20:56	52 and 54 Danby Street, Peckham SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	31 Parkhouse Street, Peckham SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	160 Rye Lane Peckham, SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	Southamton Way, Peckham SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	19 St. George's Way, Peckham SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	Choumert Road, peckham SE15, London, UK	-	Minor fire and explosion damage	-0.069359	51.470046
20:56	Harris Street, Camberwell SE5, London, UK	-	Minor fire and explosion damage	-0.094081	51.479005
20:56	Wells Way, Southwark, London SE5, United Kingdom, London, UK	-	Minor fire and explosion damage	-0.112936	51.502575
20:56	Bessemer Road, Camberwell, SE5, London, UK	EB	Kings College Hospital, main entrance and casualty ward damaged. 	-0.094081	51.479005
20:56	88 Kennington Park Road, Se11, London, UK	Ib	Minor fire and explosion damage	-0.107726	51.486554
20:57	Westwood Park, Forest Hill, SE23, London, UK	IB	IB on enclosed ground 	-0.053288	51.438796
20:57	Richmond Park, Roehampton, SW15, London, UK	IB	10x10 grass damaged	-0.245204	51.440475
20:57	Colworth Grove, Browinging Street SE17, London, UK	Ib	2x1 paving damage	-0.158607	51.642949
20:57	Browning Street, SE17, London, UK	IB	2x1 paving damage	-0.12766	51.507351
20:57	42 Braganza Street SE17, London, UK	Ib	IB in yard	-0.12766	51.507351
20:57	77 Brook Drive, SE11, London, UK	EB	Buildings damaged	-0.106594	51.493996
20:58	4g, Chapter Strret, Westminster SW1, London, UK	IB	4x2 roof damage	-0.17536	51.502749
20:58	22 Horniman Drive, Forest hill, SE23, London, UK	Ib	Back room on 1st floor and contents damaged	-0.053288	51.438796
20:58	71 Casewick Road, West Norwood, Se27, London, UK	IB	2x1 grass burned in garden	-0.097988	51.429998
20:58	96 Longley Road Tooting, SW17, London, UK	IB	15x4 timer and iron store damaged	-0.160834	51.419805
20:58	125 Wavertree Road, Streatham hill, SW2, London, UK	IB	6x4 fence damaged	-0.133597	51.439419
20:59	Morval Road, Brixton, SW2, London, UK	IB	Lambeth Borough Council, Ib burned out in street	-0.113906	51.463116
21:00	Crescent Grove, Clapham, SW4, London, UK	-	Suspected presence of IB	-0.13888	51.461175
21:00	29 Tyrell Road, East Dulwich, SE2, London, UK	Ib	Back room on 1st floor and contents damaged	-0.078486	51.462499
21:00	Garratt Lane, Tooting, Sw17, London, UK	IB	6x4 roof damaged	-0.156352	51.434636
21:00	71 Graveney Road, tooting SW17, London, UK	IB	back rooms 1st floor damaged	-0.160834	51.419805
21:00	Brook Drive, Se11, London, UK	Ib	2x1 paving damage	-0.106594	51.493996
21:00	Brook Drive, Se11, London, UK	IB	3x2 paving damaged	-0.106594	51.493996
21:00	6 Boulcott Street, E1, London, UK	IB	Timber shed, 8x7 used as store damaged with contents	-0.12766	51.507351
21:00	Burdett Road, E3, London, UK	IB	10x8 wooden hoarding damaged	-0.184613	51.457931
21:01	12 Kingsmead Road, Streatham, SW16, London, UK	IB	4x2 roof damage	-0.131936	51.425634
21:01	Turguand Street, Walworth, SE17, London, UK	Ib	2x1 roof damage	-0.093182	51.479796
21:02	Georgette Place Greenwich SE10, London, UK	EB	South Met Gas Company: Gas destroyed and carriage way (15x10)	-0.12766	51.507351
21:02	47 Orient Street, Kennington SE11, London, UK	IB	Motor garage, 80x60 one floor building, 2/3 content damaged	-0.177444	51.501027
21:03	41 Church Road, Brixton, SW2, London, UK	IB	IB in yard	-0.251968	51.545556
21:03	"Turner's Rd, London, UK
Tower Hamlets, London E3, London, UK"	IB	1x1 paving damage	0.049713	51.503685
21:04	St. Paul's Road, Islington, n1, London, UK	IB	front room on third floor damaged, including roof and ceiling	-0.099947	51.544856
21:05	Harrow Road, w2, London, UK	EB	gas mains and 20x 20 of paving destroyed	-0.171246	51.520405
21:05	42 Norman Road, Greenwich, SE10, London, UK	EB	Wharfingers, 30x20 quayside damage	-0.007492	51.480323
21:05	293 Leighham Court Road, Streatham, SW16, London, UK	IB	4x3 grass burned	-0.154483	51.414766
21:05	218 Leigham Court Road, Streatham, Sw16, London, UK	IB	5x3 of lath and plaster, ceiling damaged by fire and . First floor and rest of ditto anf contents damaged	-0.154483	51.414766
21:06	190 Underhill Road, East Dulwich, SE22, London, UK	IB	Back room on 2nd floor and contents damaged	-0.078486	51.462499
21:06	 Garratt Lane, Tooting SW17, London, UK	IB	R.E Gordon Printing shop. Office damaged	-0.156352	51.434636
21:07	Crownstone Road, Brixton, SW2, London, UK	IB	IB on road	-0.113906	51.463116
21:09	Longfellow Road e3, London, UK	IB	2x1 paving damage	-0.184613	51.457931
21:10	110 Kimberlet Avenue, Camberwell SE15, London, UK	IB	Back room on 1st floor and contents damaged	-0.094081	51.479005
21:10	Riverside Greenwich SE10, London, UK	IB	Dumb barge Cabden, Elizabeth, Hallett. D. H. Hallett & Co. Pipers Wharf, Riverside Greenwich SE10. Three vessels each 60 tons gross (unladen) slightly damaged by fire.	-0.007492	51.480323
21:10	Parkhouse Street, Peckham, SE15, London, UK	EB	7 Private houses damaged	-0.069359	51.470046
21:10	Maudsley Hospital, Denmark Hill, Southwark, London SE5 8AZ, London, UK	IB	IB in grounds	-0.089284	51.468189
21:10	1 Uffington Road, West Noorwood, SE27, London, UK	IB	2x1 roof damage	-0.097988	51.429998
21:10	900 Garratt Lane, Tooting, SW17, London, UK	IB	Scullery on 1st floor damaged	-0.156352	51.434636
21:10	112 Downton Avenue, Streatham Hill, SW2, London, UK	EB	2 houses damaged	-0.133597	51.439419
21:10	Hillside Road, Tulse Hill, SW2, London, UK	IB	Artisians and General Dwelling Ltd. Tennis net damaged	-0.104986	51.439908
21:12	52 Palace Road, Tulse Hill, SW2, London, UK	IB	IB burned out in garden	-0.104986	51.439908
21:12	Leigham Courrt Road, Streatham SW16, London, UK	IB	IB burned out in garden	-0.154483	51.414766
21:13	45 Furthergreen Road, Catford, SE13, London, UK	-	unexploded bomb on enclosed ground at rear of premises	-0.025584	51.443299
21:13	4 Knatchbull Road, Camberwell, SE5, London, UK	EB	20x6 feet of brick wall damaged	-0.094081	51.479005
21:16	Longfellow Road e3, London, UK	IB	2x1 paving damage	-0.184613	51.457931
21:21	Sandmere Road, Clapham, SW4, London, UK	IB	IB burned out in street	-0.169827	51.463997
21:29	Acre Lane, Brixton, SW2, London, UK	-	IB on road unignited	-0.155939	51.366882
21:32	22-24, Pllumstead Road, Plumstead SE18, London, UK	IB	two buildings damged	0.084298	51.489796
21:32	29-65 Haddo Street, Greenwich SE10, London, UK	EB	18 cottages damaged	-0.007492	51.480323
21:32	253 Leigham Court Road, Streatham, SW16, London, UK	IB	H. Day & Sons Furniture depositories: IB on road	-0.154483	51.414766
21:34	Flat 5, 17, Cranworth Gardens, Brixton, SW9, London, UK	IB	6x4 roof damaged	-0.107187	51.462
21:35	Clinton Road, Tower Hamlets London E3, London, UK		Many buildings and contents in these thoroughfares damaged	-0.026482	51.526413
21:37	Southwark, London SE1, London, UK	IB	2x1 paving damage	-0.112936	51.502575
21:37	Newington Causeway, London SE1, , London, UK	EB	30x20 roadway damaged	-0.098617	51.49763
21:40	Caldwell Street, Brixton SW9, London, UK	EB	26 private houses damaged	-0.113906	51.463116
21:40	"Caldwell St, London, UK
Lambeth, London SW9, London, UK"	EB	20x20 roadway damaged	-0.112936	51.502575
21:40	"Caldwell St, London, UK
Lambeth, London SW9, London, UK"	EB	"South Met Gas. 4"" main fractured"	-0.112936	51.502575
21:40	157 Ernest Street, E1, London, UK	IB	Top floor damaged	-0.04214	51.52156
21:41	Emmett Street E14, London, UK	IB	2x1 paving damage	-0.12766	51.507351
21:42	Odessa St, Southwark, London SE16, London, UK	IB	2 dumb barges sverely damaged	-0.112936	51.502575
21:46	Bazeley Street, Poplar E14, London, UK	IB	Number of IB burned out on road	-0.017068	51.507693
21:50	4 Southey Road, Brixton SW9, London, UK	EB	3 private houses damaged	-0.113906	51.463116
21:50	Southey Road, Brixton SW9, London, UK	EB	20x20 roadway damaged	-0.113906	51.463116
21:50	Southey Road, Brixton SW9, London, UK	EB	"South Met Gas. 4"" main fractured"	-0.113906	51.463116
21:51	146-150, Brixton Road, SW9, London, UK	EB	3 private houses damaged	-0.112514	51.470276
21:51	Brixton Road, Brixton SW9, London, UK	EB	15x15 roadway damaged	-0.107187	51.462
21:51	Brixton Road, Brixton SW9, London, UK	EB	"South Met Gas. 4"" main fractured"	-0.107187	51.462
21:51	"Pratt Walk, London, UK
Lambeth, London SE11, London, UK"	EB & IB	Owned by, Met. Police and Southern Railway. Range of 3 floor buildings, 300x200, used as garages and stores	-0.112936	51.502575
22:00	Tunnel Avenue, Greenwich, SE10, London, UK	IB	"Dumbarge ""Alice"" Humphery and Grey. A vessell of about 75 tons, laden with timber, severely damaged by the fire and submergedand 20x15 of wooden quay slightly damaged"	-0.007492	51.480323
22:00	56 Rogers Road, Tooting, SW17, London, UK	IB	IB in yard	-0.160834	51.419805
22:00	Deptford Church Street, SE8, London, UK	IB	Rag Merchants, Quantity of stock destroyed. 	-0.12766	51.507351
22:00	18 Hereford Street, Bethnal Green, e2, London, UK	IB	Front room on 1st floor and contents damaged, roof part off (2x3)	-0.064283	51.532296
22:02	Devons RD E3, London, UK	IB	2x1 ft of paving damaged	-0.017355	51.522361
22:03	Cantrell RD E3, London, UK	IB	2x1 ft of tarmac damaged	-0.184613	51.457931
22:05	Drawdrock Road, Tunnel Avenue, Greenwich SE10, London, UK	EB & IB	""""" """" A building of two floors 50x30, used as workshop and stores severely damaged"	-0.007492	51.480323
22:05	Lying at Pipers Wharf, Riverside, Greenwich, SE10, London, UK	IB	A vessel of 80 tons laden with general cargo, 1/2 contents damaged	-0.007492	51.480323
22:09	Sandford Street SE14, London, UK	IB	1/4 acre of grass burned. 	-0.12766	51.507351
22:09	Culloden Street, E14, London, UK	IB	Number of IB burned out on road	-0.12766	51.507351
22:09	239 East India Dock Road, Poplar, E14, London, UK	IB	Back room on 1st floor damaged. 	-0.017068	51.507693
22:13	Lower Buoy, Limehouse Reach E, London, UK	IB	5 dumb barges severely damaged	-0.031207	51.508523
22:17	Nunhead Lane, Camberwell SE15, London, UK	EB	A building, owned by wax paper manufacturers, severely damaged by explosion.	-0.094081	51.479005
22:21	Lollard Street SE11, London, UK	Ib	IB burned out in street	-0.12766	51.507351
22:23	87 York Road, Lambeth SE1, London, UK	Ib	IB in grounds	-0.115748	51.502995
22:30	Greenfield Street, Deptford, SE8, London, UK	Magnesium Flare	2x1 roadway damage.	-0.026878	51.479117
22:30	Sandford Street SE14, London, UK	IB	1/4 acre of grass burned. 	-0.12766	51.507351
22:30	20 Hereford Street, Bethnal Green, E2, London, UK	IB	House of 6 rooms and 1/2 of contents severely damaged	-0.064283	51.532296
22:31	Silwood Street Rotherhithe Se16, London, UK	IB	IB burned out in street. 	-0.045149	51.505227
22:31	Island Row E14, London, UK	IB	1x1 ft of paving slightly destroyed	-0.12766	51.507351
22:34	Gallions Reach, Woolwich, S.E, London, UK	Unknown enemy action	4 dumb barges and contents damaged and sunk	0.068964	51.500046
22:40	47 Ordnance Crescent, Greenwich  SE10, London, UK	IB	Back room on 1st floor and contents damaged	-0.007492	51.480323
22:45	Berkshire Eoad, Hackney Wick E9, London, UK	IB	Rag and metal merchants- A quantity of stock damaged in yard	-0.020086	51.543898
